#nodeA	nodeB	score1
CD36_MOUSE	OAT_MOUSE	0
CD36_MOUSE	LG3BP_MOUSE	0
CD36_MOUSE	SCRB1_MOUSE	0
CD36_MOUSE	CXB1_MOUSE	0
AT5F1_MOUSE	ATPD_MOUSE	0
AT5F1_MOUSE	ATPO_MOUSE	0
AT5F1_MOUSE	ATPB_MOUSE	0
AT5F1_MOUSE	NDUB5_MOUSE	0
AT5F1_MOUSE	ATP5H_MOUSE	0
AT5F1_MOUSE	NDUS8_MOUSE	0
IMB1_MOUSE	VIME_MOUSE	0
IMB1_MOUSE	RAN_MOUSE	0
IMB1_MOUSE	CASP3_MOUSE	0
IMB1_MOUSE	MK03_MOUSE	0
IMB1_MOUSE	MK01_MOUSE	0
IMB1_MOUSE	IPO7_MOUSE	0
IMB1_MOUSE	F16P1_MOUSE	0
PA1B2_MOUSE	TIM50_MOUSE	0
PA1B2_MOUSE	TS101_MOUSE	0
PA1B2_MOUSE	LIS1_MOUSE	0
PA1B2_MOUSE	TSN_MOUSE	0
PA1B2_MOUSE	NUDC_MOUSE	0
PA1B2_MOUSE	CHMP7_MOUSE	0
PA1B2_MOUSE	IAH1_MOUSE	0
PA1B2_MOUSE	RLA0_MOUSE	0
PON1_MOUSE	SODM_MOUSE	0
PON1_MOUSE	ADT2_MOUSE	0
PON1_MOUSE	TRXR1_MOUSE	0
PON1_MOUSE	RGN_MOUSE	0
PON1_MOUSE	HS90B_MOUSE	0
PON1_MOUSE	RET4_MOUSE	0
PON1_MOUSE	LYAG_MOUSE	0
PON1_MOUSE	HGS_MOUSE	0
PON1_MOUSE	CATA_MOUSE	0
PON1_MOUSE	PPID_MOUSE	0
PON1_MOUSE	ALBU_MOUSE	0
PON1_MOUSE	ALDH2_MOUSE	0
PON1_MOUSE	PON3_MOUSE	0
PON1_MOUSE	TRXR2_MOUSE	0
MGDP1_MOUSE	TIM50_MOUSE	0
MGDP1_MOUSE	ATG7_MOUSE	0
TOM40_MOUSE	TIM50_MOUSE	0
TOM40_MOUSE	VDAC3_MOUSE	0
TOM40_MOUSE	VDAC1_MOUSE	0
TOM40_MOUSE	VDAC2_MOUSE	0
TOM40_MOUSE	TOM22_MOUSE	0
TOM40_MOUSE	CH60_MOUSE	0
TOM40_MOUSE	ARL1_MOUSE	0
KCRB_MOUSE	KAPCB_MOUSE	0
KCRB_MOUSE	NDRG1_MOUSE	0
KCRB_MOUSE	VDAC1_MOUSE	0
KCRB_MOUSE	BZW1_MOUSE	0
XPO2_MOUSE	KINH_MOUSE	0
XPO2_MOUSE	HNRPL_MOUSE	0
XPO2_MOUSE	XPO1_MOUSE	0
XPO2_MOUSE	DLDH_MOUSE	0
XPO2_MOUSE	K1C18_MOUSE	0
XPO2_MOUSE	RL22_MOUSE	0
XPO2_MOUSE	RAN_MOUSE	0
XPO2_MOUSE	NEDD4_MOUSE	0
XPO2_MOUSE	NDUAD_MOUSE	0
XPO2_MOUSE	IPO7_MOUSE	0
RL13_MOUSE	RL8_MOUSE	0
RL13_MOUSE	RS18_MOUSE	0
RL13_MOUSE	RL19_MOUSE	0
RL13_MOUSE	GBLP_MOUSE	0
RL13_MOUSE	CDC5L_MOUSE	0
RL13_MOUSE	RL6_MOUSE	0
RL13_MOUSE	RL28_MOUSE	0
RL13_MOUSE	IPO5_MOUSE	0
RL13_MOUSE	RS3_MOUSE	0
RL13_MOUSE	TPP2_MOUSE	0
RL13_MOUSE	RL37A_MOUSE	0
RL13_MOUSE	RS23_MOUSE	0
RL13_MOUSE	RS10_MOUSE	0
RL13_MOUSE	EIF3K_MOUSE	0
RL13_MOUSE	RL18_MOUSE	0
RL13_MOUSE	RS7_MOUSE	0
RL13_MOUSE	RS17_MOUSE	0
RL13_MOUSE	RLA0_MOUSE	0
RL13_MOUSE	RS28_MOUSE	0
RS11_MOUSE	RL8_MOUSE	0
RS11_MOUSE	RLA1_MOUSE	0
RS11_MOUSE	RS18_MOUSE	0
RS11_MOUSE	RS15A_MOUSE	0
RS11_MOUSE	RS25_MOUSE	0
RS11_MOUSE	RL19_MOUSE	0
RS11_MOUSE	GBLP_MOUSE	0
RS11_MOUSE	RL24_MOUSE	0
RS11_MOUSE	RS3A_MOUSE	0
RS11_MOUSE	RL6_MOUSE	0
RS11_MOUSE	RL28_MOUSE	0
RS11_MOUSE	RS3_MOUSE	0
RS11_MOUSE	RS4X_MOUSE	0
RS11_MOUSE	RT17_MOUSE	0
RS11_MOUSE	RS19_MOUSE	0
RS11_MOUSE	RL7_MOUSE	0
RS11_MOUSE	RL37A_MOUSE	0
RS11_MOUSE	RS23_MOUSE	0
RS11_MOUSE	RS10_MOUSE	0
RS11_MOUSE	RL5_MOUSE	0
RS11_MOUSE	RL18_MOUSE	0
RS11_MOUSE	RL3_MOUSE	0
RS11_MOUSE	RS7_MOUSE	0
RS11_MOUSE	RS17_MOUSE	0
RS11_MOUSE	RS28_MOUSE	0
GSTM5_MOUSE	GSTM7_MOUSE	0
STAT3_MOUSE	TIF1B_MOUSE	0
STAT3_MOUSE	NUCG_MOUSE	0
STAT3_MOUSE	EGFR_MOUSE	0
STAT3_MOUSE	CBS_MOUSE	0
STAT3_MOUSE	ECHM_MOUSE	0
STAT3_MOUSE	VIME_MOUSE	0
STAT3_MOUSE	RHG01_MOUSE	0
STAT3_MOUSE	TRFE_MOUSE	0
STAT3_MOUSE	NDUAD_MOUSE	0
STAT3_MOUSE	ICAM1_MOUSE	0
STAT3_MOUSE	K2C1_MOUSE	0
STAT3_MOUSE	PCBP1_MOUSE	0
STAT3_MOUSE	COF1_MOUSE	0
STAT3_MOUSE	MK03_MOUSE	0
STAT3_MOUSE	MK01_MOUSE	0
BAX_MOUSE	BID_MOUSE	0
BAX_MOUSE	CTNB1_MOUSE	0
BAX_MOUSE	B2L13_MOUSE	0
BAX_MOUSE	VDAC1_MOUSE	0
BAX_MOUSE	MYH9_MOUSE	0
BAX_MOUSE	XDH_MOUSE	0
BAX_MOUSE	CH60_MOUSE	0
BAX_MOUSE	COX41_MOUSE	0
BAX_MOUSE	PP1A_MOUSE	0
CERU_MOUSE	ATOX1_MOUSE	0
CERU_MOUSE	TFR1_MOUSE	0
CERU_MOUSE	ABCG2_MOUSE	0
CERU_MOUSE	VASP_MOUSE	0
CERU_MOUSE	HEMO_MOUSE	0
CERU_MOUSE	ANXA2_MOUSE	0
CERU_MOUSE	PLS1_MOUSE	0
CERU_MOUSE	FABP4_MOUSE	0
CERU_MOUSE	IMDH2_MOUSE	0
PTN6_MOUSE	ATOX1_MOUSE	0
PTN6_MOUSE	EGFR_MOUSE	0
PTN6_MOUSE	OTC_MOUSE	0
PTN6_MOUSE	COTL1_MOUSE	0
PTN6_MOUSE	LG3BP_MOUSE	0
PTN6_MOUSE	CEAM1_MOUSE	0
SMD1_MOUSE	CTNB1_MOUSE	0
SMD1_MOUSE	LSM2_MOUSE	0
SMD1_MOUSE	SMD3_MOUSE	0
SMD1_MOUSE	LSM6_MOUSE	0
SMD1_MOUSE	SMD2_MOUSE	0
SMD1_MOUSE	RUXE_MOUSE	0
RAB8A_MOUSE	RAB10_MOUSE	0
RAB8A_MOUSE	GDIB_MOUSE	0
TCPG_MOUSE	PFD2_MOUSE	0
TCPG_MOUSE	TCPD_MOUSE	0
TCPG_MOUSE	TCPE_MOUSE	0
TCPG_MOUSE	TCPQ_MOUSE	0
TCPG_MOUSE	CH60_MOUSE	0
TCPG_MOUSE	TCPH_MOUSE	0
TCPG_MOUSE	TCPB_MOUSE	0
ODB2_MOUSE	ODO2_MOUSE	0
ODB2_MOUSE	ODPX_MOUSE	0
ODB2_MOUSE	MTND_MOUSE	0
ODB2_MOUSE	MUTA_MOUSE	0
ODB2_MOUSE	MCCA_MOUSE	0
ODB2_MOUSE	3HIDH_MOUSE	0
ODB2_MOUSE	ODBB_MOUSE	0
ODB2_MOUSE	GCSH_MOUSE	0
ODB2_MOUSE	HIBCH_MOUSE	0
ODB2_MOUSE	PCCA_MOUSE	0
AP2A2_MOUSE	AP1S1_MOUSE	0
AP2A2_MOUSE	AP2M1_MOUSE	0
AP2A2_MOUSE	EPS15_MOUSE	0
AP2A2_MOUSE	IST1_MOUSE	0
AP2A2_MOUSE	AP1G1_MOUSE	0
AP2A2_MOUSE	AP2B1_MOUSE	0
AP2A2_MOUSE	EPN1_MOUSE	0
AP2A2_MOUSE	AP2A1_MOUSE	0
SNX9_MOUSE	THOP1_MOUSE	0
CALR_MOUSE	THIOM_MOUSE	0
CALR_MOUSE	TRXR1_MOUSE	0
CALR_MOUSE	CALX_MOUSE	0
CALR_MOUSE	PRS8_MOUSE	0
CALR_MOUSE	HS90B_MOUSE	0
CALR_MOUSE	CADH2_MOUSE	0
CALR_MOUSE	PDIA3_MOUSE	0
CALR_MOUSE	PPID_MOUSE	0
CALR_MOUSE	STRAP_MOUSE	0
CALR_MOUSE	RENT1_MOUSE	0
CALR_MOUSE	BUB3_MOUSE	0
SSRD_MOUSE	SGTA_MOUSE	0
SSRD_MOUSE	SSRG_MOUSE	0
PP1G_MOUSE	PP1R7_MOUSE	0
PP1G_MOUSE	PCNA_MOUSE	0
PP1G_MOUSE	WBP11_MOUSE	0
PP1G_MOUSE	SKP1_MOUSE	0
PP1G_MOUSE	PP1A_MOUSE	0
GCDH_MOUSE	ACADV_MOUSE	0
GCDH_MOUSE	PH4H_MOUSE	0
GCDH_MOUSE	NHRF1_MOUSE	0
GCDH_MOUSE	MUTA_MOUSE	0
GCDH_MOUSE	ACADL_MOUSE	0
GCDH_MOUSE	IVD_MOUSE	0
GCDH_MOUSE	ACAD9_MOUSE	0
GCDH_MOUSE	PARK7_MOUSE	0
GCDH_MOUSE	SCRB2_MOUSE	0
GCDH_MOUSE	HPPD_MOUSE	0
GCDH_MOUSE	ACADS_MOUSE	0
GCDH_MOUSE	ACDSB_MOUSE	0
GCDH_MOUSE	ACAD8_MOUSE	0
GCDH_MOUSE	AOFB_MOUSE	0
GCDH_MOUSE	PCCA_MOUSE	0
GCDH_MOUSE	ACADM_MOUSE	0
PEX19_MOUSE	PEX1_MOUSE	0
PEX19_MOUSE	ABCD3_MOUSE	0
PEX19_MOUSE	PX11A_MOUSE	0
KAPCB_MOUSE	NDRG1_MOUSE	0
KAPCB_MOUSE	VDAC1_MOUSE	0
KAPCB_MOUSE	ABCG2_MOUSE	0
KAPCB_MOUSE	NSF_MOUSE	0
RUVB2_MOUSE	WDR1_MOUSE	0
RUVB2_MOUSE	HINT1_MOUSE	0
RUVB2_MOUSE	RUVB1_MOUSE	0
NDRG2_MOUSE	NDRG1_MOUSE	0
NDRG2_MOUSE	GEPH_MOUSE	0
SORCN_MOUSE	ANXA7_MOUSE	0
ITA3_MOUSE	FKBP8_MOUSE	0
ITA3_MOUSE	BLMH_MOUSE	0
ITA3_MOUSE	MUTA_MOUSE	0
ITA3_MOUSE	ITB1_MOUSE	0
ITA3_MOUSE	MOT1_MOUSE	0
ITA3_MOUSE	AIFM1_MOUSE	0
MCA3_MOUSE	THIOM_MOUSE	0
MCA3_MOUSE	NUCG_MOUSE	0
MCA3_MOUSE	KAP0_MOUSE	0
MCA3_MOUSE	AP2M1_MOUSE	0
MCA3_MOUSE	APEX1_MOUSE	0
MCA3_MOUSE	HYEP_MOUSE	0
MCA3_MOUSE	HTAI2_MOUSE	0
MCA3_MOUSE	NPM_MOUSE	0
NDRG1_MOUSE	VDAC1_MOUSE	0
NDRG1_MOUSE	NDUV3_MOUSE	0
NDRG1_MOUSE	ACSL3_MOUSE	0
HNRPD_MOUSE	TIF1B_MOUSE	0
HNRPD_MOUSE	TNPO1_MOUSE	0
HNRPD_MOUSE	RAB10_MOUSE	0
HNRPD_MOUSE	PTMA_MOUSE	0
HNRPD_MOUSE	THIO_MOUSE	0
HNRPD_MOUSE	LDHA_MOUSE	0
HNRPD_MOUSE	TRXR2_MOUSE	0
UFD1_MOUSE	MTND_MOUSE	0
UFD1_MOUSE	TERA_MOUSE	0
UFD1_MOUSE	SELO_MOUSE	0
UFD1_MOUSE	NPL4_MOUSE	0
UFD1_MOUSE	FLOT2_MOUSE	0
PHB2_MOUSE	PURA1_MOUSE	0
PHB2_MOUSE	LIS1_MOUSE	0
PHB2_MOUSE	FCL_MOUSE	0
PHB2_MOUSE	BASI_MOUSE	0
PHB2_MOUSE	PTMA_MOUSE	0
PHB2_MOUSE	MRC1_MOUSE	0
PHB2_MOUSE	STML2_MOUSE	0
PHB2_MOUSE	ERLN2_MOUSE	0
PHB2_MOUSE	NNRD_MOUSE	0
PHB2_MOUSE	NEDD4_MOUSE	0
PHB2_MOUSE	DHC24_MOUSE	0
PHB2_MOUSE	PHB_MOUSE	0
PHB2_MOUSE	FLOT2_MOUSE	0
SAP_MOUSE	CATD_MOUSE	0
SAP_MOUSE	STMN1_MOUSE	0
SAP_MOUSE	MRP6_MOUSE	0
SAP_MOUSE	MDR3_MOUSE	0
APOE_MOUSE	APOA2_MOUSE	0
APOE_MOUSE	CATD_MOUSE	0
APOE_MOUSE	APOA4_MOUSE	0
APOE_MOUSE	APOA1_MOUSE	0
APOE_MOUSE	AIFM1_MOUSE	0
APOE_MOUSE	TGM2_MOUSE	0
APOE_MOUSE	LRP1_MOUSE	0
APOE_MOUSE	MSRA_MOUSE	0
APOE_MOUSE	TTHY_MOUSE	0
APOE_MOUSE	GPX1_MOUSE	0
TIF1B_MOUSE	ROAA_MOUSE	0
TIF1B_MOUSE	LUC7L_MOUSE	0
TIF1B_MOUSE	CASP3_MOUSE	0
TIF1B_MOUSE	HNRPC_MOUSE	0
CYTB_MOUSE	CATD_MOUSE	0
CYTB_MOUSE	SYWC_MOUSE	0
CYTB_MOUSE	CATB_MOUSE	0
CYTB_MOUSE	HPRT_MOUSE	0
CYTB_MOUSE	PPT1_MOUSE	0
CYTB_MOUSE	CATH_MOUSE	0
CYTB_MOUSE	AADAT_MOUSE	0
CYTB_MOUSE	MARCS_MOUSE	0
CYTB_MOUSE	TTPA_MOUSE	0
YKT6_MOUSE	SNAA_MOUSE	0
YKT6_MOUSE	SC22B_MOUSE	0
YKT6_MOUSE	VAMP8_MOUSE	0
ATPD_MOUSE	MDHM_MOUSE	0
ATPD_MOUSE	ATPO_MOUSE	0
ATPD_MOUSE	SYLC_MOUSE	0
ATPD_MOUSE	ATPB_MOUSE	0
ATPD_MOUSE	ATPA_MOUSE	0
ATPD_MOUSE	ATPG_MOUSE	0
ATPD_MOUSE	CX6B1_MOUSE	0
ATPD_MOUSE	CX6A1_MOUSE	0
BID_MOUSE	1433B_MOUSE	0
BID_MOUSE	CAN2_MOUSE	0
BID_MOUSE	STMN1_MOUSE	0
BID_MOUSE	CASP3_MOUSE	0
NCPR_MOUSE	ARGI1_MOUSE	0
NCPR_MOUSE	ACOX1_MOUSE	0
NCPR_MOUSE	DHB4_MOUSE	0
NCPR_MOUSE	CYB5_MOUSE	0
NCPR_MOUSE	CP2E1_MOUSE	0
NCPR_MOUSE	ACADL_MOUSE	0
NCPR_MOUSE	ABCBB_MOUSE	0
NCPR_MOUSE	MTP_MOUSE	0
NCPR_MOUSE	RS6_MOUSE	0
NCPR_MOUSE	ACADS_MOUSE	0
NCPR_MOUSE	ABCG2_MOUSE	0
NCPR_MOUSE	ASAH1_MOUSE	0
NCPR_MOUSE	RADI_MOUSE	0
NCPR_MOUSE	CP1A2_MOUSE	0
NCPR_MOUSE	METK1_MOUSE	0
NCPR_MOUSE	MDR3_MOUSE	0
NCPR_MOUSE	RET1_MOUSE	0
NCPR_MOUSE	CP8B1_MOUSE	0
NCPR_MOUSE	FABPL_MOUSE	0
CP51A_MOUSE	UK114_MOUSE	0
CP51A_MOUSE	THIC_MOUSE	0
CP51A_MOUSE	NSDHL_MOUSE	0
CP51A_MOUSE	ERG7_MOUSE	0
CP51A_MOUSE	IDI1_MOUSE	0
CP51A_MOUSE	DHCR7_MOUSE	0
CP51A_MOUSE	HMCS1_MOUSE	0
MCM2_MOUSE	RFA3_MOUSE	0
MCM2_MOUSE	MCM6_MOUSE	0
MCM2_MOUSE	MCM7_MOUSE	0
MCM2_MOUSE	RS4X_MOUSE	0
DNJA3_MOUSE	CDC42_MOUSE	0
DNJA3_MOUSE	MPRD_MOUSE	0
DNJA3_MOUSE	4F2_MOUSE	0
DNJA3_MOUSE	VA0D1_MOUSE	0
DNJA3_MOUSE	KFA_MOUSE	0
DNJA3_MOUSE	PROF1_MOUSE	0
DNJA3_MOUSE	DYHC1_MOUSE	0
DNJA3_MOUSE	MYPT1_MOUSE	0
DNJA3_MOUSE	EGFR_MOUSE	0
DNJA3_MOUSE	NMT1_MOUSE	0
DNJA3_MOUSE	GRP75_MOUSE	0
DNJA3_MOUSE	CASP7_MOUSE	0
DNJA3_MOUSE	FAS_MOUSE	0
DNJA3_MOUSE	SSRP1_MOUSE	0
DNJA3_MOUSE	RBM39_MOUSE	0
DNJA3_MOUSE	DNJA1_MOUSE	0
DNJA3_MOUSE	GLCNE_MOUSE	0
DNJA3_MOUSE	GRPE1_MOUSE	0
DNJA3_MOUSE	CUL4A_MOUSE	0
DNJA3_MOUSE	DNJA2_MOUSE	0
DNJA3_MOUSE	PIPNB_MOUSE	0
DNJA3_MOUSE	TOP1_MOUSE	0
UBC12_MOUSE	CTNB1_MOUSE	0
UBC12_MOUSE	NEDD8_MOUSE	0
UBC12_MOUSE	PDCD6_MOUSE	0
UBC12_MOUSE	MYCBP_MOUSE	0
UBC12_MOUSE	CCD22_MOUSE	0
UBC12_MOUSE	ULA1_MOUSE	0
UBC12_MOUSE	MCAT_MOUSE	0
UBC12_MOUSE	CPNE1_MOUSE	0
SYFA_MOUSE	SYVC_MOUSE	0
SYFA_MOUSE	SYTC_MOUSE	0
SYFA_MOUSE	SYFB_MOUSE	0
SYFA_MOUSE	VIGLN_MOUSE	0
SYFA_MOUSE	SYSC_MOUSE	0
PROD_MOUSE	PEA15_MOUSE	0
PROD_MOUSE	ATOX1_MOUSE	0
PROD_MOUSE	PH4H_MOUSE	0
PROD_MOUSE	NPC2_MOUSE	0
PROD_MOUSE	NLTP_MOUSE	0
PROD_MOUSE	PARK7_MOUSE	0
PROD_MOUSE	SCRB2_MOUSE	0
PROD_MOUSE	PROD2_MOUSE	0
PROD_MOUSE	CXB1_MOUSE	0
PROD_MOUSE	UBP14_MOUSE	0
APT_MOUSE	NHRF1_MOUSE	0
APT_MOUSE	UMPS_MOUSE	0
APT_MOUSE	ARLY_MOUSE	0
APT_MOUSE	HPRT_MOUSE	0
APT_MOUSE	GPDM_MOUSE	0
APT_MOUSE	OTC_MOUSE	0
APT_MOUSE	PRPS1_MOUSE	0
APT_MOUSE	AOFB_MOUSE	0
APT_MOUSE	ITA1_MOUSE	0
APT_MOUSE	ACTN4_MOUSE	0
SNAA_MOUSE	SNP23_MOUSE	0
SNAA_MOUSE	NSF_MOUSE	0
SNAA_MOUSE	VAMP8_MOUSE	0
CDC42_MOUSE	MPRD_MOUSE	0
CDC42_MOUSE	4F2_MOUSE	0
CDC42_MOUSE	VA0D1_MOUSE	0
CDC42_MOUSE	KFA_MOUSE	0
CDC42_MOUSE	PROF1_MOUSE	0
CDC42_MOUSE	DYHC1_MOUSE	0
CDC42_MOUSE	MYPT1_MOUSE	0
CDC42_MOUSE	NMT1_MOUSE	0
CDC42_MOUSE	IQGA2_MOUSE	0
CDC42_MOUSE	CASP7_MOUSE	0
CDC42_MOUSE	GDIR1_MOUSE	0
CDC42_MOUSE	FAS_MOUSE	0
CDC42_MOUSE	ARP3_MOUSE	0
CDC42_MOUSE	SSRP1_MOUSE	0
CDC42_MOUSE	RHG01_MOUSE	0
CDC42_MOUSE	RBM39_MOUSE	0
CDC42_MOUSE	GLCNE_MOUSE	0
CDC42_MOUSE	CUL4A_MOUSE	0
CDC42_MOUSE	PIPNB_MOUSE	0
CDC42_MOUSE	TOP1_MOUSE	0
PRDX2_MOUSE	2AAA_MOUSE	0
PRDX2_MOUSE	PRDX3_MOUSE	0
PRDX2_MOUSE	PRDX4_MOUSE	0
PRDX2_MOUSE	CAD17_MOUSE	0
PRDX2_MOUSE	PRDX1_MOUSE	0
PRDX2_MOUSE	41_MOUSE	0
PRDX2_MOUSE	2AAB_MOUSE	0
APOA2_MOUSE	CMC2_MOUSE	0
APOA2_MOUSE	GALK1_MOUSE	0
APOA2_MOUSE	ASGR1_MOUSE	0
