Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue
AT11C_MOUSE,B6_T2_fasted - B6_T2_fed,-0.441464522,0.143319582,-3.080280561,191,0.002373189,0.011144975
AT131_MOUSE,B6_T2_fasted - B6_T2_fed,-0.131735714,0.342410547,-0.384730303,50,0.702068878,0.817537833
AT1A1_MOUSE,B6_T2_fasted - B6_T2_fed,-0.093043589,0.082276432,-1.130865622,227,0.259305016,0.446206683
AT1B1_MOUSE,B6_T2_fasted - B6_T2_fed,0.334346864,0.104531963,3.198513211,192,0.001616001,0.00839687
AT1B3_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
AT2A2_MOUSE,B6_T2_fasted - B6_T2_fed,-0.025292728,0.205627307,-0.12300277,100,0.902351778,0.955872868
AT2L1_MOUSE,B6_T2_fasted - B6_T2_fed,1.507361042,0.187814532,8.02579557,134,4.51E-13,2.54E-11
AT5F1_MOUSE,B6_T2_fasted - B6_T2_fed,0.130928751,0.075401775,1.736414698,216,0.083916328,0.200340784
ATAD1_MOUSE,B6_T2_fasted - B6_T2_fed,0.422423216,0.134353458,3.144118671,175,0.001957409,0.009760737
ATAD3_MOUSE,B6_T2_fasted - B6_T2_fed,0.275533693,0.41216414,0.668504769,77,0.505810594,0.675506589
ATG3_MOUSE,B6_T2_fasted - B6_T2_fed,-0.125779223,0.175337173,-0.717356286,151,0.474262527,0.649420462
ATG4B_MOUSE,B6_T2_fasted - B6_T2_fed,-0.344920669,0.222183245,-1.552415302,25,0.133131697,0.281274826
ATG7_MOUSE,B6_T2_fasted - B6_T2_fed,1.015733635,0.309253235,3.284472141,52,0.00183215,0.009260597
ATLA2_MOUSE,B6_T2_fasted - B6_T2_fed,-0.000889279,0.086026755,-0.010337243,206,0.991762224,0.997137629
ATLA3_MOUSE,B6_T2_fasted - B6_T2_fed,-0.400965479,0.151569136,-2.645429607,140,0.009091541,0.034190454
ATOX1_MOUSE,B6_T2_fasted - B6_T2_fed,-0.130895318,0.088657753,-1.476411398,266,0.141016318,0.293916034
ATP5H_MOUSE,B6_T2_fasted - B6_T2_fed,-0.081622434,0.064229443,-1.270794659,304,0.204773303,0.380234711
ATP5I_MOUSE,B6_T2_fasted - B6_T2_fed,0.061022131,0.04164576,1.465266343,289,0.143935328,0.297408657
ATP5J_MOUSE,B6_T2_fasted - B6_T2_fed,-0.029969878,0.058291434,-0.514138619,270,0.607575618,0.749906841
ATP5L_MOUSE,B6_T2_fasted - B6_T2_fed,-0.082128803,0.053121043,-1.546069093,216,0.12355173,0.266188687
ATP8_MOUSE,B6_T2_fasted - B6_T2_fed,-0.353422295,0.052165591,-6.775007936,120,4.92E-10,1.36E-08
ATPA_MOUSE,B6_T2_fasted - B6_T2_fed,-0.116510498,0.037431536,-3.112629391,216,0.002105017,0.010296139
ATPB_MOUSE,B6_T2_fasted - B6_T2_fed,-0.1151472,0.036589254,-3.147022309,216,0.001882102,0.009461515
ATPD_MOUSE,B6_T2_fasted - B6_T2_fed,-0.003487038,0.050974486,-0.068407518,216,0.945524521,0.972794224
ATPG_MOUSE,B6_T2_fasted - B6_T2_fed,-0.278976588,0.056383946,-4.947801783,202,1.58E-06,2.17E-05
ATPK_MOUSE,B6_T2_fasted - B6_T2_fed,-0.095588258,0.041379813,-2.310021485,216,0.021831208,0.069489788
ATPO_MOUSE,B6_T2_fasted - B6_T2_fed,-0.109762091,0.03234769,-3.393197229,216,0.000821693,0.004704444
ATX10_MOUSE,B6_T2_fasted - B6_T2_fed,0.178504975,0.132306738,1.349175246,157,0.179223215,0.34739714
ATX2_MOUSE,B6_T2_fasted - B6_T2_fed,-0.162581172,0.183011049,-0.888368072,70,0.37738531,0.570537694
ATX2L_MOUSE,B6_T2_fasted - B6_T2_fed,-0.083998338,0.069300734,-1.212084402,105,0.228200482,0.408602215
AUHM_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
B2L13_MOUSE,B6_T2_fasted - B6_T2_fed,-0.712009149,0.112799433,-6.31216956,126,4.29E-09,9.95E-08
B2MG_MOUSE,B6_T2_fasted - B6_T2_fed,-0.211036692,0.050735968,-4.159508535,120,6.02E-05,0.000514691
B4GN1_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
BAAT_MOUSE,B6_T2_fasted - B6_T2_fed,0.16984891,0.106448568,1.595596001,250,0.11184234,0.248166914
BACH_MOUSE,B6_T2_fasted - B6_T2_fed,-0.009446984,0.078834441,-0.119833212,135,0.904793422,0.955872868
BAF_MOUSE,B6_T2_fasted - B6_T2_fed,0.17246198,0.070392204,2.450015362,120,0.015728125,0.053337607
BAG2_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
BAG3_MOUSE,B6_T2_fasted - B6_T2_fed,-0.079437665,0.068193123,-1.1648926,183,0.245578713,0.429762747
BAG6_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
BAP31_MOUSE,B6_T2_fasted - B6_T2_fed,0.173187313,0.097406708,1.777981377,213,0.076833552,0.188277726
BASI_MOUSE,B6_T2_fasted - B6_T2_fed,-0.965462757,0.277870813,-3.474502221,117,0.000718588,0.004231683
BAX_MOUSE,B6_T2_fasted - B6_T2_fed,-0.091324316,0.074485513,-1.226068156,120,0.222573612,0.401741633
BCLF1_MOUSE,B6_T2_fasted - B6_T2_fed,-1.087788726,0.206495393,-5.26785955,85,1.03E-06,1.51E-05
BDH_MOUSE,B6_T2_fasted - B6_T2_fed,-0.247217869,0.03179919,-7.774344863,216,3.06E-13,1.83E-11
BGAL_MOUSE,B6_T2_fasted - B6_T2_fed,0.580112463,0.102603605,5.653918898,55,5.79E-07,9.26E-06
BGLR_MOUSE,B6_T2_fasted - B6_T2_fed,-2.277327906,0.087869934,-25.91703208,35,0,0
BHMT1_MOUSE,B6_T2_fasted - B6_T2_fed,-0.093196456,0.192881682,-0.483179405,216,0.629457749,0.766170686
BHMT2_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
BI2L1_MOUSE,B6_T2_fasted - B6_T2_fed,-0.904146709,0.171067038,-5.285335619,25,1.78E-05,0.000179891
BID_MOUSE,B6_T2_fasted - B6_T2_fed,0.824588316,0.123422898,6.680999491,100,1.36E-09,3.53E-08
BIEA_MOUSE,B6_T2_fasted - B6_T2_fed,-0.083933925,0.100695404,-0.833542761,180,0.405643415,0.593429444
BLMH_MOUSE,B6_T2_fasted - B6_T2_fed,-0.15839196,0.093642629,-1.691451448,227,0.092122949,0.215495675
BLVRB_MOUSE,B6_T2_fasted - B6_T2_fed,-0.077971452,0.147803404,-0.527534883,161,0.59854843,0.742680494
BODG_MOUSE,B6_T2_fasted - B6_T2_fed,-0.105525577,0.110708964,-0.953180059,94,0.342943522,0.539260997
BOLA1_MOUSE,B6_T2_fasted - B6_T2_fed,-0.089578771,0.207756824,-0.431171258,102,0.667253731,0.792924837
BPHL_MOUSE,B6_T2_fasted - B6_T2_fed,-0.206407557,0.065255912,-3.163047595,304,0.001719099,0.008760793
BPNT1_MOUSE,B6_T2_fasted - B6_T2_fed,-0.066097408,0.088645379,-0.745638505,158,0.456993656,0.640969976
BROX_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
BT3L4_MOUSE,B6_T2_fasted - B6_T2_fed,0.794601591,0.119473274,6.650873157,90,2.20E-09,5.23E-08
BTF3_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
BUB3_MOUSE,B6_T2_fasted - B6_T2_fed,0.216393489,0.236731352,0.91408885,222,0.361661873,0.554613108
BUD31_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
BUP1_MOUSE,B6_T2_fasted - B6_T2_fed,-0.348644842,0.387427575,-0.899896817,97,0.370403838,0.563196
BZW1_MOUSE,B6_T2_fasted - B6_T2_fed,0.268987405,0.070020813,3.841535038,141,0.000184193,0.001372203
BZW2_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
C1QBP_MOUSE,B6_T2_fasted - B6_T2_fed,-0.186050996,0.079660627,-2.335545201,265,0.020261423,0.066170668
C1QT3_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
C1TC_MOUSE,B6_T2_fasted - B6_T2_fed,-0.090811307,0.064065968,-1.417465624,252,0.157582058,0.317388402
C560_MOUSE,B6_T2_fasted - B6_T2_fed,-0.026808544,0.091991282,-0.291424838,211,0.771012711,0.864186453
CA050_MOUSE,B6_T2_fasted - B6_T2_fed,-0.908524121,0.196218294,-4.630170327,62,1.92E-05,0.000189719
CA093_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CA123_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CAB39_MOUSE,B6_T2_fasted - B6_T2_fed,0.244127838,0.087636776,2.785677999,85,0.006585319,0.026102064
CACP_MOUSE,B6_T2_fasted - B6_T2_fed,-1.684893627,0.182568673,-9.22882114,70,1.01E-13,6.93E-12
CAD17_MOUSE,B6_T2_fasted - B6_T2_fed,-0.458583642,0.173309166,-2.646043795,126,0.009182037,0.03440945
CADH2_MOUSE,B6_T2_fasted - B6_T2_fed,0.325720293,0.292960489,1.111823283,86,0.269312635,0.456649852
CAH1_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CAH14_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CAH2_MOUSE,B6_T2_fasted - B6_T2_fed,-0.212400038,0.129405133,-1.641357132,175,0.102519257,0.2324856
CAH3_MOUSE,B6_T2_fasted - B6_T2_fed,-0.204774933,0.022221047,-9.215359511,216,0,0
CAH5A_MOUSE,B6_T2_fasted - B6_T2_fed,-0.264529327,0.35042262,-0.754886561,270,0.450974998,0.637579323
CAH8_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CALM_MOUSE,B6_T2_fasted - B6_T2_fed,0.26067025,0.071297584,3.656088109,216,0.000321661,0.002167509
CALR_MOUSE,B6_T2_fasted - B6_T2_fed,0.299991304,0.045083555,6.654118124,216,2.31E-10,7.14E-09
CALU_MOUSE,B6_T2_fasted - B6_T2_fed,0.264948306,0.142443787,1.860020099,231,0.064153769,0.163693593
CALX_MOUSE,B6_T2_fasted - B6_T2_fed,0.061868511,0.05069543,1.220396218,296,0.223286051,0.401741633
CAN2_MOUSE,B6_T2_fasted - B6_T2_fed,-0.161490334,0.067597747,-2.38898989,105,0.018679437,0.061545925
CAND1_MOUSE,B6_T2_fasted - B6_T2_fed,0.444414009,0.265831047,1.671791217,151,0.096636493,0.223517075
CAP1_MOUSE,B6_T2_fasted - B6_T2_fed,0.180440922,0.094537581,1.908668703,291,0.057288524,0.149887465
CAPR1_MOUSE,B6_T2_fasted - B6_T2_fed,0.016422784,0.168485156,0.097473179,137,0.922493091,0.965417224
CAPZB_MOUSE,B6_T2_fasted - B6_T2_fed,-0.649993293,0.202641627,-3.207600046,161,0.001615016,0.00839687
CASP3_MOUSE,B6_T2_fasted - B6_T2_fed,-0.142912639,0.047463638,-3.010992103,120,0.00317546,0.014367019
CASP7_MOUSE,B6_T2_fasted - B6_T2_fed,-0.273247577,0.080500787,-3.394346674,120,0.00093295,0.00526025
CATA_MOUSE,B6_T2_fasted - B6_T2_fed,-0.003652264,0.030229979,-0.12081596,216,0.903949118,0.955872868
CATB_MOUSE,B6_T2_fasted - B6_T2_fed,0.396013495,0.108136489,3.662163413,194,0.000322497,0.002167509
CATC_MOUSE,B6_T2_fasted - B6_T2_fed,0.176889764,0.067291732,2.628699819,208,0.009210821,0.034447727
CATD_MOUSE,B6_T2_fasted - B6_T2_fed,0.135532526,0.081627691,1.660374364,242,0.098134277,0.225681917
CATH_MOUSE,B6_T2_fasted - B6_T2_fed,0.029786134,0.101185415,0.294371813,254,0.768714233,0.863650067
CATL1_MOUSE,B6_T2_fasted - B6_T2_fed,-0.043117805,0.107554213,-0.400893687,105,0.689313011,0.807244719
CATZ_MOUSE,B6_T2_fasted - B6_T2_fed,0.839998357,0.196219985,4.280901142,208,2.84E-05,0.000268871
CAZA1_MOUSE,B6_T2_fasted - B6_T2_fed,0.03064995,0.060557532,0.50612945,216,0.613281951,0.752406097
CAZA2_MOUSE,B6_T2_fasted - B6_T2_fed,-0.428024117,0.134208573,-3.189245724,199,0.001657201,0.008562976
CB043_MOUSE,B6_T2_fasted - B6_T2_fed,0.835846494,0.105122748,7.95114768,60,5.94E-11,2.04E-09
CB047_MOUSE,B6_T2_fasted - B6_T2_fed,0.13880771,0.090501051,1.533769039,55,0.130819204,0.277972076
CBPQ_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CBR1_MOUSE,B6_T2_fasted - B6_T2_fed,0.0051074,0.130989097,0.038991035,261,0.968927343,0.987642949
CBR4_MOUSE,B6_T2_fasted - B6_T2_fed,0.096039285,0.17832047,0.538576892,133,0.591079108,0.739347097
CBS_MOUSE,B6_T2_fasted - B6_T2_fed,0.440888285,0.140716496,3.133167012,216,0.001969139,0.009792905
CBX3_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CC124_MOUSE,B6_T2_fasted - B6_T2_fed,-0.008549182,0.099990198,-0.085500206,125,0.932000527,0.967638515
CC50A_MOUSE,B6_T2_fasted - B6_T2_fed,-0.265200533,0.13483316,-1.966879163,100,0.051968336,0.140322072
CCAR1_MOUSE,B6_T2_fasted - B6_T2_fed,-0.508809905,0.127471746,-3.99155045,70,0.0001597,0.001214113
CCD22_MOUSE,B6_T2_fasted - B6_T2_fed,-0.117837907,0.129155905,-0.91236949,115,0.363482931,0.55633512
CCD47_MOUSE,B6_T2_fasted - B6_T2_fed,0.538323837,0.127740973,4.214183015,76,6.83E-05,0.000568249
CCD51_MOUSE,B6_T2_fasted - B6_T2_fed,0.09584041,0.080535133,1.190044732,100,0.236846422,0.418030555
CCD58_MOUSE,B6_T2_fasted - B6_T2_fed,0.059379854,0.049084285,1.209752869,177,0.22798698,0.408602215
CCS_MOUSE,B6_T2_fasted - B6_T2_fed,0.047533526,0.229904216,0.206753607,117,0.836561674,0.910693607
CD166_MOUSE,B6_T2_fasted - B6_T2_fed,0.692946863,0.130894974,5.293914989,55,2.15E-06,2.90E-05
CD2AP_MOUSE,B6_T2_fasted - B6_T2_fed,0.109245904,0.138037899,0.791419638,191,0.42968086,0.620278596
CD36_MOUSE,B6_T2_fasted - B6_T2_fed,-0.306357717,0.069551735,-4.404745883,80,3.25E-05,0.000301516
CD38_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CD44_MOUSE,B6_T2_fasted - B6_T2_fed,0.26201979,0.110879425,2.363105591,80,0.020550136,0.066878074
CD47_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CD81_MOUSE,B6_T2_fasted - B6_T2_fed,-0.204427315,0.040047069,-5.104676049,216,7.26E-07,1.13E-05
CDC2_MOUSE,B6_T2_fasted - B6_T2_fed,-0.573185378,0.159275477,-3.598704508,85,0.000536528,0.00336236
CDC37_MOUSE,B6_T2_fasted - B6_T2_fed,0.153404879,0.086993365,1.76340895,167,0.079660347,0.193163325
CDC42_MOUSE,B6_T2_fasted - B6_T2_fed,-0.043624512,0.058946657,-0.740067609,154,0.460385719,0.643119213
CDC5L_MOUSE,B6_T2_fasted - B6_T2_fed,0.183013851,0.255467724,0.716387372,110,0.475270383,0.649937909
CDD_MOUSE,B6_T2_fasted - B6_T2_fed,0.166792902,0.110480407,1.509705721,60,0.136367084,0.286478982
CDIPT_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CDV3_MOUSE,B6_T2_fasted - B6_T2_fed,0.005098782,0.41638161,0.012245454,69,0.990265123,0.996172344
CE033_MOUSE,B6_T2_fasted - B6_T2_fed,0.391566489,0.151874666,2.578221245,243,0.010520988,0.038493952
CEAM1_MOUSE,B6_T2_fasted - B6_T2_fed,0.366211588,0.0591313,6.193193634,90,1.73E-08,3.52E-07
CELF1_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CENPV_MOUSE,B6_T2_fasted - B6_T2_fed,-0.385727576,0.194249607,-1.985731561,176,0.048615938,0.133012633
CEPT1_MOUSE,B6_T2_fasted - B6_T2_fed,0.151277291,0.065299903,2.316654144,85,0.02292871,0.072211811
CERU_MOUSE,B6_T2_fasted - B6_T2_fed,0.711362185,0.108206078,6.57414255,203,4.05E-10,1.16E-08
CES3_MOUSE,B6_T2_fasted - B6_T2_fed,-0.137974105,0.034247332,-4.028754855,214,7.79E-05,0.000636608
CFAB_MOUSE,B6_T2_fasted - B6_T2_fed,0.181865169,0.0842493,2.158654955,150,0.032467402,0.096672603
CGL_MOUSE,B6_T2_fasted - B6_T2_fed,0.175156931,0.055736523,3.142588039,216,0.001909562,0.009573617
CH082_MOUSE,B6_T2_fasted - B6_T2_fed,-0.502770818,0.060794518,-8.2700026,120,2.10E-13,1.30E-11
CH10_MOUSE,B6_T2_fasted - B6_T2_fed,-0.005173325,0.033549249,-0.154200914,216,0.8775953,0.939755322
CH60_MOUSE,B6_T2_fasted - B6_T2_fed,0.041021182,0.027910272,1.46975216,216,0.143083927,0.296559425
CHCH2_MOUSE,B6_T2_fasted - B6_T2_fed,0.707435267,0.171376244,4.127965753,122,6.73E-05,0.00056216
CHCH3_MOUSE,B6_T2_fasted - B6_T2_fed,-0.103256693,0.340070492,-0.303633203,130,0.761892768,0.857120102
CHD4_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CHDH_MOUSE,B6_T2_fasted - B6_T2_fed,-0.06227204,0.08597328,-0.724318526,202,0.469708279,0.646694103
CHLE_MOUSE,B6_T2_fasted - B6_T2_fed,-0.110915539,0.126326814,-0.878004721,49,0.384226141,0.575253827
CHM4B_MOUSE,B6_T2_fasted - B6_T2_fed,-0.242692811,0.1516745,-1.600089736,193,0.111214328,0.247365201
CHMP5_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CHMP7_MOUSE,B6_T2_fasted - B6_T2_fed,0.206977404,0.168598331,1.227636137,70,0.223695926,0.402089092
CHSP1_MOUSE,B6_T2_fasted - B6_T2_fed,-0.810203555,0.18359134,-4.413081558,55,4.80E-05,0.000426068
CIAO1_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CISD1_MOUSE,B6_T2_fasted - B6_T2_fed,0.279165856,0.096214553,2.901493038,166,0.004217899,0.018323658
CISD2_MOUSE,B6_T2_fasted - B6_T2_fed,-0.290107924,0.187754972,-1.545141098,35,0.131307095,0.278689544
CISY_MOUSE,B6_T2_fasted - B6_T2_fed,-0.239872199,0.048153845,-4.981371652,215,1.30E-06,1.79E-05
CK054_MOUSE,B6_T2_fasted - B6_T2_fed,-0.390874404,0.10219692,-3.824718051,247,0.000165857,0.001255773
CK5P3_MOUSE,B6_T2_fasted - B6_T2_fed,0.018338346,0.118999557,0.154104321,130,0.87776646,0.939755322
CKAP4_MOUSE,B6_T2_fasted - B6_T2_fed,-2.311955046,0.256022572,-9.030278189,50,4.43E-12,2.05E-10
CKAP5_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CLC4F_MOUSE,B6_T2_fasted - B6_T2_fed,0.75392824,0.097460117,7.735761677,85,1.92E-11,7.42E-10
CLCA_MOUSE,B6_T2_fasted - B6_T2_fed,-0.202749556,0.12381092,-1.637574104,254,0.102748801,0.232721644
CLCB_MOUSE,B6_T2_fasted - B6_T2_fed,-0.195501011,0.059509941,-3.285182398,100,0.001405822,0.007493676
CLH_MOUSE,B6_T2_fasted - B6_T2_fed,-0.033452925,0.15346577,-0.217982978,219,0.82764535,0.905771164
CLIC1_MOUSE,B6_T2_fasted - B6_T2_fed,-0.243521555,0.13183468,-1.847173713,237,0.065968374,0.16649161
CLIC4_MOUSE,B6_T2_fasted - B6_T2_fed,0.118704238,0.161729806,0.733966366,142,0.464179394,0.644983353
CLMN_MOUSE,B6_T2_fasted - B6_T2_fed,-0.287704803,0.211373337,-1.361121543,60,0.178565596,0.346847309
CLPB_MOUSE,B6_T2_fasted - B6_T2_fed,0.447233599,0.096626921,4.628457528,131,8.75E-06,9.96E-05
CLPP_MOUSE,B6_T2_fasted - B6_T2_fed,-0.126715305,0.128256391,-0.987984334,103,0.32547556,0.519137716
CLPT1_MOUSE,B6_T2_fasted - B6_T2_fed,0.201995587,0.107338068,1.881863452,189,0.061391641,0.159052365
CLPX_MOUSE,B6_T2_fasted - B6_T2_fed,-0.114110205,0.158889431,-0.718173662,130,0.47393892,0.649420462
CLUS_MOUSE,B6_T2_fasted - B6_T2_fed,1.036292793,0.263406697,3.934193038,100,0.00015422,0.00117728
CLYBL_MOUSE,B6_T2_fasted - B6_T2_fed,-0.145390132,0.153122228,-0.949503766,133,0.344086623,0.54045782
CMAH_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CMBL_MOUSE,B6_T2_fasted - B6_T2_fed,-0.068737982,0.076578871,-0.89761029,290,0.370137935,0.563196
CMC1_MOUSE,B6_T2_fasted - B6_T2_fed,0.026986416,0.083674074,0.32251825,216,0.747372072,0.846382902
CMC2_MOUSE,B6_T2_fasted - B6_T2_fed,0.015315496,0.066420021,0.23058554,287,0.817801083,0.89936458
CMLO1_MOUSE,B6_T2_fasted - B6_T2_fed,0.428717068,0.197205897,2.173956633,139,0.031401499,0.094127586
CMLO2_MOUSE,B6_T2_fasted - B6_T2_fed,-0.171964335,0.077730679,-2.212309685,165,0.028318505,0.085881928
CN159_MOUSE,B6_T2_fasted - B6_T2_fed,-0.597850648,0.204652437,-2.921297485,96,0.0043453,0.018745424
CN166_MOUSE,B6_T2_fasted - B6_T2_fed,0.623302632,0.150177774,4.150431966,216,4.77E-05,0.000425808
CNBP_MOUSE,B6_T2_fasted - B6_T2_fed,-0.060401389,0.078331376,-0.77110083,216,0.441489847,0.630810357
CNDP2_MOUSE,B6_T2_fasted - B6_T2_fed,-0.211723317,0.085936457,-2.463719403,264,0.014388416,0.049795731
CNN3_MOUSE,B6_T2_fasted - B6_T2_fed,0.246257131,0.100181634,2.45810656,212,0.0147693,0.050774726
CNPY2_MOUSE,B6_T2_fasted - B6_T2_fed,0.061316147,0.149160032,0.411076256,243,0.681378907,0.801495163
CNPY3_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CO3_MOUSE,B6_T2_fasted - B6_T2_fed,-0.029130295,0.312544777,-0.093203588,135,0.925880002,0.965782982
CO4B_MOUSE,B6_T2_fasted - B6_T2_fed,0.439033126,0.321735251,1.364578874,87,0.175904611,0.343115724
CO8G_MOUSE,B6_T2_fasted - B6_T2_fed,0.303346158,0.097726043,3.104046252,60,0.00291132,0.013269036
COASY_MOUSE,B6_T2_fasted - B6_T2_fed,0.007244808,0.100880126,0.07181601,244,0.942807162,0.971615159
COBL1_MOUSE,B6_T2_fasted - B6_T2_fed,0.504763711,0.21156317,2.385877044,53,0.020643426,0.066946775
COF1_MOUSE,B6_T2_fasted - B6_T2_fed,-0.037648114,0.05824641,-0.64635939,207,0.518762606,0.682969932
COF2_MOUSE,B6_T2_fasted - B6_T2_fed,0.116498747,0.101960809,1.14258359,176,0.254763462,0.441669366
COMD5_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
COMT_MOUSE,B6_T2_fasted - B6_T2_fed,0.076671824,0.052610451,1.45734968,216,0.146472152,0.301225988
COPA_MOUSE,B6_T2_fasted - B6_T2_fed,-0.176307865,0.093103092,-1.893684314,128,0.060523913,0.157243498
COPB_MOUSE,B6_T2_fasted - B6_T2_fed,-0.172850905,0.153358922,-1.127100418,229,0.260879646,0.447085273
COPB2_MOUSE,B6_T2_fasted - B6_T2_fed,0.179666907,0.143061573,1.255871187,174,0.2108464,0.388401264
COPD_MOUSE,B6_T2_fasted - B6_T2_fed,0.15860248,0.06986357,2.270174277,255,0.024031952,0.075175836
COPE_MOUSE,B6_T2_fasted - B6_T2_fed,-0.182498461,0.14607665,-1.249333557,199,0.213010576,0.390835428
COPG_MOUSE,B6_T2_fasted - B6_T2_fed,-0.233221787,0.202079286,-1.154110307,126,0.250639294,0.43533323
COPG2_MOUSE,B6_T2_fasted - B6_T2_fed,0.549925538,0.091161514,6.032430934,105,2.45E-08,4.88E-07
COPZ1_MOUSE,B6_T2_fasted - B6_T2_fed,0.02387199,0.112153082,0.212851843,285,0.831594692,0.908373201
COQ3_MOUSE,B6_T2_fasted - B6_T2_fed,0.093066947,0.106046837,0.877602295,220,0.381116958,0.573669457
COQ6_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
COQ9_MOUSE,B6_T2_fasted - B6_T2_fed,0.181843737,0.081548863,2.229874597,226,0.026739066,0.081714937
COR1B_MOUSE,B6_T2_fasted - B6_T2_fed,0.104316013,0.166799135,0.625399006,128,0.532822648,0.691779317
COR1C_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CORO7_MOUSE,B6_T2_fasted - B6_T2_fed,1.025378621,0.107158509,9.56880262,100,8.88E-16,8.67E-14
COTL1_MOUSE,B6_T2_fasted - B6_T2_fed,0.181639077,0.134405863,1.35142227,230,0.177887914,0.345893166
COX1_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
COX2_MOUSE,B6_T2_fasted - B6_T2_fed,0.065414663,0.036374148,1.798383402,216,0.0735125,0.182307069
COX41_MOUSE,B6_T2_fasted - B6_T2_fed,0.048056745,0.043884762,1.095066763,216,0.274706938,0.462417727
COX5A_MOUSE,B6_T2_fasted - B6_T2_fed,-0.046827714,0.153140297,-0.305783098,253,0.760021252,0.857074131
COX5B_MOUSE,B6_T2_fasted - B6_T2_fed,0.052096388,0.086146348,0.604742855,238,0.545925979,0.700340727
COX6C_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
COX7C_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
COX7R_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CP013_MOUSE,B6_T2_fasted - B6_T2_fed,0.034207648,0.051419477,0.665266361,172,0.506771227,0.675573751
CP1A2_MOUSE,B6_T2_fasted - B6_T2_fed,-0.009754366,0.148451778,-0.065707304,273,0.947658949,0.973909889
CP237_MOUSE,B6_T2_fasted - B6_T2_fed,0.246752337,0.235176248,1.049223037,57,0.298503911,0.489655448
CP239_MOUSE,B6_T2_fasted - B6_T2_fed,-0.1929028,0.140029479,-1.377587078,105,0.171260039,0.336533234
CP240_MOUSE,B6_T2_fasted - B6_T2_fed,0.116430415,0.116388067,1.00036385,218,0.318243544,0.510676276
CP254_MOUSE,B6_T2_fasted - B6_T2_fed,0.260995296,0.093380759,2.794957981,275,0.005556041,0.022954244
CP270_MOUSE,B6_T2_fasted - B6_T2_fed,NA,NA,NA,NA,NA,NA
CP27A_MOUSE,B6_T2_fasted - B6_T2_fed,-0.103140895,0.187825251,-0.549132207,252,0.58340097,0.732211636
CP2A5_MOUSE,B6_T2_fasted - B6_T2_fed,-0.330709918,0.411643896,-0.803388368,101,0.423636977,0.614903436
CP2AC_MOUSE,B6_T2_fasted - B6_T2_fed,-0.077283297,0.072372282,-1.067857668,300,0.286443253,0.478264837
