B6_T0_FASTED	B6_T0_FED	B6_T1_FASTED	B6_T1_FED	B6_T2_FASTED	B6_T2_FED	S9_T0_FASTED	S9_T0_FED	S9_T1_FASTED	S9_T1_FED	S9_T2_FASTED	S9_T2_FED
ACOC_MOUSE	20.0448065997947	20.9345795972075	19.1332048216674	19.325384926074	20.526431543863	20.7573881636711	20.8817347429139	20.6927537811874	19.3982533928926	19.7350043720744	20.2754373252122	19.892093621154
ACON_MOUSE	19.4554148094288	19.7240307630399	19.841691691805	20.1079650443403	19.8277102197359	19.9391790837382	19.1655451204329	20.5158870815593	19.669436174739	19.0841345358511	19.7023056810921	20.1639026643012
ACOX1_MOUSE	21.6143219801663	18.4669493085601	19.2081968599961	19.5138420544538	20.0344417161778	17.2871258839028	17.8579721312952	18.8001271064166	17.2958752860512	20.5392405192428	20.8228043893194	18.014192891866
ACOX2_MOUSE	18.600598890727	17.566734395127	17.678930811213	16.0513995736258	20.3518218174505	17.4079603949572	19.147760867458	18.5165446594	17.4465706725093	21.3709572084829	18.9700510737976	19.6925891481285
ACSA_MOUSE	16.6113837442134	20.451962243389	19.5236648009496	16.6291133148481	20.5818671213708	16.6356686939791	16.5713383313312	16.7047609202589	20.0739289796213	16.5674324779522	16.5995420684645	18.2851802671409
ACSF2_MOUSE	17.8151391945203	19.323747886838	17.6867934373391	17.2238694113614	20.2439609535039	18.6070948156001	19.2323285781079	18.1749614654984	17.9415138792694	19.7245488425264	20.8054822730987	18.5655325567462
ACSL1_MOUSE	20.0723738437798	19.0665553299483	20.4175555155809	21.2696411508903	19.6872684377001	19.574707026669	20.0902570264426	19.9262987726383	19.2472160573127	18.0198721870863	19.6115193481572	19.5188888480751
ACSL5_MOUSE	20.1434740699441	18.0552449956532	21.9767226945775	19.6840569446308	17.3397511471227	21.3806361918688	18.1202075340972	18.4245968039969	20.4216898556124	19.8178370237719	20.1557645207879	15.8294412135048
ACSM1_MOUSE	19.9567147627834	19.5189443921662	17.8409195461982	19.1363802815387	17.3379924364333	18.9108973416119	19.6183754476853	16.3318038692643	19.9043747875091	18.3029960845721	17.9139575674786	19.2340615654933
ACSM5_MOUSE	17.7686755455044	18.3583612427427	19.3238533582251	19.1057178823121	19.4531988583462	19.2908919270666	17.6493439264187	19.9360904303948	18.9899919258806	17.5451115821914	17.4449652042817	20.5833316992621
ACTBL_MOUSE	22.3796823180544	25.5429514791697	17.820720256122	23.1194894684339	16.0140339348604	19.2322999547655	17.7793774618189	17.9128000507467	17.8278762229169	19.1509811845212	17.8075811989522	23.1194894684339
ACTN1_MOUSE	16.9130094744959	17.4176807177074	17.1542364397994	17.348899742825	17.1119692693686	16.7383932916616	16.516662536334	17.9828589428688	16.8308984579823	17.5051773711237	17.0710492164188	17.0141801219595
ACTN4_MOUSE	18.6271735377144	18.4448894260812	19.4227952195316	18.6708157772795	18.6257354772708	18.9705752870832	18.6312338195963	18.3016752184753	18.9403991294421	18.8170858516814	18.5701304172405	18.8159668987181
ACY3_MOUSE	16.7102848459023	16.6861177567047	16.7115822273231	16.728014416537	16.7158454557172	21.0518787185784	16.6702394330201	21.2148678817176	22.7141902817769	21.268201795764	21.2148678817176	16.7646247168844
ADFP_MOUSE	22.4408254085391	16.2373624659128	20.9970376808923	16.2792591257451	16.2670901649252	20.0438716533954	16.2214841422281	21.0606723228284	20.6692129713812	16.2175782888492	20.7919387759921	16.3158694260924
ADH1_MOUSE	19.2396737749616	23.019920259792	19.4257634486294	17.9044976108576	18.8473046527983	21.4941146437362	21.4753443625749	22.7305083620688	22.4658139323592	16.5490014130599	20.7461389974685	18.5643742257108
ADH4_MOUSE	16.6515264803781	16.6273593911805	16.652823861799	16.6692560510129	16.657087090193	19.0364061729532	21.02498354536	20.9132372171068	22.57253893678	20.7635310769497	16.6396848046292	22.2420147208915
ADHX_MOUSE	19.5858537750198	20.6636218752951	20.7240861392517	19.9408997703945	19.1808920582846	20.3825478973073	20.5145610905511	19.9487747030751	20.3168840032556	20.6348444060733	20.8578382524324	20.2709127770426
ADK_MOUSE	20.3270136619825	19.8893210268638	18.8853687757498	20.6804346001475	19.8409946438223	20.367862606282	19.8588502593083	20.0246587718231	21.345115966786	18.8574238103433	20.5709514857846	20.0685313894678
ADT2_MOUSE	22.0067956975121	20.8200644545988	21.0773401312524	19.9849589884358	20.88343404783	20.9768966543912	20.0221733994861	20.0731534018239	22.070265036453	21.8111127601571	21.9132326268508	20.8688511557365
ADX_MOUSE	16.4899747611126	17.7201684661665	19.021431549154	17.3555725926004	21.4611816124341	18.7184348728468	19.3643224891683	20.0149284700452	18.9348767846114	19.4619114812262	16.7060198642715	21.6435486510727
AEDO_MOUSE	18.1108713804944	16.247118162652	20.1130760872504	16.2890148224844	18.0659656860492	17.5926731070168	16.2312398389674	16.3646624278952	17.921028249442	18.0469733177281	19.3154061366211	16.3256251228317
AFG32_MOUSE	18.8930991722949	18.4049854293112	19.4422855007085	18.441616256037	18.6893436234475	18.3595879252194	18.5592106422051	18.6075075702437	18.6539921356731	18.6176859333745	18.1899276559624	18.8081987956475
AGT2_MOUSE	19.5662245083163	18.4673124716486	18.1267325640484	18.1981583489824	18.0307678865591	17.804378374457	18.2908772254092	18.4334699654972	17.5634046570314	19.8727021121674	18.7441995464073	17.736907026774
AIBP_MOUSE	21.0425641719133	20.7647895015621	20.958887166823	21.0968313488672	20.8678823238854	20.882169655185	20.531801238614	20.9814944477656	21.0461425693979	21.0292297647579	20.8761232127143	20.6833173166098
AIFM1_MOUSE	19.9418220322932	19.9385584083359	20.2656674920525	20.6755101422739	20.9792561145079	19.3347646456208	20.2508186528037	20.8295149653408	20.8211119090817	20.149393935021	19.8053070410466	20.3580890351646
AK1A1_MOUSE	20.7000720291532	20.445875284815	20.5786339525013	20.5374035524754	19.9612673856643	20.0085823560403	20.3372068955011	20.6675420799545	20.1509261581847	19.3040035748906	21.0151980056558	19.7402235188755
AK1CD_MOUSE	19.9677066945319	19.3430676259701	19.5823515807597	19.2426134883605	20.261915990064	20.3120577223827	18.63852820509	19.5579293959144	20.1586069515253	20.2650551911719	19.2584428302797	18.753093836558
AK1D1_MOUSE	17.2157970702083	17.1916299810108	17.2170944516292	17.2335266408431	17.7605163969054	17.240082019974	18.9557361427932	18.0665246814212	17.7963954759726	16.9160350407414	16.0609173191875	17.2701369411904
AK1E1_MOUSE	21.5302115969324	21.4176836405767	21.9260163240017	21.9812555959217	21.3529558847498	22.1249644289636	21.8169135719872	21.6549517261295	22.3296481084662	21.7800743607148	21.6440183246176	17.2894004632612
AKC1H_MOUSE	19.4407124074483	18.7887574600259	19.3265576657847	19.7127836914628	19.3262098175355	19.7007692551429	19.6474521108779	20.1594417017641	18.3801091429186	19.4366949909445	19.4265678862767	20.2232469894672
AL1A1_MOUSE	22.0710171139284	22.0955583885624	22.1839615193892	22.6846631444293	22.0512403234768	22.4831316468906	22.2556164519845	22.4287075899913	22.6430688085543	22.673621096513	21.7396234862299	22.4572292574781
AL1A7_MOUSE	17.597970989285	17.7971050392079	16.9385620277086	20.5497748091042	17.3692617606426	15.5621359704519	17.4654671990665	20.2370277410098	21.753119011502	17.796387222605	21.7416284075505	21.2594275633138
AL1B1_MOUSE	19.6182682769322	18.797024895254	19.2974368867537	19.379724249606	19.5904753476547	19.0610786231134	19.5135399214372	21.2737799147825	20.0710172800161	17.5522500737387	19.0905926733497	19.5337905513458
AL3A2_MOUSE	20.1510212568781	18.8355949485824	22.192962442711	19.3897937997579	19.6070188753055	18.6634439840854	19.9138910269935	22.470733788409	23.4333694493378	22.2529127517279	19.501747934499	20.2527267812411
AL4A1_MOUSE	17.6722683146325	18.3540305869987	17.4372551702777	18.0915077198533	17.8206587853835	16.4603046789956	18.8139271323846	17.7470764012414	16.5959056747619	17.4794047064354	17.1210872108357	17.5470418650972
AL7A1_MOUSE	21.5835833346414	21.6543750036366	20.6061676486936	20.6099734879289	20.6015818254002	20.8322611851505	20.9834546782198	21.1702769545015	21.948572466481	21.5568714007962	20.7309437468814	21.2108488053068
AL8A1_MOUSE	17.0184920967073	16.9943250075098	20.4265355740064	20.3398284094643	19.4073975987766	16.4119125216788	16.2518052754898	21.148494219554	17.0269454449231	16.9745408304462	19.4336709769035	23.2373455800119
AL9A1_MOUSE	19.6158617577236	20.1258320323997	21.5732712615275	19.4135751418653	20.1942934919979	20.1764222502233	19.7381711681669	19.9499004502052	21.0336206760506	20.1132990163504	20.8690379945033	19.9094163729649
ALAT1_MOUSE	17.3265687079744	17.3024016187768	17.3278660893953	17.3442982786092	17.4773150426556	17.3857397807279	16.3480585362858	17.9537471093363	17.7374829675002	17.5164684525344	17.9215998497068	17.3809085789565
ALBU_MOUSE	21.1834834612547	20.3045846249993	21.1352260880617	20.6947250459455	21.3580719516386	20.1259609311496	20.3987912722239	22.3501033506807	20.073661917032	20.744233976242	19.9157443603252	22.3339043318888
ALD2_MOUSE	17.5376177882155	17.2410714442162	17.3029513135712	17.2507083766057	17.5011583584014	17.5620280485676	17.5659469510338	17.6027107285942	17.5485825307049	17.3642041564715	17.2225819037994	17.3343270290182
ALDH2_MOUSE	22.9663118005653	23.1113023694681	23.1547096570218	23.0318509907272	23.3139362152638	23.1336628797742	22.6988311555591	23.1878526689769	22.9378559087699	23.2737227817531	23.3205546210934	23.181142466953
ALDOA_MOUSE	19.1640973001222	19.4232037917404	18.8945732082543	18.9464949533257	18.7440858833767	18.9120309783754	19.0282847403512	19.2158907176086	18.80382243853	18.8786632780854	19.1353566375528	19.1432835952907
ALDOB_MOUSE	21.6528402040479	19.6708888186114	19.6912985831639	20.131702044191	20.0305143729951	21.2949517351323	20.988250752221	20.2187352256716	20.9063210366755	20.3630038042111	20.6886227769964	21.8007723258836
ALDR_MOUSE	19.0045052439817	18.2643396429237	19.8127017614605	19.5871184732805	19.6101494484998	18.7242317752642	18.8386223159908	18.6434990101485	18.3825328483189	19.2049394615536	18.7506811219186	18.7236920189165
ALR_MOUSE	19.8013291098283	19.5955835836365	20.1784447913838	20.4942963159333	16.0457159306553	20.1448869239459	16.0001099079582	19.4721501616214	16.0486086690562	19.8251738235614	16.0283136450915	16.0944951918225
AMACR_MOUSE	18.9728028816752	18.5826549320434	18.559776452133	18.5359374307545	16.7738637412399	16.6812814962115	17.8757574348174	18.8854449638708	21.5935274762686	18.6046079495538	18.5010259455373	16.6089538678173
AMPL_MOUSE	20.1570679908575	20.2346693483176	20.0827957474301	21.2536627914847	19.747880414659	19.3893519191405	20.0709416527744	20.6298507676646	21.1152606466731	20.8312968203873	20.8631201071625	19.0249135809194
AN32A_MOUSE	19.4555926201968	19.3620468767206	19.0557340433419	16.7482505143121	19.9528272735151	17.8175826315476	19.3636674152529	19.7317386299824	19.415535165329	19.4911651728676	19.5003746492507	19.1032930815411
AN32B_MOUSE	18.4570575414287	18.5543435427125	17.5341055303395	17.6517109107462	17.9365649984806	17.9686364565965	17.8893099815491	17.4904140317795	18.0109054274414	17.2304397660481	18.4426627866739	17.9088288483297
ANXA1_MOUSE	18.4556713310466	18.6852332578718	17.8150238859335	18.4404813905481	17.9061525523848	17.4295740523496	18.5270393991849	17.5443614566546	17.9276202993688	18.3739989535428	17.7456797611545	19.0196544736616
ANXA2_MOUSE	18.9521989841575	18.6932343119103	18.463006432675	18.5333685911002	18.7638338435541	18.7091167343386	18.5808411523596	18.4561134625797	18.8550398360125	18.7314217854791	18.6255662935024	18.530370074419
ANXA3_MOUSE	18.740859371667	18.2869744723597	18.1678823479681	19.9280082978322	18.4009201082332	20.1650694925619	18.9400269166023	18.791439611421	18.297477533737	19.4756447377937	19.4076728871709	18.149645161744
ANXA4_MOUSE	19.3341883123344	19.0491485501201	19.3287814622298	18.8755971128954	19.3374650693927	19.129783918389	18.9943764334268	19.3809110499661	19.0296495281516	19.1502122790073	19.0844349735946	19.2986133251712
ANXA5_MOUSE	19.9106803311879	19.9323793171711	19.6999812552422	19.6966076861933	20.1538887301156	20.0002638919871	19.4791784850351	20.0239275266385	20.0896361132371	19.6263888503508	19.4293021175903	19.8816440508144
ANXA6_MOUSE	16.103456274861	16.4076216717765	16.4330861423949	20.3344549849165	19.5191574259359	16.4560737107397	16.3917433480918	17.1334783239814	20.9556832418085	18.5044973140601	21.0582934946138	16.4861286319561
ANXA7_MOUSE	19.227166043973	19.1771565503402	18.817723886395	18.8516766559461	18.2994001253651	18.9219989240427	18.6259404911772	18.6989558133226	18.8537091772407	18.8211290458874	18.5974090174603	18.5840702275002
AOFB_MOUSE	18.1161012717623	16.082111458876	15.6747083436175	19.2357477625923	17.2053415624257	20.9440434723435	18.5462581227741	20.0850742259861	21.3053231584908	19.8226487014621	16.4552171645129	15.8887460363084
AP1B1_MOUSE	18.9642938941502	18.4480287589922	18.6568245165548	18.5949159450465	18.459083603259	18.7059594544373	18.6479396571137	18.5497464226957	18.7484636994463	18.8915220902296	18.9144202226536	18.6412785015475
AP1G1_MOUSE	16.0228662809427	15.9986991917451	18.2672251731955	19.3009219419006	18.7537683625329	16.0471512307084	18.4935319800739	18.6285315526025	16.0313196291585	15.9789150146815	16.0110246051938	16.0772061519247
AP2B1_MOUSE	17.8652443012701	17.2827088472276	17.6466652150727	17.5335345830704	17.775460577153	19.2049657990788	17.450464242186	17.7318552265818	17.5093952636937	17.7378215933287	17.2633625504295	19.0758161728874
AP2M1_MOUSE	18.9573653264255	19.5208835201656	18.93887194633	19.6665447390576	18.6977774559302	19.172146232169	19.443900786404	18.7753255381231	17.2088587990966	18.9661352698107	19.1340946815179	17.205065209172
AP3B1_MOUSE	15.7046886997592	17.694227683194	17.5658615949469	15.7224182703939	18.0105285885057	17.8807779759593	15.664643286877	17.7466864743515	17.5800923826399	15.660737433498	18.2687031942383	17.7760900015787
APEX1_MOUSE	18.1519969714832	16.7702848394037	18.0158435219697	17.2767636795376	18.3165259627294	17.9817535537652	17.3473983826175	17.281445998706	17.7815326037873	16.8601080395403	17.3220151965784	17.8363481084873
APOA1_MOUSE	17.3229001288164	15.976928435206	18.109572099109	17.4064887782961	17.8359420171477	16.0012986634243	16.2583911549726	19.5663553307399	17.1502018256682	15.5360206637106	18.1794929778307	18.085292910986
APOA2_MOUSE	16.6435868208968	19.6845102513239	18.0245561541602	17.9959273285633	18.7485750001505	25.9185310006747	16.0887146069879	17.4360158256233	20.4410233430619	19.5249989034832	18.5899111974703	18.4101898072139
APOA4_MOUSE	16.3410392342753	16.3168721450778	16.3423366156962	16.3587688049101	23.2745674459777	16.3653241840411	23.0546557400608	23.0546557400608	19.3574739447172	15.4403804434566	16.3291975585265	16.3953791052574
APOE_MOUSE	19.1893742855696	19.17362622802	19.6059933747732	19.5591893710658	19.3908057180293	19.1837808515288	19.1936626046227	19.6523075566826	19.6964335460944	19.9354502171391	19.8082805750941	19.6234179355655
APOOL_MOUSE	17.4228790364763	18.3506299735372	17.553910935927	19.6867633945451	17.5283185225906	17.5771682029996	19.432399086452	17.7575003363732	19.510425362044	19.4320805557249	18.5116175083151	17.7181682503692
AQUA_MOUSE	19.9121422575675	21.3109975314691	18.5067329682544	19.5913295500295	19.5337692162309	20.7999791250763	22.3927167717594	20.9658594023124	19.2982372236109	18.0392118571227	20.2279780036962	17.6878526033444
ARC1B_MOUSE	17.4574873840502	17.4759202452645	17.7037360919234	17.6046676623417	17.5736203457821	17.4048310932126	17.8690621427947	17.5458194438254	18.404124388391	17.5862061081448	17.3780767060414	17.514070530858
ARF4_MOUSE	19.3259136942439	18.9194521184576	17.3882023027204	17.888715911935	19.0348969425057	19.2962343188673	18.4409756825556	19.4687419836156	19.1775157093701	19.3934239626086	19.2585947638242	19.2971135482273
ARF5_MOUSE	16.2174104180681	18.5955757617037	18.5472440061029	18.7983167635988	16.2229710278829	19.1774573046687	18.8234087846339	19.1732170338203	18.8806056329986	18.8457960896219	18.7237534323107	18.9672812511279
ARFG2_MOUSE	16.6211315986487	19.3831522000087	16.6224289800695	20.0772636846054	16.6266922084636	18.689040715412	16.5810861857665	16.7145087746943	16.6295849468645	16.5771803323875	20.185656863673	20.185656863673
ARGI1_MOUSE	19.7374084944882	20.2840308152193	21.9272008226226	20.8240974128694	21.2265176350267	22.2800195051068	22.3944292547358	23.3699673458642	21.6568770463237	20.8991380987825	23.0799449665173	19.6345794446588
ARK72_MOUSE	21.303647739884	22.3444994439828	21.5405003046062	20.1578430012996	21.7224898501157	18.3998004559976	20.1090955339147	18.8571684630896	20.5649899491232	21.1388959508558	21.3938554568827	19.7157866894842
ARL8B_MOUSE	19.0861499833736	16.6989206238868	19.3078521947065	19.0735396736755	19.1471054861386	16.7473726628501	18.9410632988008	16.8164648891299	18.8970521244496	16.6791364468232	18.9977004134526	16.7774275840664
ARLY_MOUSE	21.7768485674546	19.6392812926015	19.304574850069	23.2765279937558	20.1873709591232	21.420718626888	20.7170317762945	22.3002016226453	20.6687401433993	20.8057142291291	21.8083980075203	20.0104633137068
ARP2_MOUSE	18.1891499208769	18.4966003949941	18.6905747702477	18.4958514142156	18.2919787890881	18.5866141332782	17.9746021971902	18.9668400877098	18.6299090986999	18.7720152810748	18.28992597782	18.3315445519707
ARP3_MOUSE	18.5226908638305	18.5380377687307	18.6794677870498	18.9353745485543	18.5146302223961	18.401231082564	18.8363776812499	18.7171201655386	18.5399334506077	18.6413768505348	18.396474767301	18.1872432674585
ARP5L_MOUSE	17.9741954064676	16.5513689159135	16.576833386532	18.6084072256358	18.8555087121384	18.4704213490528	16.5354905922289	16.6689131811567	16.5839893533269	18.2167363199212	16.5636943293623	18.8060751239186
ARPC2_MOUSE	18.574267118385	18.523205998572	18.9967329734225	18.5979053975146	17.9508260135876	18.705656150788	18.5285731405507	19.130868934083	18.5819682150132	17.899437992729	18.6379270758827	18.5407547009928
ARPC3_MOUSE	16.4884969119185	17.1688716201528	17.4894195891068	16.8664684966506	16.8665856835619	17.6824578696227	16.3046410387614	17.8101937613124	17.3317952616898	16.8375492502195	17.4156694470775	17.5637059700947
ARPC4_MOUSE	16.8863553291879	14.3473473690337	16.773187104307	16.5234451778863	16.3979296866573	16.747149688441	15.1546957396837	16.4286772514626	15.2031945007817	16.4690367669764	17.1385449410777	18.2243882720896
ARPC5_MOUSE	19.5681171742997	19.7235341049688	19.7258543509441	19.6137194507883	20.038314499899	19.4696926887907	19.6513329402267	19.9160273006765	19.5196876734117	19.5650325935229	19.6489585158639	19.5408513504367
ARS2_MOUSE	17.1532782140601	17.3390930290542	17.2293904304783	18.2666230151963	16.525300181329	17.584845519598	17.8041116451115	16.6983775722617	17.4458967314248	18.0686907530154	17.2519980155077	17.4217930868349
ASGR1_MOUSE	19.8157035542286	21.0220015174885	21.2723000996065	22.8142872393274	19.3750421398323	21.2764444969245	16.6720321527765	20.0596989103424	20.5038759777039	16.6681262993975	19.1258940092106	22.4316501277362
ASNS_MOUSE	17.2607779521419	18.4105229008566	18.2705584091304	17.7640655858577	17.3143275078351	18.7220122518093	16.9239714597605	18.0858034675159	17.164349557281	17.5816980569351	17.2712322237167	17.556039585225
ASSY_MOUSE	19.3786698617974	19.3181545215771	19.8865728614503	19.4266855767105	20.4528755215236	21.1403669898009	19.6817086074524	21.0356065963957	21.506108213233	21.1086413936442	19.5399410802994	21.8319490035008
AT1A1_MOUSE	18.0205574432555	19.4004331681385	21.0262156821417	19.5705754101403	21.0467774518906	19.3538748291659	21.2787208478785	21.3384942800691	21.0791611080147	19.3117885179606	19.2820206253818	19.8933796070102
AT1B3_MOUSE	16.3398469507239	16.3156798615264	19.5447657016632	16.3575765213587	16.3454075605388	19.1953266440183	16.2998015378418	16.4332241267695	19.2713521242869	16.2958956844628	19.0170700810999	19.4748725300284
AT2A2_MOUSE	17.9454890244481	18.5734481079468	18.8200974029189	17.9230078643983	17.8536908627294	18.3142856981807	18.4646798027955	18.1612655423075	17.7474236666703	17.5522840215949	18.3011772868366	18.4831159752952
