"Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue"
"EXOC7_MOUSE","B6_T1_fed-B6_T0_fed",0.293516493952323,0.0596244422000017,4.92275454699876,72,5.24140234992032e-06,1.93773056572812e-05
"F16P1_MOUSE","B6_T1_fed-B6_T0_fed",0.230085469990833,0.113365410121341,2.02959147542941,72,0.0460948246240775,0.0749809147218328
"FAS_MOUSE","B6_T1_fed-B6_T0_fed",0.700460573989675,0.037340380111437,18.7587960245517,522,0,0
"FOXA3_MOUSE","B6_T1_fed-B6_T0_fed",-0.717653822136793,0.290212428657734,-2.47285695328771,44,0.0173384734943225,0.0320499055501113
"FOXO1_MOUSE","B6_T1_fed-B6_T0_fed",0.185853020264592,0.361608660782153,0.513961750425433,39,0.610178762426064,0.641739732896377
"FUMH_MOUSE","B6_T1_fed-B6_T0_fed",0.432335476271295,0.269567742718914,1.60381012917448,57,0.114283231505673,0.158438116405592
"FXR1_MOUSE","B6_T1_fed-B6_T0_fed",0.305186735002454,0.0929147811439536,3.28458756771569,48,0.00191147936058234,0.00440000909417066
"G3P_MOUSE","B6_T1_fed-B6_T0_fed",0.187923695138415,0.0196095618731246,9.58326842559236,72,1.73194791841524e-14,1.50926890033328e-13
"GLGB_MOUSE","B6_T1_fed-B6_T0_fed",0.7094152073533,0.0679377321844937,10.4421384780227,200,0,0
"GRB2_MOUSE","B6_T1_fed-B6_T0_fed",0.180339326776254,0.216974245911523,0.831155448973385,149,0.407215750643911,0.487061976260365
"GSK3B_MOUSE","B6_T1_fed-B6_T0_fed",-0.278841065980118,0.245415608800542,-1.13619939392992,30,0.264868337204962,0.326403405444499
"HCDH_MOUSE","B6_T1_fed-B6_T0_fed",0.436552412239966,0.0769956397319118,5.66983291209712,245,4.00905646458227e-08,2.22320403945017e-07
"HMCS2_MOUSE","B6_T1_fed-B6_T0_fed",0.802260518508672,0.196005716175413,4.09304654049322,29,0.000310568145997614,0.00082368073503715
"HMGCL_MOUSE","B6_T1_fed-B6_T0_fed",0.664492350217492,0.0432979198853104,15.3469809168115,291,0,0
"IDHC_MOUSE","B6_T1_fed-B6_T0_fed",0.466161494970646,0.0572021733604561,8.14936684368892,323,7.99360577730113e-15,7.50169157562106e-14
"IDHP_MOUSE","B6_T1_fed-B6_T0_fed",-0.305249754022544,0.0665705332941515,-4.58535839984567,203,7.91768652685931e-06,2.84105222434364e-05
"IF4B_MOUSE","B6_T1_fed-B6_T0_fed",0.118939262872527,0.0511415614351643,2.32568696642778,156,0.0213229889796649,0.0388269351570017
"IF4E_MOUSE","B6_T1_fed-B6_T0_fed",0.146778640000184,0.0480555887451471,3.05435109282698,40,0.00400172463336412,0.00856509482930567
"IF4G1_MOUSE","B6_T1_fed-B6_T0_fed",0.300072268892592,0.0714191879824672,4.20156371654991,154,4.47401405869741e-05,0.000143639398726601
"IRS1_MOUSE","B6_T1_fed-B6_T0_fed",0.103085944094866,0.127914619567065,0.805896499116102,57,0.423651970624792,0.501368167611416
"IVD_MOUSE","B6_T1_fed-B6_T0_fed",0.384238313686738,0.0325618034833563,11.800277398122,349,0,0
"K6PL_MOUSE","B6_T1_fed-B6_T0_fed",1.51489186493788,0.118601469437711,12.7729603361574,89,0,0
"KAPCA_MOUSE","B6_T1_fed-B6_T0_fed",0.179977147164651,0.0295571048314124,6.08913316074777,66,6.49173466094055e-08,3.44344186362934e-07
"KAPCB_MOUSE","B6_T1_fed-B6_T0_fed",0.142593927073686,0.0299475372178447,4.76145754612233,72,9.66515645206556e-06,3.36899739186285e-05
"KPYR_MOUSE","B6_T1_fed-B6_T0_fed",0.877924294261537,0.0534578124985439,16.4227500757808,244,0,0
"KS6A1_MOUSE","B6_T1_fed-B6_T0_fed",0.184478532437713,0.113296879366413,1.6282754959304,51,0.10962922980839,0.155520535309576
"KS6B2_MOUSE","B6_T1_fed-B6_T0_fed",0.383204787415073,0.0986154757155467,3.88584838875001,62,0.000250638549512683,0.000679508956456607
"LMNB1_MOUSE","B6_T1_fed-B6_T0_fed",0.187071438577823,0.0708220620327672,2.64142885999663,129,0.00927635971666652,0.0185393135339641
"MCAT_MOUSE","B6_T1_fed-B6_T0_fed",0.687195944131046,0.149142064784066,4.60766012007408,124,9.95916337842573e-06,3.37504981157761e-05
"MCCA_MOUSE","B6_T1_fed-B6_T0_fed",0.296186896288302,0.0446087988344753,6.63965190785183,143,6.07995431778363e-10,4.12085792649779e-09
"MCCB_MOUSE","B6_T1_fed-B6_T0_fed",0.288429100275946,0.0540676101965028,5.33460049792624,200,2.57967250227864e-07,1.25888018111198e-06
"MDHC_MOUSE","B6_T1_fed-B6_T0_fed",0.252561057233408,0.0796013410390581,3.1728241501545,66,0.00229239502908052,0.00517911469533006
"MDHM_MOUSE","B6_T1_fed-B6_T0_fed",0.106321359846039,0.0439187654559903,2.42086403709549,332,0.0160195487293149,0.0300674606919449
"MFN2_MOUSE","B6_T1_fed-B6_T0_fed",0.126187089558327,0.198031829677071,0.63720609845447,21,0.530876802256064,0.588790635229453
"MK01_MOUSE","B6_T1_fed-B6_T0_fed",0.132113911471772,0.0646534529724166,2.04341617342753,79,0.044344911129635,0.0731091778083172
"MK03_MOUSE","B6_T1_fed-B6_T0_fed",0.0629495765833191,0.0843889153536862,0.745946032360866,144,0.456915993238063,0.520969637149941
"MK08_MOUSE","B6_T1_fed-B6_T0_fed",-0.180957103633781,0.139587981809899,-1.29636592840938,44,0.201607722513056,0.256209814027008
"MK14_MOUSE","B6_T1_fed-B6_T0_fed",0.157531056904377,0.0977696434055851,1.61124712556104,58,0.112555103585336,0.157835892384035
"MP2K1_MOUSE","B6_T1_fed-B6_T0_fed",0.138857842295068,0.0875652678550286,1.58576391869159,35,0.121787703141423,0.165089997591707
"MP2K2_MOUSE","B6_T1_fed-B6_T0_fed",0.320855858081407,0.0866769006133036,3.70174586090542,42,0.000617578333645286,0.0015918877760874
"MP2K4_MOUSE","B6_T1_fed-B6_T0_fed",-0.490840135595431,0.171636567408733,-2.85976434396145,38,0.00685019059943803,0.013928720885524
"NFKB2_MOUSE","B6_T1_fed-B6_T0_fed",0.185932230089832,0.0883110865841222,2.10542342169824,71,0.0387929676080789,0.0673256539639336
"NUCL_MOUSE","B6_T1_fed-B6_T0_fed",0.0310453375310507,0.0584451648209927,0.531187440845399,447,0.595552733137096,0.637345907392331
"ODO1_MOUSE","B6_T1_fed-B6_T0_fed",-0.105054209230289,0.0515518066782572,-2.03783758512963,314,0.0424040439636975,0.0716413429220806
"ODO2_MOUSE","B6_T1_fed-B6_T0_fed",0.22461716232133,0.0351587912631451,6.38864859261481,138,2.3872144261361e-09,1.53284294730844e-08
"ODP2_MOUSE","B6_T1_fed-B6_T0_fed",0.241305174126581,0.134049669767925,1.80011763210117,166,0.073657836304889,0.109588488160932
"ODPA_MOUSE","B6_T1_fed-B6_T0_fed",0.292259454158743,0.0479424423571989,6.09604850710861,167,7.29375759789264e-09,4.44919213471451e-08
"ODPB_MOUSE","B6_T1_fed-B6_T0_fed",0.256344695418476,0.0630554466448238,4.06538545135369,153,7.64780672810605e-05,0.000233258105207235
"OXSR1_MOUSE","B6_T1_fed-B6_T0_fed",0.225202098402792,0.0680393167804888,3.30988183096177,150,0.00116897730850374,0.00274260060841262
"P85A_MOUSE","B6_T1_fed-B6_T0_fed",0.246924765283599,0.131308476963935,1.88049371215706,113,0.0626154043018681,0.0979369144208706
"PAK2_MOUSE","B6_T1_fed-B6_T0_fed",0.0522976462443315,0.101224706999195,0.516649025664727,62,0.60723923543503,0.641739732896377
"PDE3B_MOUSE","B6_T1_fed-B6_T0_fed",0.611787083590779,0.0826450697053544,7.40258415622273,15,2.20947715878772e-06,8.9852071124034e-06
"PDK1_MOUSE","B6_T1_fed-B6_T0_fed",0.445975085445245,0.0348351446949932,12.8024467631778,66,0,0
"PGAM1_MOUSE","B6_T1_fed-B6_T0_fed",0.0819601244890197,0.0247388680236049,3.31301029662377,168,0.00113029858574265,0.00270385151883536
"PGK1_MOUSE","B6_T1_fed-B6_T0_fed",0.140228748197955,0.0489067428754359,2.86726819152757,293,0.00444069224124277,0.00934076643847618
"PGM2_MOUSE","B6_T1_fed-B6_T0_fed",-0.0349313727991962,0.0716760402193014,-0.487350761737388,55,0.627946673215019,0.649233001120613
"PK3C3_MOUSE","B6_T1_fed-B6_T0_fed",0.033752608697342,0.263599389505796,0.128045094340402,46,0.898671449483245,0.906098486255834
"PK3CB_MOUSE","B6_T1_fed-B6_T0_fed",-0.134502752392324,0.226137642817673,-0.594782676233911,13,0.562198769490315,0.612395088194808
"PP1A_MOUSE","B6_T1_fed-B6_T0_fed",0.131950552691939,0.071976515860374,1.8332445119726,69,0.0710798960869412,0.107058608921072
"PP2AA_MOUSE","B6_T1_fed-B6_T0_fed",0.22920894509758,0.0763892000696765,3.00054123997257,72,0.00370068550359282,0.00806220770425578
"PRGC2_MOUSE","B6_T1_fed-B6_T0_fed",-0.20130143827387,0.107570444172071,-1.87134523635381,39,0.0688125124355818,0.104939081464262
"PTN1_MOUSE","B6_T1_fed-B6_T0_fed",0.261146102081145,0.130529967334445,2.00066013509398,170,0.0470206196183658,0.0754804683347451
"PYC_MOUSE","B6_T1_fed-B6_T0_fed",0.347028266749984,0.0628421552118466,5.52222096107494,154,1.3917654673179e-07,7.0748077921993e-07
"PYGB_MOUSE","B6_T1_fed-B6_T0_fed",-0.278663479862991,0.057250968871705,-4.86740199082839,283,1.88177607451934e-06,8.19916718183425e-06
"PYGL_MOUSE","B6_T1_fed-B6_T0_fed",0.588090434799305,0.143174428546268,4.10751026402217,282,5.24532000505396e-05,0.000164084369388867
"Q8CE68_MOUSE","B6_T1_fed-B6_T0_fed",0.122099046458677,0.206484860289075,0.591322028587186,118,0.555435751023124,0.610478933556947
"Q8R5C9_MOUSE","B6_T1_fed-B6_T0_fed",0.717225969547315,0.142150070688015,5.04555478640214,143,1.35155618163907e-06,6.10703163555431e-06
"Q9DAM4_MOUSE","B6_T1_fed-B6_T0_fed",0.350715388181243,0.101028144731836,3.47146222581998,192,0.000639364762526906,0.0015918877760874
"RAB10_MOUSE","B6_T1_fed-B6_T0_fed",0.102345137279991,0.0675905792530878,1.51419233879869,199,0.131563712249989,0.174464922766289
"RASH_MOUSE","B6_T1_fed-B6_T0_fed",0.101805241384004,0.0860039458977697,1.1837275641401,45,0.242736367481344,0.302182008497184
"RASN_MOUSE","B6_T1_fed-B6_T0_fed",0.0634288561306141,0.128782552079891,0.492526783374084,70,0.623888322067581,0.649233001120613
"RICTR_MOUSE","B6_T1_fed-B6_T0_fed",0.107182513146926,0.109641679182187,0.977570883138568,35,0.334995537982074,0.404648075582307
"RPE_MOUSE","B6_T1_fed-B6_T0_fed",0.25839431624813,0.0648458477776212,3.98474729074795,155,0.000103693489347467,0.000301204897628357
"RS6_MOUSE","B6_T1_fed-B6_T0_fed",0.079332518575364,0.237947160343094,0.333403930775955,177,0.739224016205699,0.75785991577391
"RUVB1_MOUSE","B6_T1_fed-B6_T0_fed",-0.131375663921504,0.0501609727063436,-2.61908126643824,223,0.009421618353326,0.0185393135339641
"SC23A_MOUSE","B6_T1_fed-B6_T0_fed",-0.023878971295775,0.0828852524981755,-0.288096743100356,129,0.773735046941935,0.786630631057634
"SFRS2_MOUSE","B6_T1_fed-B6_T0_fed",-0.110668312536516,0.16227865321959,-0.68196469677847,110,0.496694719541311,0.555933539303119
"SIRT2_MOUSE","B6_T1_fed-B6_T0_fed",0.429064629950412,0.265261467950579,1.61751585432058,14,0.1280687530822,0.171696570066246
"SIRT3_MOUSE","B6_T1_fed-B6_T0_fed",-0.222353319765074,0.148094360224442,-1.50143003034072,114,0.136009160458326,0.178420619095868
"SODC_MOUSE","B6_T1_fed-B6_T0_fed",0.339183593282854,0.0429798979344573,7.89167982204369,245,9.9253938401489e-14,8.07265365665444e-13
"SODM_MOUSE","B6_T1_fed-B6_T0_fed",-0.125742492600475,0.086155704958954,-1.45947958594711,72,0.148782545995806,0.193100751186046
"SRBP1_MOUSE","B6_T1_fed-B6_T0_fed",0.697959275938563,0.361792349921457,1.92917090726237,20,0.068021322092277,0.104939081464262
"SRF_MOUSE","B6_T1_fed-B6_T0_fed",0.0937345718581458,0.0554420068209145,1.69067783135848,24,0.103846743905704,0.149050620664658
"SUCB1_MOUSE","B6_T1_fed-B6_T0_fed",0.287994631834039,0.0735182514611896,3.9173215645107,297,0.000111157816977236,0.00031537799235402
"TALDO_MOUSE","B6_T1_fed-B6_T0_fed",0.355615007145001,0.0524731133402152,6.77708991344447,150,2.62266652839571e-10,1.8821489203781e-09
"THIKB_MOUSE","B6_T1_fed-B6_T0_fed",1.2760515269169,0.139560002042046,9.14338999889419,238,0,0
"TKT_MOUSE","B6_T1_fed-B6_T0_fed",0.214601500289373,0.024558176530464,8.73849489693028,244,4.44089209850063e-16,4.51490696680897e-15
"TKTL2_MOUSE","B6_T1_fed-B6_T0_fed",0.10763923359579,0.0520261318470901,2.06894554283129,60,0.042867360928786,0.0716413429220806
"TPIS_MOUSE","B6_T1_fed-B6_T0_fed",0.251962043370094,0.0227485971714794,11.0759376268699,247,0,0
"TRADD_MOUSE","B6_T1_fed-B6_T0_fed",0.379454688574605,0.105073756319995,3.61131743895212,42,0.000806470035090268,0.00196778688562025
"TRAF2_MOUSE","B6_T1_fed-B6_T0_fed",-2.46926873990583,0.430376411204227,-5.73746301056935,15,3.927196650233e-05,0.000129491349007683
"TSC2_MOUSE","B6_T1_fed-B6_T0_fed",0.410510081088237,0.0866852429653122,4.7356397357334,18,0.000165054465939285,0.00045765101919529
"VIME_MOUSE","B6_T1_fed-B6_T0_fed",0.175396622157202,0.0675641907591861,2.59599974759343,71,0.011454287313315,0.0221813182892767
"WBS14_MOUSE","B6_T1_fed-B6_T0_fed",0.608386714737609,0.284708003858144,2.13687956254556,105,0.0349299724280994,0.0617602411047554
"1433E_MOUSE","B6_T2_fed-B6_T0_fed",0.005497445838919,0.020596686704243,0.266909232434288,245,0.7897635705555,0.843247768006131
"2AAA_MOUSE","B6_T2_fed-B6_T0_fed",0.106454770092611,0.0865378767617875,1.23015232261416,138,0.220732975665913,0.363911122043802
"AAKG1_MOUSE","B6_T2_fed-B6_T0_fed",0.264143228802792,0.510185303360567,0.517739784080201,17,0.611311789530214,0.75445892158384
"AAPK1_MOUSE","B6_T2_fed-B6_T0_fed",-0.0205878148018411,0.066083275906939,-0.311543495979734,245,0.75565242132879,0.823761152108319
"ACACA_MOUSE","B6_T2_fed-B6_T0_fed",1.15667276574839,0.264938192480317,4.365821155945,125,2.6275425315081e-05,9.15886253839966e-05
"ACADM_MOUSE","B6_T2_fed-B6_T0_fed",0.738871340714293,0.0691420030960217,10.6862877502721,221,0,0
"AKT1_MOUSE","B6_T2_fed-B6_T0_fed",0.694802701960553,0.364539944956446,1.90597138001863,44,0.0631996034770146,0.118620794218397
"AKT2_MOUSE","B6_T2_fed-B6_T0_fed",0.0846285245026561,0.0422039792299107,2.00522619067821,69,0.0488630418686546,0.0931451735621229
"ALDOA_MOUSE","B6_T2_fed-B6_T0_fed",-0.023888436871447,0.0358147673070549,-0.666999639189093,168,0.505687423763982,0.685487396657842
"ALDOB_MOUSE","B6_T2_fed-B6_T0_fed",0.946317921461855,0.322881159187547,2.93085519094096,291,0.00364827901141473,0.00967587042157821
"ALDOC_MOUSE","B6_T2_fed-B6_T0_fed",-0.333986593196341,0.127499583552823,-2.61951124772083,138,0.00979077376856829,0.0229706615339487
"ARHG6_MOUSE","B6_T2_fed-B6_T0_fed",0.0684418824666981,0.0337511615988216,2.02783783504173,48,0.0481472388214752,0.0931451735621229
"CAB39_MOUSE","B6_T2_fed-B6_T0_fed",0.109310935532089,0.0492094728663881,2.22133929028028,167,0.0276725391973125,0.058695837286458
"CAP1_MOUSE","B6_T2_fed-B6_T0_fed",-0.0526229555699001,0.222127833024126,-0.236903925336474,50,0.813699270492668,0.843247768006131
"CATA_MOUSE","B6_T2_fed-B6_T0_fed",0.241843853498265,0.106420854973947,2.27252312112575,184,0.0242113909610024,0.0527462445936125
"CBL_MOUSE","B6_T2_fed-B6_T0_fed",0.036567220214331,0.176855554319296,0.20676319923949,44,0.837148669411193,0.858253257715677
"CBP_MOUSE","B6_T2_fed-B6_T0_fed",-2.52665708007302,0.292579514945015,-8.63579625712299,16,2.02803646986993e-07,8.83644461871899e-07
"CISY_MOUSE","B6_T2_fed-B6_T0_fed",0.353266347648451,0.127785830145941,2.76451893958035,260,0.00610869010283421,0.0149052038509155
"CP2E1_MOUSE","B6_T2_fed-B6_T0_fed",0.531484454720859,0.0503299150278028,10.5600109681739,299,0,0
"CPT1A_MOUSE","B6_T2_fed-B6_T0_fed",0.964814586102708,0.0432964023394584,22.2839435604427,72,0,0
"CRK_MOUSE","B6_T2_fed-B6_T0_fed",0.108611111974291,0.0891227971385827,1.21866812377314,267,0.224045835681212,0.364447892708104
"CRTC2_MOUSE","B6_T2_fed-B6_T0_fed",0.0799437754745623,0.0759340791297247,1.05280496439533,91,0.295217913628331,0.450560709235346
"CTNB1_MOUSE","B6_T2_fed-B6_T0_fed",-0.0268051175542683,0.0444755931689828,-0.6026927499859,44,0.549806976422941,0.720371391741525
"DHB4_MOUSE","B6_T2_fed-B6_T0_fed",1.02570564612407,0.0339974612740077,30.1700658721909,248,0,0
"DLDH_MOUSE","B6_T2_fed-B6_T0_fed",-0.163775667056115,0.136335876458546,-1.2012661033203,209,0.231007533670637,0.370827882997601
"ECHB_MOUSE","B6_T2_fed-B6_T0_fed",-0.30746505081403,0.139247938812541,-2.20804022979433,342,0.0279045783820866,0.058695837286458
"EIF3E_MOUSE","B6_T2_fed-B6_T0_fed",0.02542754560406,0.0447511625785931,0.568198548124946,160,0.570696709518359,0.725260401679582
"ENOA_MOUSE","B6_T2_fed-B6_T0_fed",0.0913247076976707,0.0435118692180294,2.09884588593656,110,0.0381188651014681,0.0750080893932114
"EXOC7_MOUSE","B6_T2_fed-B6_T0_fed",0.0153477431242323,0.0596244422000016,0.257406904919135,72,0.797598911356041,0.843247768006131
"F16P1_MOUSE","B6_T2_fed-B6_T0_fed",0.0894061009097862,0.113365410121341,0.788654147804785,72,0.432903311023631,0.607059815458425
"FAS_MOUSE","B6_T2_fed-B6_T0_fed",1.24650432889818,0.0373403801114365,33.3822078184043,522,0,0
"FOXA3_MOUSE","B6_T2_fed-B6_T0_fed",-0.531056109264745,0.290212428657734,-1.82988754727335,44,0.0740468028953636,0.136874393230824
"FOXO1_MOUSE","B6_T2_fed-B6_T0_fed",0.0489183812479883,0.399773416252434,0.1223652680725,39,0.903238126614635,0.910702904520541
"FUMH_MOUSE","B6_T2_fed-B6_T0_fed",0.131712783380418,0.299058559564348,0.440424723412999,57,0.661295279668671,0.783281787568717
"FXR1_MOUSE","B6_T2_fed-B6_T0_fed",-0.00344134418214691,0.0831055067009584,-0.0414093399915125,48,0.967141336344645,0.967141336344645
"G3P_MOUSE","B6_T2_fed-B6_T0_fed",0.254378640502597,0.0196095618731246,12.9721735828901,72,0,0
"GLGB_MOUSE","B6_T2_fed-B6_T0_fed",0.935343423898247,0.064776086036101,14.4396409405928,200,0,0
"GRB2_MOUSE","B6_T2_fed-B6_T0_fed",0.147389600410706,0.213200492890068,0.691319229204147,149,0.490440659413902,0.673757947382463
"GSK3B_MOUSE","B6_T2_fed-B6_T0_fed",-0.0840943932634184,0.173535041191888,-0.484596037122151,30,0.631482399948427,0.755302478369688
"HCDH_MOUSE","B6_T2_fed-B6_T0_fed",0.782333693134953,0.0815653236717097,9.59149866533662,245,0,0
"HMCS2_MOUSE","B6_T2_fed-B6_T0_fed",0.655933116375533,0.169745929494871,3.86420527624702,29,0.000577718165977847,0.00180722092946916
"HMGCL_MOUSE","B6_T2_fed-B6_T0_fed",0.779421347579681,0.0432979198853102,18.001357793729,291,0,0
"IDHC_MOUSE","B6_T2_fed-B6_T0_fed",0.345008145714298,0.0518967389497526,6.64797350847692,323,1.26696431124174e-10,7.72848229857459e-10
"IDHP_MOUSE","B6_T2_fed-B6_T0_fed",-0.142335226894326,0.0657536859993804,-2.16467297203183,203,0.0315796551495424,0.0653003038685453
"IF4B_MOUSE","B6_T2_fed-B6_T0_fed",0.0255058338694062,0.0511415614351643,0.498730057386726,156,0.61867206636706,0.754779920967813
"IF4E_MOUSE","B6_T2_fed-B6_T0_fed",0.0509446838523331,0.0480555887451471,1.06011985666241,40,0.295449645400227,0.450560709235346
"IF4G1_MOUSE","B6_T2_fed-B6_T0_fed",0.214625706409687,0.0714191879824673,3.00515467163216,154,0.00309982447814416,0.00840396858519084
"IRS1_MOUSE","B6_T2_fed-B6_T0_fed",0.0312316362177401,0.123852797829925,0.252167385517019,57,0.801818754851457,0.843247768006131
"IVD_MOUSE","B6_T2_fed-B6_T0_fed",0.0104892211276503,0.0323029321143894,0.324714211406767,349,0.745591925318234,0.823761152108319
"K6PL_MOUSE","B6_T2_fed-B6_T0_fed",1.76533478276284,0.138014949064327,12.7908954408992,89,0,0
"KAPCA_MOUSE","B6_T2_fed-B6_T0_fed",0.282579754495969,0.0295571048314124,9.56046798587839,66,4.44089209850063e-14,3.61192557344718e-13
"KAPCB_MOUSE","B6_T2_fed-B6_T0_fed",0.0987418902079402,0.0299475372178447,3.29716228381889,72,0.00151887745607526,0.00430673736576155
"KPYR_MOUSE","B6_T2_fed-B6_T0_fed",0.715464283383011,0.0504005089668259,14.19557655368,244,0,0
"KS6A1_MOUSE","B6_T2_fed-B6_T0_fed",0.114513888259278,0.126669761950947,0.904034921164722,51,0.370227538214046,0.537711424548972
"KS6B2_MOUSE","B6_T2_fed-B6_T0_fed",0.100702524478293,0.110255453666721,0.913356402148558,62,0.364593330993326,0.535908269652841
"LMNB1_MOUSE","B6_T2_fed-B6_T0_fed",0.0714289393964383,0.0677188437708947,1.05478675386271,129,0.293494393382263,0.450560709235346
"MCAT_MOUSE","B6_T2_fed-B6_T0_fed",0.784126346538715,0.128638349713703,6.09558773323715,124,1.27337624888924e-08,5.75377416164766e-08
"MCCA_MOUSE","B6_T2_fed-B6_T0_fed",0.102478864193694,0.0483485875264749,2.11958341363289,143,0.0357685413919464,0.0715370827838928
"MCCB_MOUSE","B6_T2_fed-B6_T0_fed",0.236084298883101,0.0591979041586377,3.98805164200485,200,9.3389906731467e-05,0.000316488017256638
"MDHC_MOUSE","B6_T2_fed-B6_T0_fed",0.125120918145668,0.0796013410390581,1.57184434976132,66,0.120768714515425,0.21353308943307
"MDHM_MOUSE","B6_T2_fed-B6_T0_fed",-0.0153752094819034,0.0426481181993547,-0.360513198027481,332,0.718692647120752,0.823761152108319
"MFN2_MOUSE","B6_T2_fed-B6_T0_fed",0.267598696431862,0.198031829677071,1.35129133972167,21,0.190981301768435,0.319174230352726
"MK01_MOUSE","B6_T2_fed-B6_T0_fed",-0.644060257406867,0.0646534529724166,-9.96173023707868,79,1.33226762955019e-15,1.16097607717945e-14
"MK03_MOUSE","B6_T2_fed-B6_T0_fed",0.0853109599331078,0.0858826404383533,0.993343468455003,144,0.322208842677505,0.479383887886044
"MK08_MOUSE","B6_T2_fed-B6_T0_fed",-0.0826656255695678,0.156064108084469,-0.52969018042781,44,0.59898949152845,0.753368226458463
"MK14_MOUSE","B6_T2_fed-B6_T0_fed",0.0604131131430268,0.101761871228667,0.593671405739715,58,0.555040252653306,0.720371391741525
"MP2K1_MOUSE","B6_T2_fed-B6_T0_fed",0.0970765575311135,0.0928769920450605,1.04521642436499,35,0.303088310896076,0.456503381843472
