B6_T0_FASTED	B6_T0_FED	B6_T1_FASTED	B6_T1_FED	B6_T2_FASTED	B6_T2_FED	S9_T0_FASTED	S9_T0_FED	S9_T1_FASTED	S9_T1_FED	S9_T2_FASTED	S9_T2_FED
AASS_MOUSE	14.8489647017963	14.8037254681486	14.7802670240895	14.7478104370256	14.5455351829244	14.4580581713659	14.6144906504142	14.4773859082804	14.7288667907538	14.4556873177088	14.5484944140749	14.511281886838
AATC_MOUSE	14.7918310737865	14.6875540460902	14.6699102793832	14.7568580777376	14.4810270310635	14.4020405302972	14.882252752692	14.7983921271817	14.7905036064504	14.5657589860426	14.558395057511	14.7183312488994
AATM_MOUSE	16.4687464935601	16.6311530010017	16.7169787563926	16.5823181518912	16.7010119568131	16.741151786604	16.4189810016499	16.4823091772795	16.7172493178012	16.49084850377	16.6529303547765	16.6571433605745
ABCA6_MOUSE	11.5928012084714	12.6031595718172	12.0602980826715	12.5420269657158	13.1207117767521	12.6355638435969	11.6262967726938	11.8189934449745	11.3930071122181	11.4182082349713	12.1866607094279	11.4623695497975
ABCBA_MOUSE	0	11.3925295604607	11.3749514065515	0	0	0	10.5402466546288	10.5510456831217	10.9148947348992	11.2248893832646	0	0
ABCBB_MOUSE	13.2233058598372	12.7408028099847	13.2541484996981	12.954242205174	13.1803263841925	12.9656880730983	13.3541163523631	13.182625753794	13.4804549930113	13.3545979904586	13.3151604295191	12.7463578047323
ABCD3_MOUSE	14.6985152836378	14.9116860336902	15.2026909410532	15.2532190229888	15.4698071196484	15.6635106721929	14.4034803160961	14.4758614432127	14.5019923769489	14.7135454301338	14.8185718169965	14.8341757031475
ABCE1_MOUSE	12.5843358098586	12.5787276871043	11.836633331627	12.4575516790263	12.50329395537	12.0267501722818	12.869445044159	12.9508359071227	13.0334709466437	12.6891288803909	12.0257016171734	12.464474702226
ABCF1_MOUSE	12.3219296784758	12.4037931962383	12.480799160709	12.3231935124071	0	11.8896353091089	12.2168469611215	12.2942911894614	12.2245696639768	12.3561118726854	11.710731714445	11.8056112840458
ABCG2_MOUSE	11.3661491209884	11.518875709842	11.6909237755195	11.8422500313683	12.2433002194601	12.3694266735982	0	11.9217332062227	11.6888722331787	12.3229036625164	11.9475637913278	12.088695491893
ABD12_MOUSE	0	0	0	0	12.0984200243325	12.4926172871921	0	0	11.334179110563	0	0	12.0911848807103
ABHDB_MOUSE	12.2062914484734	11.7414442457875	11.9674322375289	11.1688957198489	11.9065266606859	10.9889280169042	9.22122498461994	11.39789930746	11.6061967446204	11.4798222132593	11.7065104752858	12.0247439139966
ABHEB_MOUSE	14.8612926290975	15.1913330332206	15.3141337292349	15.1107753659481	15.3968941895283	15.2457200673153	14.9756735362946	15.0653835526147	15.0297818903745	14.7432835341056	14.9529023316889	15.1199721022347
ABHGA_MOUSE	14.7942243876086	14.9269828637306	14.6764931047585	14.6321721784097	13.3420949379769	14.6744147438055	14.7228381815456	14.8219869593009	15.2147550243621	14.7166967049057	14.3396381147952	14.5597472735322
ABI1_MOUSE	0	0	10.0169769251446	11.2511221761137	10.4872008369586	0	0	0	0	9.84421745452176	10.0972167467727	10.4377826393471
ABRAL_MOUSE	9.73425498182266	0	10.0099392277948	10.4426666974858	10.369972211925	10.1458676284455	10.3517237936953	10.3342374584354	9.97784058762266	10.577743841303	0	0
ACACA_MOUSE	13.513089252548	12.3786327681692	13.062958905299	12.6414203785305	11.8339316564774	12.6864608735842	12.5420592140245	0	13.9420974132255	11.1988275818926	13.9477781558191	13.219963528166
ACAD8_MOUSE	13.2439350597017	13.418511649299	13.1248453702976	12.7002501051062	12.6470167703881	12.7474989282059	12.8350444568526	13.0400341504558	12.7890975862188	12.6577724881686	12.3864188831046	12.6002317207495
ACAD9_MOUSE	13.0340762615782	12.7355774583743	13.255911811107	13.2917728773386	13.4032819231269	13.1620510050806	12.9706571228309	12.942864980912	13.1147369373737	13.4392722220615	13.2039325940388	13.4668524727803
ACADL_MOUSE	15.1059154499123	14.7880643510759	15.1899311824245	15.1409351222641	15.0246510973096	15.1486782263311	14.8951103154459	14.7355969020731	15.1581816032949	14.8395397719812	14.7782330771664	14.6756423225824
ACADM_MOUSE	15.8135577176012	15.4470089536339	16.0151965967902	15.7627549089712	16.07821131102	16.0876582669269	16.0878208654756	16.0171698974991	16.4195250437552	15.9345133931019	16.455646835938	16.2227249883096
ACADS_MOUSE	15.1568899056502	15.1877043918127	15.2433908858798	15.0607977918532	15.1936673173574	15.2930764782283	14.9840499155581	15.1102628429159	14.9804083525696	14.9254544587015	15.0001023324632	15.0942962058562
ACADV_MOUSE	14.8375148432673	14.8876673139427	14.8200719004694	14.9549825002064	14.9554767080917	14.7004234346509	14.8434427646966	15.0400352267066	15.1028028075774	15.0044583891306	14.8646375533676	14.9263396821122
ACBD5_MOUSE	13.6406646175421	12.698514856007	13.3427589888605	13.3222503795212	12.8797270208373	12.4719216129094	12.0564155909236	13.2385278749027	12.9584542885228	11.4954261932737	12.9401373540388	12.6283463940871
ACBP_MOUSE	15.7391847009732	15.7801122244411	16.0803554399813	15.9465784213089	16.0746036661127	16.0958049067553	15.1909654449413	15.3004238850495	15.3580107717627	15.4350281548083	15.5214685566288	14.9719153550266
ACD10_MOUSE	13.2189667597264	13.6927227388354	13.3983067690276	13.4037372490094	13.4737999124938	13.4570257591858	13.64548136702	13.7147042732507	14.4783687521284	13.9208191360072	13.9342904954169	13.8151005508021
ACD11_MOUSE	13.5560940037409	13.3069540255848	13.7226044470754	13.9332348955702	13.9295024703409	13.9555329247907	13.4012954594582	13.5417180084834	13.8656550124386	13.1116213433185	13.6234495479246	13.3676996812807
ACDSB_MOUSE	13.4385313567367	13.481139865825	13.390667928405	13.3882098526536	13.3565737361713	13.4667570308806	13.3311695564387	13.5400429266772	13.4556907030334	13.53147517075	13.5160472426815	13.5414398209114
ACL6A_MOUSE	0	0	10.580707534645	10.5980654754942	0	0	10.6805028729844	0	0	0	10.0889493347071	0
ACLY_MOUSE	14.3023368940835	14.3936902794406	14.6702084928308	14.8010923769525	14.7292095659774	14.8381020384173	13.9031021452017	14.0384625783061	13.6431095807955	14.1502718423121	14.3213492306363	14.1625140975337
ACO12_MOUSE	12.3727914922666	12.5047826191894	12.451165144352	12.3335233976124	12.3769448967573	12.3784384174094	11.8370750122093	12.2401690170386	12.7113225513911	12.4641728651925	12.7317172115912	12.3526254907799
ACOC_MOUSE	14.5480074755739	14.8037615668939	14.8554374192671	14.8727469822355	14.9640282464647	14.9646513398445	14.6772439624236	14.8239147761413	14.9966405744664	14.7582732571896	15.0503782084831	14.9557172388771
ACOD1_MOUSE	11.3995683376741	12.2725950881351	0	12.2345929222442	12.4019973353403	12.267174555815	0	0	0	0	10.3663548516333	0
ACON_MOUSE	15.4478580372297	15.3627116193933	15.284932303606	15.2662936385162	15.0993536811669	15.0326010685306	15.4102268394807	15.37474794001	15.5506912144238	15.329550830058	15.0283331726565	15.0355285455644
ACOT2_MOUSE	10.2294080284556	8.45769498361762	10.8122156124437	10.2594037134559	11.494445587042	11.5492080315725	10.3279972969647	9.90805369588527	10.1114902303689	0	10.764207540441	10.4644699160666
ACOT4_MOUSE	0	0	12.4969826907699	0	11.9895347247592	12.4608524419827	10.6932492766782	11.3959389100899	0	0	11.4669724519295	0
ACOX1_MOUSE	15.5377589465874	15.4245799711172	15.8790590718877	15.9253783462096	16.1661064647693	16.2946550985684	15.2522186035558	15.0596621051379	15.294590170927	15.0146366743181	15.4350914606903	15.19856049233
ACOX2_MOUSE	13.7576593991805	13.8972948426384	14.0374497043553	14.2444338241333	14.5116490057446	14.5912598542873	14.4812486434308	14.7151779824658	14.4962995422075	14.8119302413073	14.8534830885025	14.8943536055113
ACSA_MOUSE	11.2982482076312	12.1862259797392	12.2548782079954	12.5009335662063	12.3024587728708	12.3258575450298	11.5445017807441	12.0427726060622	12.2503209689889	11.6167596681857	12.443087592203	12.2967291652243
ACSF2_MOUSE	15.3096790917514	15.0299201108619	15.6350529147916	15.2643504264869	15.5346810435857	15.1716728915889	14.9664531693363	14.7828282671844	15.769560379378	15.3260578017617	15.5723637817961	15.3098163227341
ACSF3_MOUSE	11.2727750308149	12.0593577273362	12.0290867337138	11.8854555769793	12.5208724313058	12.0357598760693	12.2759821737527	12.1307905013533	11.6631493423717	12.0725784268491	11.8365878843046	12.6962742199725
ACSL1_MOUSE	15.8160467527467	15.8553535009364	15.9962988937966	15.8142800027382	15.9073584537963	16.1137576969816	16.0077336426223	16.0332308656752	16.2270190909187	16.1428851393156	16.2159859302023	16.2607959245646
ACSL3_MOUSE	12.7862657253472	11.7659089384111	11.392388348689	11.2752024418622	11.006777024572	12.6122383340952	11.3779691983809	11.7944804336299	12.1144479954201	11.7154290545336	11.4803189315414	11.244815743132
ACSL4_MOUSE	11.3699170320508	12.188450463213	13.1850135673754	11.4623487420202	11.6895853802341	11.867551027436	11.3466512553812	11.2354970051057	12.1539612264172	11.6898393370602	11.6268486758535	11.4113050077708
ACSL5_MOUSE	13.9473124996504	14.779677120713	14.5899909007987	14.3546557914413	15.0047085083506	14.7840357896531	13.8177264202758	14.0402596556556	14.4037543434469	14.2055457237904	13.8164376629184	13.6358427041457
ACSM1_MOUSE	15.1976795740211	15.2952442268804	14.9564257712949	14.6923716475726	14.8614778056251	14.7847065791838	15.1765438228622	15.0917508627536	15.0642233209477	14.9826074070554	15.1115520078649	15.1803978303004
ACSM3_MOUSE	13.3758629858202	13.2662248478612	13.3728937499714	13.3951008019867	13.3269553106432	13.5517594911439	13.4632809466947	13.5746712749266	13.5424361422603	13.4695757920105	13.0567320700079	13.2444457805817
ACSM5_MOUSE	13.7227225692432	13.9588700389377	13.7661270343403	13.8572540294305	13.7739161120839	13.7761205751811	13.8501184903991	14.115390085927	14.1294663120743	13.7166385891586	13.7391299983668	13.8976902621431
ACSS3_MOUSE	0	0	12.0705012255955	0	11.9124111527273	11.9505963167436	0	0	0	0	0	0
ACTBL_MOUSE	11.403003427442	12.1560088584217	11.3643084799023	11.3494569298743	0	10.5399420858334	12.2808781845355	11.8620695744789	10.644881719491	10.9572911175117	9.9837259444434	0
ACTN1_MOUSE	11.3886478815271	11.6949716623335	11.4097458719976	11.5486144987837	11.656387102861	11.6379322814131	11.2501868831176	11.6826954799548	11.4034588694892	11.237566387609	11.1938205139256	10.8515619310422
ACTN4_MOUSE	13.9133374335475	14.2007521253054	14.0193646578575	13.8235413073549	13.3279130067889	13.9689331864573	13.7146052619494	14.2545933287104	13.2388005470067	13.877232554504	13.3328153826602	13.8885693739638
ACTZ_MOUSE	11.4105100779898	10.473243542304	11.4394184231098	0	0	10.6213873789371	11.7862455194429	10.9379075061798	10.2202607767573	11.6644285793066	11.2111893214397	11.0629774378906
ACY1_MOUSE	11.4380597321338	11.5451535366806	11.3443524568993	11.2310718354616	11.6958877931888	11.8246320324556	12.0382171709211	12.4028028691302	12.0578065248943	12.1151051257037	12.4609584153903	12.3062802654769
ACY2_MOUSE	0	0	0	12.3967096938642	13.1004096481339	12.5035692521065	0	0	12.7131131303817	0	0	0
ACY3_MOUSE	11.972277256662	13.0871736213429	13.0862455555802	13.0897595787235	13.0839649402891	13.116247809153	12.9202914123299	12.8850532139637	13.1665769205284	13.0846929026122	13.2765654682967	13.0964476733778
ACYP1_MOUSE	11.0429328323299	10.9550372744761	0	0	0	9.56363434109536	10.33484726088	0	10.1972069479276	10.4707558593615	0	0
ADAS_MOUSE	0	12.0991347434539	0	12.305244933577	12.1202277608461	11.9351067367548	0	0	11.869222690911	11.9423720762971	11.9707289926652	12.0473581247461
ADCK3_MOUSE	13.9174926177949	13.9595736026525	13.3060227250835	13.5039588174125	13.2782636053307	13.3681462823346	14.1582544264463	13.8382130279696	13.8128382369874	13.7000187929796	13.5662828136439	13.5126158825315
ADFP_MOUSE	14.5813832930257	12.9968509517819	14.4059896598615	14.2035615188105	14.2609317546341	14.6616315763796	13.9574414744052	14.3518896634391	14.6478456158096	14.3162067568581	14.5120429710724	14.7689714707284
ADH1_MOUSE	17.7423769536549	17.9516255128404	17.6932784202665	17.7339632298094	17.930314535118	17.9572438879552	17.1883271676185	17.4693251839288	17.1376434033876	17.0634230840628	17.2254181176137	17.0774366686549
ADH4_MOUSE	0	0	12.5893464226129	0	13.783984710097	0	14.1267342036239	14.5945754199008	14.7384087112437	14.7449842542299	14.6121193213711	14.4323147502932
ADHX_MOUSE	15.4133305316023	15.5599238029772	15.5621042586607	15.5809686601016	15.5417232894678	15.5655445074726	15.1747965176812	15.4340368360716	15.5113550045677	15.4197291635817	15.3829434889753	15.3429310907055
ADK_MOUSE	15.2042200431578	15.3433975571364	15.4734642393861	15.5299651159284	15.5114796570445	15.52151109289	15.1500696728552	15.240822218392	15.4514200800158	15.228385010043	15.23187096851	15.2418782657843
ADPRM_MOUSE	0	0	9.76061168929218	0	0	9.02066927916706	0	0	0	9.7623661137813	0	0
ADRM1_MOUSE	11.7840907413091	11.2610829787182	11.6596449952281	11.2700511789514	11.1824512353625	11.1928503179623	11.0872991794091	11.2893165804313	11.3206125079106	11.7429773899975	11.3824911967177	11.5418815903217
ADRO_MOUSE	11.0377233109687	11.3024721289514	12.0095904868301	11.0178620700658	11.7321086795967	12.2643027500092	11.5190849457999	11.7106205502043	12.1314625640722	11.4345881466109	11.3476444433708	11.2305127287415
ADT2_MOUSE	15.657274471695	15.7644878342458	15.6627819945294	15.5453453911186	15.7234913667555	15.7815835157972	15.6843955672573	15.7495774741976	15.7048219730634	15.5808583630726	15.6299160246806	15.6500415104309
ADX_MOUSE	13.7746623998958	13.9779573188034	14.0887118736613	14.296372494806	13.3883236217111	13.8330842378557	13.9910493662772	14.078320873929	14.4113886446626	14.2778669569602	14.047540702223	13.9757838303804
AFG31_MOUSE	0	12.7174933074127	12.1052970805203	12.6221744145635	12.4782260536966	0	0	10.1634664209687	12.6180599149916	11.7724563892562	0	11.7850123236119
AFG32_MOUSE	12.1383294055268	0	12.2453166868844	10.8348837018395	0	0	0	0	12.2857261357146	0	11.1297593889527	0
AGFG1_MOUSE	8.17594681724151	0	8.15151141294293	7.65314995681314	8.04504358325131	7.94683147921887	0	8.19518305356408	8.35398504431689	8.42309764120179	0	0
AGM1_MOUSE	11.2147524201271	11.4128664935089	11.2684724384356	12.0115281424804	11.7577695636392	11.3307204658219	10.7614743045852	9.46059063854559	0	11.4108849735653	10.4683831710724	11.0920199471683
AGT2_MOUSE	13.9688872606388	13.7983540163278	14.1239554782785	14.1635701088588	13.9498624441697	14.0985408478729	13.862927410415	13.7427233999024	14.1468479527895	14.2155471953325	14.2629779390005	14.1458630015011
AHSA1_MOUSE	13.05196850165	12.9112857854746	12.9368996762225	12.9129945135946	12.9861005841268	13.4009712405344	13.1034046834708	13.2791939280553	12.9270988694144	13.2283739988261	12.8238902583731	13.1296175028934
AHSA2_MOUSE	9.78659109430736	11.0012710261177	12.5259326204147	12.4578983111821	12.2806169161382	12.1140883988767	0	0	12.5920656391171	12.3616795570632	11.9604552616092	12.134342883828
AIBP_MOUSE	12.3224713075924	12.3689738411957	12.3217621015996	12.3142933173923	12.0688106756765	12.2591930988107	12.2792888302698	12.2739996950058	12.1535357568803	12.204399982799	12.0602224919496	12.0659321575522
AIFM1_MOUSE	15.0651029204899	14.9247164394137	14.9959517125156	14.8350121284082	14.7338134225702	14.6460415615772	15.062307700823	14.9467290802416	15.18299340597	14.9053762824524	14.7479716043029	14.7460810110836
AK1A1_MOUSE	15.1955237124122	15.3289253677506	15.2923142499647	15.210750698472	15.3697034002294	15.4191800365383	15.0083325818452	15.1420717210063	15.136920762484	15.0993496325427	14.9715520771074	14.9625140388536
AK1CD_MOUSE	14.2612323161861	14.1234854390074	14.1599419677052	14.3645887402907	14.1275393605242	14.2517456640864	14.1038146363395	14.1165983205764	14.0352518926428	13.8042494968529	13.5887359568785	13.8048885646868
AK1D1_MOUSE	13.8956107038038	13.9710285452859	14.2523131639811	14.2391247414183	13.5856680781569	13.868550927374	13.9627846644162	13.9593457086148	14.1838228670509	13.9623594202376	13.7187598237759	14.0313628106099
AK1E1_MOUSE	11.9906925766792	12.5319996398545	11.9349859515274	12.0364292171206	11.931303043563	11.9189343681312	11.6793505998159	12.2739775484138	12.325586383339	11.7203858681979	11.6282066694309	11.6926081227338
AKAP1_MOUSE	10.5080791755612	10.5169527840456	10.0510523773632	10.1939497004231	11.8538279491004	10.5153795903122	10.2322036277721	10.1280495964381	10.6528884724586	10.7114167848321	10.8076837831459	10.883785795237
AKC1H_MOUSE	10.9307232810872	11.2213194432017	10.2637939485507	10.8996819365935	0	10.1825604859792	10.4403061899769	11.1268218769227	9.6074543709014	9.27693655414436	10.1113375486844	8.96853680483058
AKTS1_MOUSE	10.0148898098388	10.9185170338801	10.3441201292316	10.6138521528527	10.7464527041877	10.95981522931	0	10.3934468308755	10.4211061860106	0	0	11.5175879990754
AL1A1_MOUSE	16.2018729890101	16.3596579348116	16.5696109984998	16.6605841023466	16.493733991932	16.8306222008025	16.3194187529751	16.4935030211913	16.8904101169144	16.7898924801513	16.8047244564291	16.7276903840464
AL1A7_MOUSE	13.5155828679168	15.0590310581368	14.8898174597577	14.6616703375889	14.7215509880846	14.3928852713654	14.038804807611	14.6711428547952	14.813440061389	14.4742864172418	13.6531544712315	13.4561236420995
AL1B1_MOUSE	14.3493267783996	14.0674321138963	13.7679498813232	13.3937705074076	14.0231407868952	13.7437592915924	14.5204083333309	14.4262008809575	13.8939782732164	13.8761128480402	13.8813804286444	13.8855495415539
AL3A2_MOUSE	14.1727268434569	14.4446803602529	15.1435106223342	14.9295289090538	15.3885013240282	15.6459040480975	14.0591653601563	13.9823020875044	14.6266181956283	14.1713806476484	14.907070050642	14.5018483141748
AL4A1_MOUSE	15.446839930085	15.3361846183498	15.4868229873416	15.4736513048372	15.3244423644162	15.3881060765495	15.2850826811293	15.3224334360331	15.4397179354064	15.2542701520295	15.2383135312316	15.2857040990121
AL7A1_MOUSE	15.3561094629318	15.4986324884424	15.2815105873102	15.24397183962	15.2589268878764	15.2627239221479	15.248609973361	15.2667723554585	15.3499060380012	15.1533761025219	15.2605573753723	15.2172023338258
AL8A1_MOUSE	14.8781762550244	15.1285724654336	14.9744129535746	14.9652438240696	14.9684298374503	14.9928928956411	14.7591811088195	14.8290088583683	14.4829746657448	14.7414202143842	14.8467375569726	14.7842351398188
AL9A1_MOUSE	15.4257129917136	15.3500971576358	15.3591687367549	15.4930557540489	15.3820389808076	15.3819758743774	15.2637301930416	15.3117685085041	15.3789603092961	15.1702573231485	15.2770021435552	15.1786149787428
ALAT1_MOUSE	14.4282801228554	14.5581906917121	14.5797583494327	14.789220600483	14.6742230954864	14.7160972566051	13.9913661224062	14.341532706617	14.3326111808745	14.3525927598601	14.3390493761002	14.4771965508142
ALAT2_MOUSE	13.3161170645321	12.9709334646994	13.4362507995071	13.3624062419156	13.1794508288843	13.4035226628485	12.8778929941758	12.8902726875448	13.1550560818144	13.0671862991507	13.0140329494454	13.0127257145984
ALBU_MOUSE	17.7442525755331	16.2102994459964	16.0911897023867	16.0339883440017	16.3424214925432	16.4309764178651	17.2032769375547	16.2099909708897	15.9869750134316	16.2663640749003	15.9711517367755	16.0742809403615
ALD2_MOUSE	10.9957364543888	12.3191386214843	10.959716454561	11.8278325735943	11.390897096106	11.2613661359452	11.0596301369864	11.9406453995938	12.1863744886999	11.0305219632782	11.8320726277988	11.2487847203123
ALDH2_MOUSE	17.7667584477266	17.7150471890348	17.6813694464551	17.5959564849809	17.6570590818375	17.715688165551	17.6424443976879	17.6756784383909	17.8136203478219	17.4552089284828	17.5481525883782	17.4384601016594
ALDOA_MOUSE	14.6456604566167	14.7935769651124	14.5923377629469	14.589126073919	14.5350367046843	14.435540458558	14.7653316998587	14.6689735724517	14.6976233156442	14.6521021176889	14.4856608831604	14.4661683551509
ALDOB_MOUSE	17.7374887255767	17.6499633216288	17.806175475018	17.8223890813217	17.8729415998817	18.0061672749368	17.5897933611511	17.7016203126861	17.6938481123145	17.4732576082338	17.4241421704515	17.4057650098844
ALDOC_MOUSE	11.8519236040852	12.0303942131437	12.3353029230646	12.5311518962536	11.0568369177949	0	11.9261471918385	12.0398348809233	11.8141148558841	11.7356224764002	11.1288803882616	10.8411731607754
ALDR_MOUSE	13.6308215679955	13.7622973100136	13.7684214901019	13.7158581140161	13.5790355609969	13.6637570434393	13.8338828984681	13.7976859627449	13.717146272158	13.8913438520855	13.7874378054525	13.7500834833329
ALG2_MOUSE	0	0	0	12.1539351890194	11.9604025280526	0	0	0	11.8008244359921	12.1667430669405	0	0
ALG5_MOUSE	13.2202688565977	13.2802934230945	13.0210052015042	13.0457083821934	13.1986070061995	13.2512442861839	13.1980626662	13.313027881679	13.2670587848855	13.1883123948075	13.1516193495589	13.2573120471062
ALR_MOUSE	11.4484293236293	11.1997567743522	11.2994970678303	11.2767452034397	11.3641665521146	11.2122299216861	11.2622881194745	11.2676567209343	11.0141101438327	10.9965561680993	11.1722303289396	10.8204320496167
AMACR_MOUSE	13.6196365008982	13.9542353217509	13.7203425379084	13.5026640076152	13.6655794186014	13.5073101142127	13.4206475443138	13.3833743760563	13.6316081267067	13.6370400133866	13.4217511328743	13.3409055506471
