"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue"
"10846","SC31A_MOUSE","S9_T2_fasted-S9_T0_fasted",0.0886544116338749,0.0932301560708302,0.95091991014711,265,0.342511498387903,0.447462750597607
"10852","SC61B_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.350352325378599,0.0494012002903417,-7.09198001909876,216,1.86013426883846e-11,2.11985112901591e-10
"10858","SCAM3_MOUSE","S9_T2_fasted-S9_T0_fasted",0.72332506544636,0.0960687523341854,7.52924387869842,125,8.8520302199413e-12,1.08377559179281e-10
"10864","SCFD1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.0462858178394289,0.231931587303856,-0.199566684199808,77,0.842345567170362,0.884316435522999
"10870","SCLY_MOUSE","S9_T2_fasted-S9_T0_fasted",0.127518194718317,0.14042779304532,0.908069492177825,160,0.365207201256325,0.471671738187071
"10876","SCMC1_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"10882","SCMC2_MOUSE","S9_T2_fasted-S9_T0_fasted",0.441835133288504,0.233094757377955,1.89551724911635,78,0.0617283290982362,0.109336981745849
"10888","SCOT1_MOUSE","S9_T2_fasted-S9_T0_fasted",0.474131228688027,0.1283876148461,3.69296703000811,75,0.000418360763947856,0.00128923419094135
"10894","SCRB1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.00958200666138575,0.116517288435403,-0.0822367803958812,170,0.934555171877494,0.957813332263585
"10900","SCRB2_MOUSE","S9_T2_fasted-S9_T0_fasted",0.360957772587031,0.153967025687384,2.34438361704748,120,0.0207017847644986,0.0414035695289972
"10906","SCRN2_MOUSE","S9_T2_fasted-S9_T0_fasted",0.0766516566412814,0.136030503838485,0.563488735822762,199,0.573736524539318,0.665943582766988
"10912","SCRN3_MOUSE","S9_T2_fasted-S9_T0_fasted",1.07381204307775,0.201880761521229,5.31904097738817,177,3.12116387846118e-07,1.78408484156834e-06
"10918","SCYL2_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"10924","SDF2L_MOUSE","S9_T2_fasted-S9_T0_fasted",1.59276118265855,0.180389157330125,8.82958380776561,41,4.9628523512979e-11,5.22830724450685e-10
"10930","SDHL_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.288896968594112,0.0986200367173487,-2.92939425100914,271,0.00368521839513214,0.0090975691171382
"10936","SDPR_MOUSE","S9_T2_fasted-S9_T0_fasted",0.177703736087613,0.339486437311269,0.523448705329809,52,0.602885755220204,0.692763825129663
"10942","SDSL_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.867431636406071,0.118820232267335,-7.30036980953234,65,5.10030684353069e-10,4.55258916279685e-09
"10948","SEC13_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.230856912034941,0.0954153223837621,-2.41949517401859,175,0.0165658743203516,0.0341106412141786
"10954","SEC63_MOUSE","S9_T2_fasted-S9_T0_fasted",0.195814274615046,0.159174212424942,1.2301884308514,150,0.220552364447248,0.313972479189151
"10960","SELB_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.000509667017396439,0.133258105410148,-0.00382466053999313,186,0.996952468763113,0.997502967089321
"10966","SELO_MOUSE","S9_T2_fasted-S9_T0_fasted",1.31032110791278,0.284850399089776,4.60003255076993,115,1.09361577220746e-05,4.65171779164299e-05
"10972","SEPT2_MOUSE","S9_T2_fasted-S9_T0_fasted",0.0395090266773579,0.126409372778167,0.312548237595415,224,0.754914681260809,0.813745034172865
"10978","SEPT7_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.203569017848882,0.200129265204139,-1.01718765439545,162,0.310580888262554,0.414915068811638
"10984","SEPT9_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.432297261390265,0.0882837986292523,-4.89667717182964,191,2.06980674777313e-06,1.01639290703656e-05
"10990","SERA_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.120255576485985,0.0387358017674665,-3.10450722584464,215,0.00216233241871788,0.00561339017581204
"10996","SERB_MOUSE","S9_T2_fasted-S9_T0_fasted",0.322613976186397,0.0719586828489089,4.4833224207812,105,1.88199378008402e-05,7.71532291744853e-05
"11002","SERC_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.0993441259807567,0.241030828337975,-0.412163567066433,152,0.680800229539224,0.756351941094466
"11008","SERHL_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11014","SERPH_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.081266930474852,0.0798435113949853,-1.01782761122347,90,0.311488243679783,0.415623488621331
"11020","SET_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.247679291644485,0.105663814402138,-2.34403133225781,220,0.0199679130702659,0.0402020649814687
"11026","SETD3_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.137663045153403,0.322249219428137,-0.427194347895395,35,0.671854470660949,0.750555056003476
"11032","SF01_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11038","SF3A1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.732196420849858,0.145798282958362,-5.02198246778369,142,1.51063903164328e-06,7.58248732780505e-06
"11044","SF3B1_MOUSE","S9_T2_fasted-S9_T0_fasted",0.102859289928145,0.108257724564962,0.950133492473529,157,0.34350474932339,0.448437035860218
"11050","SF3B3_MOUSE","S9_T2_fasted-S9_T0_fasted",0.67819906329078,0.268421549181028,2.52661928731136,99,0.0131009968562381,0.0276356301554173
"11056","SF3B4_MOUSE","S9_T2_fasted-S9_T0_fasted",0.431601301945822,0.126680115500013,3.40701695954625,166,0.000824014242247317,0.00237002191579705
"11062","SFPQ_MOUSE","S9_T2_fasted-S9_T0_fasted",0.659944056524497,0.125144368589343,5.27346187418213,221,3.18312565639189e-07,1.81378103439689e-06
"11068","SFRS1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.121922989550604,0.136329298234521,-0.894327126520265,175,0.37237522393541,0.478828491740727
"11074","SFRS3_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.117775826297963,0.068029843141187,-1.73123765776638,120,0.0859795286420779,0.143722237914617
"11080","SFRS7_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.125068459851207,0.16174668150953,-0.773236635731769,78,0.441719395573883,0.543746973355893
"11086","SFT2B_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11092","SFXN1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.190447344292634,0.120507879344228,-1.58037254766243,227,0.115413940906243,0.182667229628655
"11098","SFXN2_MOUSE","S9_T2_fasted-S9_T0_fasted",1.6890749291668,0.315488645257531,5.35383746628353,66,1.16735839972293e-06,5.99221932095736e-06
"11104","SGPL1_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11110","SGTA_MOUSE","S9_T2_fasted-S9_T0_fasted",0.418724697355094,0.223239417925465,1.8756754575256,141,0.0627674354371406,0.110636763630446
"11116","SH3L1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.103636505073925,0.0802489580290717,-1.29143739207655,242,0.19778418740175,0.288090793868143
"11122","SHPK_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.0951639932780459,0.189980340526233,-0.500914952644299,189,0.617013842684635,0.704343588583816
"11128","SIR5_MOUSE","S9_T2_fasted-S9_T0_fasted",0.195646125236894,0.153715512376136,1.27278062059316,80,0.206782447576594,0.298319900484703
"11134","SIRT2_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11140","SK2L2_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11146","SKP1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.355753976993526,0.144932989514793,-2.45461008004127,219,0.0148835947812569,0.0310703614558036
"11152","SLK_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.0722219028779857,0.0817009978055434,-0.883978223251093,40,0.381990529643913,0.487760045408756
"11158","SMC1A_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11164","SMC2_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11170","SMCA5_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11176","SMD1_MOUSE","S9_T2_fasted-S9_T0_fasted",-1.30944962723098,0.212951024553885,-6.14906469679671,184,4.73383376942138e-09,3.57404449591314e-08
"11182","SMD2_MOUSE","S9_T2_fasted-S9_T0_fasted",0.0907425480308439,0.0526496946905626,1.72351518017652,115,0.0874828974328488,0.144898546753494
"11188","SMD3_MOUSE","S9_T2_fasted-S9_T0_fasted",0.128329596445589,0.0765960453531474,1.67540759909892,191,0.0954906047690378,0.154766525797403
"11194","SMYD5_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11200","SNAA_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.133173877337583,0.15242023749466,-0.873728315390197,157,0.383600703415558,0.489151635882471
"11206","SND1_MOUSE","S9_T2_fasted-S9_T0_fasted",0.381775256629634,0.172949470067301,2.20743814063767,218,0.0283262178334049,0.0549540757110597
"11212","SNP23_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11218","SNP47_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11224","SNTB1_MOUSE","S9_T2_fasted-S9_T0_fasted",-1.13740384732482,0.173729507687231,-6.54698135317641,70,8.27646973178275e-09,6.02287676867082e-08
"11230","SNX1_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11236","SNX2_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.178764080644712,0.134180626377501,-1.33226446671802,150,0.184793817691141,0.271570476606933
"11242","SNX3_MOUSE","S9_T2_fasted-S9_T0_fasted",1.04325159517054,0.321373896542319,3.24622381094093,55,0.00199368671956646,0.00522046291308442
"11248","SNX5_MOUSE","S9_T2_fasted-S9_T0_fasted",0.439780268900883,0.646486638901932,0.68026196124928,51,0.499415209969305,0.595355500305513
"11254","SNX9_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.232474713603863,0.115987363237268,-2.00431070347124,185,0.0464953297587325,0.0850146695487621
"11260","SO1A1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.0634075960027446,0.0860766106517938,-0.736641411907442,261,0.462002049625325,0.562947434671842
"11266","SO1B2_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.199631440219619,0.113185339379079,-1.76375704940917,231,0.0790947897101624,0.133818635812151
"11272","SOAT2_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11278","SODC_MOUSE","S9_T2_fasted-S9_T0_fasted",0.0325136275685441,0.0200624254983669,1.62062296860321,216,0.106557440560072,0.170869099375974
"11284","SODM_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.0336975045276113,0.0457762165370185,-0.736135641536925,285,0.462253601315466,0.562947434671842
"11290","SORCN_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.159724924105926,0.0844425659266529,-1.89152144245194,150,0.0604824147867602,0.10733999568424
"11296","SOX_MOUSE","S9_T2_fasted-S9_T0_fasted",0.305937048028277,0.100608310779735,3.0408725249157,225,0.00263861701583368,0.00675307066764212
"11302","SPA3K_MOUSE","S9_T2_fasted-S9_T0_fasted",-1.00536269053722,0.1171845234803,-8.57931287066445,111,6.48370246381091e-14,1.0216059882109e-12
"11308","SPB6_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11314","SPCS_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11320","SPCS1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.602981978992154,0.167594926448553,-3.59785341817763,105,0.000491070726683418,0.00148550944365668
"11326","SPEB_MOUSE","S9_T2_fasted-S9_T0_fasted",0.192728062770484,0.0938079627580789,2.05449577097746,295,0.0408084484624793,0.0759187973449821
"11332","SPEE_MOUSE","S9_T2_fasted-S9_T0_fasted",0.296347130812327,0.270330552903349,1.09623987236944,167,0.274552134723682,0.374771794136249
"11338","SPR1A_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.580622777149557,0.0291769247871107,-19.9000676522995,214,0,0
"11344","SPRE_MOUSE","S9_T2_fasted-S9_T0_fasted",0.214460765442356,0.0412618724995858,5.19755290903265,214,4.70329922563906e-07,2.59038850968327e-06
"11350","SPS1_MOUSE","S9_T2_fasted-S9_T0_fasted",0.399815645218909,0.0970107604807757,4.12135358219503,143,6.35211734671959e-05,0.000237320342933111
"11356","SPS2_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.0841647423883557,0.0931735346661839,-0.903311682763734,258,0.367203114415172,0.473574408057147
"11362","SPT5H_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11368","SPTA2_MOUSE","S9_T2_fasted-S9_T0_fasted",0.0951066853474699,0.166221225158866,0.572169319872187,193,0.567873122865448,0.660877391542833
"11374","SPTB2_MOUSE","S9_T2_fasted-S9_T0_fasted",0.603857465391227,0.166405638878993,3.62882814223826,112,0.000430461244267821,0.0013220267366327
"11380","SPYA_MOUSE","S9_T2_fasted-S9_T0_fasted",0.178777141578013,0.0656326757706403,2.72390451065513,262,0.00688540861138609,0.0156149692163099
"11386","SQRD_MOUSE","S9_T2_fasted-S9_T0_fasted",0.349565549507978,0.136564724583428,2.55970603370878,137,0.011560774633433,0.0248563841659736
"11392","SQSTM_MOUSE","S9_T2_fasted-S9_T0_fasted",0.177548012077397,0.106258088109169,1.67091291812991,246,0.0960105448732433,0.15547015845426
"11398","SRBS2_MOUSE","S9_T2_fasted-S9_T0_fasted",0.155138666776447,0.0979191639106209,1.58435448772883,225,0.114517561865164,0.181544901224564
"11404","SRC8_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.600436103518864,0.147694546240954,-4.06539116575972,102,9.45004136965188e-05,0.000344536719553505
"11410","SRP09_MOUSE","S9_T2_fasted-S9_T0_fasted",0.27036807804371,0.13569371453728,1.99248785373496,70,0.0502182494828585,0.0911778237103603
"11416","SRP54_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11422","SRP68_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.617260310997999,0.193367682199304,-3.19215860674065,114,0.00182521743516295,0.00483522513525624
"11428","SRPR_MOUSE","S9_T2_fasted-S9_T0_fasted",0.140703433424704,0.0971508302502017,1.44829882629245,80,0.151441594058861,0.229633613752851
"11434","SRPRB_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.500953117798712,0.16580817846847,-3.02128111186008,115,0.00310265172065449,0.00781920016387474
"11440","SRR_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11446","SRRM2_MOUSE","S9_T2_fasted-S9_T0_fasted",0.018172749943665,0.216154680719934,0.0840728957760157,111,0.933149914155027,0.957456197309688
"11452","SRS10_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.279414258804992,0.0754952698774847,-3.70108298517815,110,0.000337129206849252,0.00106610492637146
"11458","SRSF5_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11464","SSBP_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.328510376495377,0.142817681568216,-2.30020801968043,105,0.0234137314520613,0.0463162460601911
"11470","SSDH_MOUSE","S9_T2_fasted-S9_T0_fasted",0.172617674606898,0.10282812179879,1.67870103612968,252,0.0944498523220827,0.153905694611164
"11476","SSRA_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.0634863321884526,0.0566152480757113,-1.12136455012178,216,0.263377820493351,0.362094545321663
"11482","SSRD_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.309050778396952,0.109780492316699,-2.81517027183108,210,0.00533906592365563,0.0124830805853729
"11488","SSRG_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.221379040634777,0.0469402437354293,-4.71618856268712,105,7.4278822999041e-06,3.28276164083567e-05
"11494","SSRP1_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11500","SSU72_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11506","ST1A1_MOUSE","S9_T2_fasted-S9_T0_fasted",0.00642635772603913,0.0662872022346138,0.0969471860238418,273,0.922839469608028,0.950645320596786
"11512","ST1B1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.161044991153275,0.366065297309807,-0.439935149102594,60,0.661564770521558,0.741804061995707
"11518","ST1D1_MOUSE","S9_T2_fasted-S9_T0_fasted",0.524454565727349,0.186743895860732,2.80841611079203,152,0.00563260344608496,0.0131017682211886
"11524","STA5B_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11530","STAR5_MOUSE","S9_T2_fasted-S9_T0_fasted",0.0499236091648831,0.0915577644969695,0.545268983348055,90,0.586917330839051,0.676953662304494
"11536","STAT1_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11542","STAT3_MOUSE","S9_T2_fasted-S9_T0_fasted",0.344518908070087,0.148223660833869,2.32431789993521,216,0.0210374643715663,0.0419822526886323
"11548","STAU1_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11554","STBD1_MOUSE","S9_T2_fasted-S9_T0_fasted",-1.58908131489725,0.113970185909814,-13.9429562408076,135,0,0
"11560","STEA4_MOUSE","S9_T2_fasted-S9_T0_fasted",0.386415494800625,0.192974115728853,2.00242137833436,83,0.0485043854604426,0.0884204692699416
"11566","STIM1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.389697178956372,0.247252969392218,-1.57610717442262,130,0.117431542281969,0.185213453274247
"11572","STING_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11578","STIP1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.132669642316556,0.102359801057109,-1.29611078711004,248,0.19614219339175,0.2861591420498
"11584","STML2_MOUSE","S9_T2_fasted-S9_T0_fasted",0.0408298181026041,0.107211320742547,0.380834951195605,240,0.703662602587163,0.774627360806767
"11590","STMN1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.441047952988019,0.104504610678601,-4.22036836579814,80,6.39226100793699e-05,0.00023791738866736
"11596","STOM_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11602","STRAP_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.00523665760894559,0.148205071333194,-0.0353338624774356,96,0.971886888200911,0.984381800681973
"11608","STRUM_MOUSE","S9_T2_fasted-S9_T0_fasted",1.99328856883763,0.21527973261173,9.25906282331115,89,1.08801856413265e-14,1.84251368056857e-13
"11614","STT3A_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.108479170408454,0.178350682096827,-0.608235242686432,83,0.544692336987684,0.639237379936323
"11620","STT3B_MOUSE","S9_T2_fasted-S9_T0_fasted",0.346783792076555,0.0797274198968147,4.34961764127538,95,3.42877232595296e-05,0.000134770834156763
"11626","STX16_MOUSE","S9_T2_fasted-S9_T0_fasted",0.0881160547472234,0.0854977168672683,1.03062465263277,65,0.306536615772694,0.410224776794772
"11632","STX7_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.430139552708951,0.0829548718972376,-5.18522351817741,145,7.12533998026288e-07,3.78625103936549e-06
"11638","STXB3_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11644","SUCA_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.233003777463379,0.0506342182660306,-4.60170583140406,279,6.36809093457202e-06,2.86327066338573e-05
"11650","SUCB1_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.329693424348985,0.0498817702043173,-6.60949727723275,291,1.83725923363909e-10,1.76143583669525e-09
"11656","SUCB2_MOUSE","S9_T2_fasted-S9_T0_fasted",0.274464020317648,0.11578605631763,2.37044104485884,291,0.0184185981200953,0.037331655250126
"11662","SUOX_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.0645728529565071,0.056911953760045,-1.13460966792253,242,0.257661489208513,0.356127092636022
"11668","SURF4_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.0899000748147265,0.109634574173915,-0.819997482474064,168,0.413379411239846,0.518957764330155
"11674","SYAC_MOUSE","S9_T2_fasted-S9_T0_fasted",0.0208883607712131,0.200041246359678,0.104420269076186,118,0.917013116831536,0.947876650141896
"11680","SYCC_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.443741209232744,0.167308857714391,-2.65222783356901,259,0.00848979309895137,0.0188754663746011
"11686","SYDC_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.000228080614572829,0.141387936100368,-0.00161315470657214,153,0.998714990717087,0.998714990717087
"11692","SYEP_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.054991617415048,0.160592356473092,-0.342429855459915,141,0.732537338974111,0.797690900373251
"11698","SYFA_MOUSE","S9_T2_fasted-S9_T0_fasted",0.53192882397511,0.112173944074304,4.74199983217816,168,4.49392630885725e-06,2.07729450807381e-05
"11704","SYFB_MOUSE","S9_T2_fasted-S9_T0_fasted",0.23639020873798,0.207309794777212,1.14027515676247,82,0.257491299243747,0.356127092636022
"11710","SYG_MOUSE","S9_T2_fasted-S9_T0_fasted",0.156273064937484,0.100631387443212,1.55292567168142,254,0.121685972495923,0.190832217555147
"11716","SYHC_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.230848711444901,0.344805798706911,-0.669503564936055,96,0.504781367389224,0.600236822635174
"11722","SYIC_MOUSE","S9_T2_fasted-S9_T0_fasted",0.185816599378425,0.117847311581669,1.57675721986795,200,0.116431805845026,0.184096363168575
"11728","SYIM_MOUSE","S9_T2_fasted-S9_T0_fasted",0.485751877278606,0.0956973662515231,5.0759168857573,191,9.11457213259581e-07,4.73226495824172e-06
"11734","SYJ2B_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.810678683655827,0.258529612329159,-3.13572853938168,120,0.00215611819582495,0.00561339017581204
"11740","SYK_MOUSE","S9_T2_fasted-S9_T0_fasted",0.361256403608319,0.23050073305951,1.56726791630225,192,0.118698699216581,0.186703162309414
"11746","SYLC_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.343457743236038,0.200582832304118,-1.71229880090285,185,0.0885172036517867,0.146477783577203
"11752","SYMC_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.0801375453805729,0.351671167343532,-0.227876359571696,192,0.819984850809272,0.866363002720933
"11758","SYNC_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.216113437910902,0.0847135568133164,-2.55110806393304,176,0.0115893415728778,0.0248659895358761
"11764","SYRC_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.164872286327015,0.0993344190260688,-1.65976997644438,294,0.0980269554152304,0.158310911954009
"11770","SYSC_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.288493249451357,0.0679758767283251,-4.24405338094219,214,3.27025275921322e-05,0.000128819521732486
"11776","SYSM_MOUSE","S9_T2_fasted-S9_T0_fasted",0.178385405339791,0.222891630783138,0.800323478782164,30,0.429815902208567,0.532355068121794
"11782","SYTC_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.0695318671145811,0.110894001918077,-0.627011974605692,272,0.531177320796735,0.626215553209944
"11788","SYVC_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.147399967369608,0.292714714086975,-0.503561865106004,177,0.615195425715094,0.70285883442355
"11794","SYWC_MOUSE","S9_T2_fasted-S9_T0_fasted",0.496486402538306,0.0993474702816299,4.99747402858742,195,1.28837469448584e-06,6.52104733633614e-06
"11800","SYYC_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.508626324269571,0.126369341016777,-4.024918703992,134,9.48421291044887e-05,0.000345088228789827
"11806","T120A_MOUSE","S9_T2_fasted-S9_T0_fasted",0.335893923579507,0.0864014538642774,3.88759573545072,65,0.000240307946245633,0.000793147538428208
"11812","T126A_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11818","T176B_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11824","T3HPD_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11830","TACO1_MOUSE","S9_T2_fasted-S9_T0_fasted",-2.627612058296,0.450529288953388,-5.83227799551086,63,2.04289292593529e-07,1.22573575556117e-06
"11836","TADBP_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.000285046998546923,0.068946057620285,-0.00413434804520364,198,0.996705439378931,0.997502967089321
"11842","TAGL2_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.41185854944981,0.0637872369030515,-6.45675482190556,262,5.1632187414441e-10,4.58615311740035e-09
"11848","TALDO_MOUSE","S9_T2_fasted-S9_T0_fasted",0.0311414032808022,0.0957525956256039,0.325227771397093,219,0.745319183780982,0.807726292470777
"11854","TAP1_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11860","TBA1C_MOUSE","S9_T2_fasted-S9_T0_fasted",0.812105384522564,0.0499883708270224,16.2458862148706,120,0,0
"11866","TBA4A_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.0556126851828228,0.0447965165439498,-1.24145110989291,216,0.215785590658554,0.308362374032571
"11872","TBB2A_MOUSE","S9_T2_fasted-S9_T0_fasted",-1.72607647004373,0.186069315875697,-9.2765239766713,65,1.61870516990348e-13,2.42404443625215e-12
"11878","TBB2C_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.00455058678106073,0.0295414874684995,-0.154040543351552,120,0.877836530553339,0.914160800783133
"11884","TBB4_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.281587131664955,0.0442867793593364,-6.35826618549518,120,3.84489240445873e-09,2.95209535460984e-08
"11890","TBB5_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.00374069269948845,0.0352439843202957,-0.106137054922429,202,0.915578939155866,0.947047288311797
"11896","TBB6_MOUSE","S9_T2_fasted-S9_T0_fasted",0.146638357822293,0.0852694024055405,1.71970664371356,291,0.0865490308455095,0.144080507340649
"11902","TBC15_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11908","TBCA_MOUSE","S9_T2_fasted-S9_T0_fasted",NA,NA,NA,NA,NA,NA
"11914","TBCEL_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.242888560872815,0.207006935397692,-1.17333537838328,95,0.243594764262258,0.340056789555633
"11920","TBL2_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.332870174442045,0.134095814811277,-2.48233082375105,85,0.0150195916888327,0.031293773273547
"11926","TCEA1_MOUSE","S9_T2_fasted-S9_T0_fasted",0.302302311165401,0.101019734502326,2.99250748039177,190,0.00313435501242387,0.00788812678126675
"11932","TCOF_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.772790161350235,0.146133760051514,-5.28823839938022,75,1.1771725412224e-06,6.02552724490112e-06
"11938","TCP4_MOUSE","S9_T2_fasted-S9_T0_fasted",-0.391160056513231,0.160318187460034,-2.43989819689512,97,0.0165072930788197,0.0340286860737444
"11944","TCPA2_MOUSE","S9_T2_fasted-S9_T0_fasted",0.136544915030858,0.2085363146299,0.654777635603618,163,0.513533834596306,0.609175010782525
"11950","TCPB_MOUSE","S9_T2_fasted-S9_T0_fasted",0.0308721124176204,0.0558381351910855,0.552885806661915,214,0.580918678815395,0.671745147424056
