B6_T0_FASTED	B6_T0_FED	B6_T1_FASTED	B6_T1_FED	B6_T2_FASTED	B6_T2_FED	S9_T0_FASTED	S9_T0_FED	S9_T1_FASTED	S9_T1_FED	S9_T2_FASTED	S9_T2_FED
IDHC_MOUSE	15.9087396173605	16.0607587245467	16.2419767077538	16.5269202195174	16.3879765422323	16.405766870261	15.7103410721034	15.8442640669107	15.9585064094028	15.9435200868075	16.0852522641744	15.9185760128385
IDHP_MOUSE	14.9313801902221	14.6815774588894	14.4020215188358	14.3763277048669	14.5571670736657	14.5392422319951	14.4107170312176	14.4886094555447	14.3741278207421	13.899412561715	14.1399365506887	13.9364693087382
IF4B_MOUSE	15.043481028918	15.1398419426596	15.1791242319869	15.2587812055321	15.2843177770723	15.165347776529	15.1409272422384	15.2552853899438	15.2059712783588	15.3144132272544	15.227522416474	15.2234340935913
IF4E_MOUSE	14.9720351540743	15.0503687852369	15.0626997294294	15.1971474252371	15.1724612580758	15.1013134690892	15.0766736832935	15.1055802415147	15.2956839872506	15.2334582220001	15.0704423241852	15.0639882138336
IF4G1_MOUSE	11.8140739453672	11.8808068853382	11.9853532171008	12.1808791542308	12.1836465686453	12.0954325917479	11.7811581679496	11.9949404095734	11.9356119984483	12.0766615729027	12.0181490065069	12.0009125663748
IRS1_MOUSE	12.3788626493578	12.2913951346248	12.3549345406836	12.3944810787197	12.2861112431742	12.3226267708425	12.207677726005	12.2361270653775	12.0899395509877	12.208745784105	12.3297149543302	12.1071814298622
IVD_MOUSE	17.1916522408646	17.108297018745	17.4380990831304	17.4925353324317	17.3443483218012	17.1187862398726	15.5439741386042	15.524899909674	15.9241299688963	15.7250314764687	15.8811626187879	15.752699587814
K6PL_MOUSE	12.8588770437487	11.5055638820413	13.1242165866354	13.0204557469791	13.4138756898408	13.2708986648041	11.6754344901193	11.6084491300829	11.8532516576347	12.4781881879256	12.8731313215317	13.061118437369
KAPCA_MOUSE	13.3576304408529	13.5741083726578	13.5715906284546	13.7540855198224	13.7923769209734	13.8566881271537	13.2622167090082	13.5804859042168	13.5118744568792	13.6069860929054	13.5852363831248	13.4623851256466
KAPCB_MOUSE	13.5868341125776	13.6793737093031	13.74501356762	13.8219676363768	13.7967050310798	13.778115599511	13.6024081891986	13.709282745321	13.7878348726415	13.7334061274797	13.8212138305016	13.6995383259471
KPYR_MOUSE	16.2740186955944	16.2741199956513	16.8123011184211	17.1520442899128	16.610732610677	16.9895842790343	15.4813896820507	15.7917994259529	15.3988281819944	15.3992594583544	15.5736280991185	15.1408271939948
KS6A1_MOUSE	10.6134087593478	10.7596236765956	10.885819707433	10.9441022090333	10.9896932910543	10.8741375648549	10.9344852176206	10.9306173626645	11.1130662466884	11.1888222873464	10.9114346410823	10.9327776224795
KS6B2_MOUSE	12.0145774330743	11.7776318732953	11.9774974219706	12.1608366607104	11.8839467911239	11.8783343977736	11.7784352723846	11.7981183314024	12.1141367947634	12.0205450385038	11.9363387762501	11.7853339836262
LMNB1_MOUSE	13.9939851846876	13.9250528133326	13.9321143282717	14.1121242519105	14.1054754070528	13.9964817527291	14.1820007647146	14.0487584865913	14.1804105778205	13.9508788984139	13.9582319499933	13.7587564951343
MCAT_MOUSE	14.8013962157002	15.4888514967285	16.4303223974659	16.1760474408596	16.1373801816575	16.2729778432672	15.647788698999	15.5423643115654	16.0594009926914	15.9251264705882	16.0781913070291	15.9152405756056
MCCA_MOUSE	14.6044003981363	14.6029043531728	14.8734967651248	14.8990912494611	14.7600294584708	14.7053832173665	14.1008733602343	14.0390833736652	14.2969653031918	14.2228180976622	14.2709882654186	14.2659885718213
MCCB_MOUSE	14.8143254718507	14.6466939890656	14.9685548248895	14.9351230893415	14.7367677071789	14.8827782879487	13.016752101114	12.9316556855687	14.4675774812616	14.2910858579927	13.2005691567752	14.3075115402524
MDHC_MOUSE	17.9351206125408	17.9846893906948	18.0335500599395	18.2372504479282	18.1458088530275	18.1098103088404	17.6452595555968	17.5088380905246	17.7424099687782	17.7069573444065	17.955413631367	17.7595872243059
MDHM_MOUSE	17.3411090982615	17.2588213215612	17.4025500781969	17.3651426814072	17.3571591096963	17.2434461120793	17.2982461669067	17.2051207602229	17.2656048535269	17.1494221858246	17.2155465392441	17.1959039592137
MFN2_MOUSE	12.8552774135559	12.5921083335317	12.8569689988627	12.7182954230901	12.7234041118699	12.8597070299636	12.9563326540449	12.7529338574193	13.0595507219546	13.1176813718041	12.7762927350038	13.0266975225574
MK01_MOUSE	12.7294475168453	13.7373841733579	13.7210994660434	13.8694980848297	13.8682416381544	13.093323915951	13.735474371009	13.5456042860892	12.9790434452749	13.9830751480365	13.8199582531825	13.0927778309479
MK03_MOUSE	13.5232340985236	13.4840665073671	13.5039240378849	13.5470160839505	13.7015354116389	13.5693774673002	13.3444248083227	13.304804669004	13.4629605074883	13.5125729554087	13.4851189711085	13.3523110923391
MK08_MOUSE	9.25248266101782	9.22522942539548	9.07790748891609	9.0442723217617	9.21164935072004	9.14256379982591	9.2691932859859	9.33845643382773	9.28549473608785	9.29846010553161	9.28276568624525	9.18338418812024
MK14_MOUSE	12.053762384341	12.1572890806154	12.2231231624482	12.3148201375197	12.2954598211622	12.2177021937584	11.8714825628752	12.0657309643672	12.0339561193235	12.3297752472863	12.1021086035889	12.1497958744414
MP2K1_MOUSE	13.0607288453656	13.1634409273346	13.1486945346728	13.3022987696297	13.3962199604106	13.2605174848657	13.0607586176301	13.2525785099591	13.1073109487133	13.3103292515724	13.00349534101	13.1526561476157
MP2K2_MOUSE	14.5159111167594	14.6423914983804	14.6656585406413	14.9632473564618	14.8006973490668	14.7711395811553	14.4261405612223	14.5559246122559	14.4902189004893	14.7142058786034	14.7420176615256	14.6482511791637
MP2K4_MOUSE	11.1594700493449	11.8080534446484	12.3861625637165	11.317213309053	12.2213754180689	13.2760403275319	12.7544139774082	11.1351249492006	11.7731443959847	12.110543171789	9.74355280860213	9.79949184025366
NFKB2_MOUSE	12.5352794737684	12.2465740763264	12.3038375945237	12.4325063064162	12.5575825752325	12.4648317330641	12.3584027417407	12.2696549724922	12.8999385391037	12.4307871710332	12.6499032596882	12.5597048750282
NUCL_MOUSE	15.0620625810856	15.0221576101443	14.9618587723472	15.0532029476753	14.9885046699383	14.9881343671141	14.9820128944171	14.9364093069497	14.9547808597085	15.1191645686538	14.8825907124956	14.9483089417997
ODO1_MOUSE	15.28493056422	15.1659234468602	15.1991790241377	15.0608692376299	15.1038402953628	14.9277452738877	15.4918758266419	15.3376925978848	15.3124583335606	15.1668634945463	15.0759760654928	15.1409862383742
ODO2_MOUSE	17.6945025859757	17.5940058292251	17.8798527015252	17.8186229915464	17.7581540749576	17.7193212732282	17.6715475301269	17.4665930457438	17.7618027736004	17.6794967259482	17.710536482586	17.6217729393236
ODP2_MOUSE	15.328711040059	15.1662030290636	15.4971325141399	15.4075082031902	15.2064763769739	15.5082501014925	14.8420973774708	14.8170884387994	14.7558728298562	14.4876724215134	14.5843160248919	14.6571230343043
ODPA_MOUSE	16.6804583953885	16.6443119538889	17.030348547979	16.9365714080476	16.8703704043464	16.9667204417141	16.2757976906831	16.2256133189731	16.3381204901997	16.1083215606403	16.3642306418071	16.2181364270555
ODPB_MOUSE	15.0063376637392	15.0561674079741	14.8937096617903	15.3125121033926	15.2153879452201	15.2215457613565	13.6376480317926	14.6934325852209	14.7413212073527	14.0512647640784	14.6990445745227	14.6404149561957
OXSR1_MOUSE	13.4517626714039	13.6006105221149	13.6909646878927	13.8258126205177	13.8443035093379	13.6412188233098	13.5515390773787	13.618133308061	13.7564885717559	13.6293826406571	13.6499250718114	13.6197556099513
P85A_MOUSE	12.285299745251	12.7165732027513	12.950970955585	12.9634979680349	12.9174796858625	12.908055292493	12.2886439559912	12.3112782426132	12.8518223758535	12.8449392997893	12.9017008729302	12.6551403501264
PAK2_MOUSE	13.4269298843234	13.2371923302768	13.2755601738944	13.2894899765212	13.3990866863456	13.2948514804303	13.131956124395	13.188992907231	13.3966875210656	13.3936148421252	13.4849711053038	13.1284436808827
PDE3B_MOUSE	11.1218056762445	11.3936349652218	11.7206840522921	12.0054220488126	12.1081683495478	12.0684252568939	11.3635242776337	11.504052931621	11.6988742583852	11.6151765033522	8.37840721332989	11.6339496446874
PDK1_MOUSE	14.7942824356413	14.562897562328	15.0716740107525	15.0088726477732	14.5352580064411	14.8227933551523	14.5782598441708	14.4157352740962	15.1980501829653	14.7079164439566	14.9414280372309	14.6236713803592
PGAM1_MOUSE	15.9433027980995	16.0525743540501	16.0263689630814	16.1345344785391	16.2499440199941	16.1489749857837	15.8198298876941	15.9435754748841	15.7953530001254	15.9006531979732	15.8798211308292	15.8137539947074
PGK1_MOUSE	14.6812355964852	14.8143820336604	14.7694133289211	14.9546107818584	15.0101785301443	14.8780631952011	14.6189699850098	14.7389968992356	14.6425833039589	14.7032380667985	14.6528718120095	14.5805221758822
PGM2_MOUSE	13.0061843954553	12.8823606422326	13.0657413218963	12.8474292694334	13.0583002640854	13.1383966001525	12.8423218470859	12.8699351387752	12.982642850828	12.887645714221	12.8353051311564	12.8372172152253
PK3C3_MOUSE	9.18236393081538	9.14520634545116	9.0706228753693	9.1789589541485	9.48966196903998	9.32250087370047	9.53511103395708	9.39427853031536	9.41991121672151	9.62161070537684	9.43999430934574	9.30644361092589
PK3CB_MOUSE	9.9481427000842	9.74102303151444	10.2048593838718	9.60652027912211	9.78121464469834	9.84175899125299	9.67226386043033	9.41346408273396	10.2288439506315	10.2498964509079	9.50446522276923	9.89760744305348
PP1A_MOUSE	12.8125227352098	12.790636447415	12.8544681911184	12.9225870001069	13.0622683096184	12.8518376403217	12.7805200574702	12.8417013964205	12.8574770222827	12.9737548453386	12.9347529881305	12.8765176291036
PP2AA_MOUSE	14.2408424141001	14.1865014532846	14.2765403704521	14.4157103983822	14.3548385210491	14.4051976139892	14.0116213169512	14.1047206721028	14.302035056407	14.2818666324081	14.4041963822258	14.2436708554895
PRGC2_MOUSE	8.79931278103308	8.65510822391775	8.62249833117064	8.45380678564387	8.68247512613116	8.69214711325275	8.58202824638306	9.26340305048754	8.77915686296589	8.7138025964706	8.71853477313603	8.74953984129112
PTN1_MOUSE	12.6064287021355	12.78795236952	12.9023489269092	13.0490984716012	12.7965913338309	12.8293971386218	12.704461569887	12.8980280925989	13.2402597835694	12.7618516572023	13.0037338674898	12.9208600582584
PYC_MOUSE	17.3771300338049	17.369448035165	17.8468708280032	17.716476301915	17.6106249277857	17.79650429235	17.3191374109206	17.0439431316093	16.577009072121	17.329495700494	17.4139555249339	17.1812407903835
PYGB_MOUSE	13.17247510169	12.697933080858	12.5316139283145	12.419269600995	12.8468695287997	12.4274874038893	12.6807553530698	12.5212364906641	12.2631582929381	12.1899115199528	12.5257381392888	12.1871481851563
PYGL_MOUSE	15.878279428375	15.8740162605548	15.989241088596	16.4621066953542	16.2458860760254	15.9669148938111	15.590457753467	15.6545270023575	15.5831363446692	15.5356744374791	16.1590413402236	15.4558537329388
Q8CE68_MOUSE	12.9773813382236	12.5670685165749	12.8314504901797	12.6891675630336	12.6437294019935	13.1214945856724	12.072062755595	12.0710167404929	12.9688178039017	12.1844469164813	12.329511628756	12.0488442271937
Q8R5C9_MOUSE	12.5495917817406	12.7701887182142	13.3544964203653	13.4874146877615	13.4921250392107	13.762257166078	11.929433673308	12.6103705944142	11.6926600837703	12.0850912901609	12.1833215258066	11.9854236398297
Q9DAM4_MOUSE	11.6897943513079	11.6725842032583	11.9399238580977	12.0232995914395	12.0305222875369	11.969054900871	11.9014973311891	11.4219127556161	11.58261305134	11.4274449175568	11.5433348902961	11.6973373537444
RAB10_MOUSE	13.8111612251104	13.9398904986852	13.8643264080608	14.0422356359652	13.9523849603947	13.9132266208235	13.8667554099473	13.9487577746875	13.9154587433447	13.9466990050956	13.9840942293008	13.8709321761775
RASH_MOUSE	13.3460624313879	13.2191499542975	13.3298479942765	13.3209551956815	13.33988562945	13.1182991331482	13.2454047494229	13.2765310082506	13.3917509167627	13.3171500307698	13.2647629398174	13.1806487815954
RASN_MOUSE	13.1710214255536	13.0829625446058	13.1004507683523	13.1463914007364	13.2052939361448	13.1230964551792	13.0694853884361	13.1321522176085	13.2991373482977	13.1032661718512	13.1618285757399	13.0771643574349
RICTR_MOUSE	12.026137617743	11.9498394596535	12.0868246206674	12.0570219728004	9.68392347936229	10.7410015531288	11.4171258022161	11.9741146026452	11.9380696154884	11.9789732513781	11.8177095862644	11.8729579030965
RPE_MOUSE	13.3295759078348	13.3706610571918	13.4333372587243	13.6290553734399	13.6892372853842	13.5565025532344	13.3193026972803	13.4421812337041	13.4624139239675	13.4812749697697	13.5502812756576	13.4518052176904
RS6_MOUSE	17.2248843122083	17.2072534426598	17.2068800226131	17.2865859612351	17.1885429005178	17.1694344553927	17.291306928895	17.3621761600717	17.3134115043765	17.4188272592374	17.3441094916571	17.2934076310551
RUVB1_MOUSE	13.9507651214477	14.1077440209095	13.7690980768305	13.976368356988	14.1819921575063	13.7173475754977	13.9828377195446	13.8877487073021	14.3447696691787	14.1334586224188	13.9350135057995	14.1487188458475
SC23A_MOUSE	11.2818413430381	11.3764251477647	11.3864143428209	11.3525461764689	11.5461309153489	11.4859002276384	11.3003444549899	11.2878539765122	11.5713878025939	11.3430247695636	11.2711039985759	11.4039226944574
SFRS2_MOUSE	15.4856710871294	15.534055753804	15.4618244940322	15.4233874412675	15.6637448114424	15.6004518098898	15.5676092972354	15.5610646782043	15.6481616199879	15.6818456058101	15.5867614822304	15.4684016271196
SIRT2_MOUSE	10.1486321008079	13.2922030312414	12.7678654846224	13.7212676611918	13.4280251661948	10.3186939797974	10.1541082625844	9.96853602763864	12.5933937604387	13.514964686445	10.2715583131582	13.6616288340243
SIRT3_MOUSE	10.4811469602834	10.5071536529777	10.5418670630985	10.2848003332127	10.6475966618117	10.4584238404949	10.3231674149445	10.1778678214317	10.2598505060079	10.5320632709725	10.7104926110998	10.427487904884
SODC_MOUSE	18.4688877820649	18.5621133011122	18.7777360684553	18.901296894395	18.8124308707352	18.7013187554357	18.3070623985992	18.4045147103983	18.4541972140334	18.3309224392694	18.5831314845153	18.4059738316132
SODM_MOUSE	15.0514180685232	15.1918153407993	15.1671573777962	15.0660728481988	15.0202349982439	14.7867965542835	15.0959809975313	14.8217742667473	15.0239094261211	14.8584486615769	14.9846351862967	14.9699948054797
SRBP1_MOUSE	11.601492073851	8.89001000813221	9.72083604045356	9.58796928407077	12.4934865379043	10.3205107310064	9.4234429100468	9.53449070963579	15.0112447223896	12.44621197271	14.5457115340621	9.69664448767847
SRF_MOUSE	16.0795289686893	15.8952729595013	15.9969746207946	15.9890075313595	15.8186350727154	15.7254277068467	16.0267690682034	15.8699528386332	15.9273732399825	15.8531619964508	15.856811834182	15.8334757589198
SUCB1_MOUSE	15.7904405197851	16.1025978545862	15.9744001685983	16.3905924864203	16.3454471167233	16.1189546913439	15.7041923688819	15.6566970512322	15.7367074256936	15.6547022528826	16.1175620552958	16.0925394920817
TALDO_MOUSE	14.9787769937858	14.8285746132261	15.140686632983	15.1841896203711	15.2367419662436	15.1980928240693	15.0551150146576	15.0529012939727	15.2496159653029	15.151704638383	15.1512549308344	15.0698737571885
THIKB_MOUSE	14.4749576115165	14.3688598112712	15.0599437257774	15.6449113381881	16.2820818268277	16.6287537348816	14.3076998778987	14.2503938015388	14.506958346223	14.5495508993442	15.1158909028917	14.8633063019361
TKT_MOUSE	16.9610620507463	16.8243334366087	17.017069184187	17.0389349368981	17.1099206381793	17.1592100963255	16.8062847150632	16.7406442444309	16.7342559105347	16.6843975355959	16.6525446859697	16.5336360276692
TKTL2_MOUSE	14.6491583031047	14.5254635703079	14.6163646628364	14.6331028039037	14.5213622264286	14.5669652299618	14.5995976462204	14.4870844725851	14.7494074794463	14.4418945573073	14.5821787868887	14.5495662102437
TPIS_MOUSE	17.4701815644993	17.5653123502762	17.6908332515351	17.8172743936463	17.8217191863223	17.7082272761382	17.4471026443971	17.5206914835749	17.5089748019582	17.5636732503557	17.5967114571593	17.5421827181755
TRADD_MOUSE	11.4236972540582	11.0670532929683	11.0769511391196	11.4465079815429	11.3853106961272	11.393567576939	12.0322953505921	11.4522179710738	10.9538482075841	11.3108397856744	11.3342957557219	11.3244290754616
TRAF2_MOUSE	9.93254511755373	12.6962255287609	10.0239088443767	10.2269567888551	12.4439855509322	10.1026069965432	9.93802127933022	11.8122883297377	12.6604207696149	12.7862055824162	10.055471329904	12.869494082146
TSC2_MOUSE	17.3148348717553	17.4203099316232	17.6343952221265	17.8308200127114	17.7704552890104	17.5828365317049	17.1443335705379	17.5016541753199	17.5746877943009	17.7047588548675	17.536189730179	17.616216055628
VIME_MOUSE	14.9163424290417	14.7710584884569	14.7585525423992	14.9464551106141	15.4401366199774	15.2696085681135	14.0650395012257	14.0759030902426	14.2765191927129	14.1081821348759	14.5041866798821	14.0809317033611
WBS14_MOUSE	11.1774588897653	11.1645453830623	11.106992707603	11.7729320977999	11.3337945088928	11.0677454336912	11.0575826351833	11.3058678290183	10.9280653651764	11.0016854078427	11.6633763974924	10.9764226617877
