Gene_A	Gene_B
IRF4_MOUSE	LEUK_MOUSE
GCNT2_MOUSE	LEUK_MOUSE
DOK2_MOUSE	LEUK_MOUSE
PRKDC_MOUSE	LEUK_MOUSE
GRAA_MOUSE	LEUK_MOUSE
CASP1_MOUSE	LEUK_MOUSE
NRAM1_MOUSE	LEUK_MOUSE
CXCR2_MOUSE	LEUK_MOUSE
PTPRC_MOUSE	LEUK_MOUSE
SN_MOUSE	LEUK_MOUSE
SKIL_MOUSE	LEUK_MOUSE
IL2_MOUSE	LEUK_MOUSE
UNG_MOUSE	LEUK_MOUSE
MD2L1_MOUSE	LEUK_MOUSE
CD19_MOUSE	LEUK_MOUSE
WASP_MOUSE	LEUK_MOUSE
MOES_MOUSE	LEUK_MOUSE
RADI_MOUSE	LEUK_MOUSE
GNAI2_MOUSE	LEUK_MOUSE
RAG2_MOUSE	LEUK_MOUSE
FNTB_MOUSE	LEUK_MOUSE
MGT5A_MOUSE	LEUK_MOUSE
PML_MOUSE	LEUK_MOUSE
ICAM1_MOUSE	LEUK_MOUSE
THMS2_MOUSE	LEUK_MOUSE
NF2L1_MOUSE	LEUK_MOUSE
CATG_MOUSE	LEUK_MOUSE
IRF8_MOUSE	LEUK_MOUSE
NQO2_MOUSE	LEUK_MOUSE
CC130_MOUSE	ZNF24_MOUSE
RICTR_MOUSE	ZNF24_MOUSE
MK13_MOUSE	CBR1_MOUSE
EGFR_MOUSE	CBR1_MOUSE
ERCC8_MOUSE	CBR1_MOUSE
RBX1_MOUSE	CBR1_MOUSE
QCR8_MOUSE	CBR1_MOUSE
LETM1_MOUSE	I2BP2_MOUSE
REQU_MOUSE	I2BP2_MOUSE
KIF2C_MOUSE	I2BP2_MOUSE
I2BPL_MOUSE	I2BP2_MOUSE
I2BP1_MOUSE	I2BP2_MOUSE
IRK2_MOUSE	IRK16_MOUSE
IRK10_MOUSE	IRK16_MOUSE
LCK_MOUSE	TLR6_MOUSE
I12R1_MOUSE	TLR6_MOUSE
TBX21_MOUSE	TLR6_MOUSE
CD3G_MOUSE	TLR6_MOUSE
IRF9_MOUSE	TLR6_MOUSE
FCGRN_MOUSE	TLR6_MOUSE
IL12B_MOUSE	TLR6_MOUSE
EMR1_MOUSE	TLR6_MOUSE
CCL24_MOUSE	TLR6_MOUSE
RASL2_MOUSE	TLR6_MOUSE
FCERA_MOUSE	TLR6_MOUSE
FCER2_MOUSE	TLR6_MOUSE
ADCY9_MOUSE	TLR6_MOUSE
CD3H_MOUSE	TLR6_MOUSE
TNF14_MOUSE	TLR6_MOUSE
ITAE_MOUSE	TLR6_MOUSE
TRAP1_MOUSE	TLR6_MOUSE
SLAF1_MOUSE	TLR6_MOUSE
CY24B_MOUSE	TLR6_MOUSE
FCGR1_MOUSE	TLR6_MOUSE
I12R2_MOUSE	TLR6_MOUSE
IRF1_MOUSE	TLR6_MOUSE
AOC3_MOUSE	TLR6_MOUSE
LTC4S_MOUSE	TLR6_MOUSE
IL13_MOUSE	TLR6_MOUSE
HAVR2_MOUSE	TLR6_MOUSE
CCL11_MOUSE	TLR6_MOUSE
AOAH_MOUSE	TLR6_MOUSE
CD180_MOUSE	TLR6_MOUSE
PAR2_MOUSE	TLR6_MOUSE
PSYR_MOUSE	TLR6_MOUSE
CMA1_MOUSE	TLR6_MOUSE
IL1AP_MOUSE	TLR6_MOUSE
MEFV_MOUSE	TLR6_MOUSE
POLH_MOUSE	TLR6_MOUSE
E2AK2_MOUSE	TLR6_MOUSE
CD20_MOUSE	TLR6_MOUSE
FCERB_MOUSE	TLR6_MOUSE
TOLIP_MOUSE	TLR6_MOUSE
IRF7_MOUSE	TLR6_MOUSE
LY96_MOUSE	TLR6_MOUSE
CD28_MOUSE	TLR6_MOUSE
I18RA_MOUSE	TLR6_MOUSE
IL18R_MOUSE	TLR6_MOUSE
GRAN_MOUSE	TLR6_MOUSE
C1QR1_MOUSE	TLR6_MOUSE
IL12A_MOUSE	TLR6_MOUSE
AIMP1_MOUSE	TLR6_MOUSE
SH22A_MOUSE	TLR6_MOUSE
CD1D1_MOUSE	TLR6_MOUSE
TNFL8_MOUSE	TLR6_MOUSE
EPHB6_MOUSE	TLR6_MOUSE
PGRP1_MOUSE	TLR6_MOUSE
ASC_MOUSE	TLR6_MOUSE
CD37_MOUSE	TLR6_MOUSE
BTK_MOUSE	TLR6_MOUSE
IRAK1_MOUSE	TLR6_MOUSE
TLR3_MOUSE	TLR6_MOUSE
CD3E_MOUSE	TLR6_MOUSE
CD3D_MOUSE	TLR6_MOUSE
MYD88_MOUSE	TLR6_MOUSE
CHST2_MOUSE	TLR6_MOUSE
CCL5_MOUSE	TLR6_MOUSE
CCL2_MOUSE	TLR6_MOUSE
TNFL9_MOUSE	TLR6_MOUSE
CHST4_MOUSE	TLR6_MOUSE
TAP1_MOUSE	TLR6_MOUSE
SPON2_MOUSE	TLR6_MOUSE
JAM1_MOUSE	TLR6_MOUSE
IL18_MOUSE	TLR6_MOUSE
AICDA_MOUSE	TLR6_MOUSE
TLR7_MOUSE	TLR6_MOUSE
TLR1_MOUSE	TLR6_MOUSE
IRGM1_MOUSE	TLR6_MOUSE
TCAM1_MOUSE	TLR6_MOUSE
CCR4_MOUSE	TLR6_MOUSE
IL31R_MOUSE	TLR6_MOUSE
CD14_MOUSE	TLR6_MOUSE
UFSP2_MOUSE	UFSP1_MOUSE
ZUFSP_MOUSE	UFSP1_MOUSE
HXD12_MOUSE	MAFG_MOUSE
NF2L2_MOUSE	MAFG_MOUSE
MAFK_MOUSE	MAFG_MOUSE
SUMO3_MOUSE	MAFG_MOUSE
SUMO2_MOUSE	MAFG_MOUSE
BACH1_MOUSE	MAFG_MOUSE
NF2L3_MOUSE	MAFG_MOUSE
NF2L1_MOUSE	MAFG_MOUSE
BACH2_MOUSE	MAFG_MOUSE
MAFF_MOUSE	MAFG_MOUSE
DVL2_MOUSE	ARG39_MOUSE
RBPMS_MOUSE	ARG39_MOUSE
FOXP3_MOUSE	AROS_MOUSE
RS19_MOUSE	AROS_MOUSE
TRUA_MOUSE	PUSL1_MOUSE
PUS3_MOUSE	PUSL1_MOUSE
WBP5_MOUSE	TCAL8_MOUSE
BEX2_MOUSE	TCAL8_MOUSE
TCAL3_MOUSE	TCAL8_MOUSE
BEX3_MOUSE	TCAL8_MOUSE
BEX4_MOUSE	TCAL8_MOUSE
TCAL1_MOUSE	TCAL8_MOUSE
BEX1_MOUSE	TCAL8_MOUSE
TNAP3_MOUSE	OTU6A_MOUSE
OTUD5_MOUSE	OTU6A_MOUSE
OTUD4_MOUSE	OTU6A_MOUSE
OTUD1_MOUSE	OTU6A_MOUSE
VCIP1_MOUSE	OTU6A_MOUSE
OTU1_MOUSE	OTU6A_MOUSE
DLL3_MOUSE	OTOP1_MOUSE
ULK2_MOUSE	OTOP1_MOUSE
EAA1_MOUSE	OTOP1_MOUSE
ZNT4_MOUSE	OTOP1_MOUSE
CAD23_MOUSE	OTOP1_MOUSE
PK2L2_MOUSE	OTOP1_MOUSE
CELR1_MOUSE	OTOP1_MOUSE
MYO1C_MOUSE	OTOP1_MOUSE
OTOP3_MOUSE	OTOP1_MOUSE
ARRB1_MOUSE	OTOP1_MOUSE
VIP_MOUSE	OTOP1_MOUSE
S26A4_MOUSE	OTOP1_MOUSE
PER1_MOUSE	OTOP1_MOUSE
NET1_MOUSE	OTOP1_MOUSE
CA2D3_MOUSE	OTOP1_MOUSE
PDE1B_MOUSE	OTOP1_MOUSE
APOD_MOUSE	OTOP1_MOUSE
ARSA_MOUSE	OTOP1_MOUSE
ACES_MOUSE	OTOP1_MOUSE
NOX3_MOUSE	OTOP1_MOUSE
PO4F3_MOUSE	OTOP1_MOUSE
TMC1_MOUSE	OTOP1_MOUSE
LMX1A_MOUSE	OTOP1_MOUSE
ITA8_MOUSE	OTOP1_MOUSE
BARH1_MOUSE	OTOP1_MOUSE
S12A6_MOUSE	OTOP1_MOUSE
MAP1A_MOUSE	OTOP1_MOUSE
NEUS_MOUSE	OTOP1_MOUSE
NETR_MOUSE	OTOP1_MOUSE
NR4A3_MOUSE	OTOP1_MOUSE
ESPN_MOUSE	OTOP1_MOUSE
PER3_MOUSE	OTOP1_MOUSE
S26A5_MOUSE	OTOP1_MOUSE
DVL1_MOUSE	OTOP1_MOUSE
CLOCK_MOUSE	OTOP1_MOUSE
SCRB2_MOUSE	OTOP1_MOUSE
AT2B2_MOUSE	OTOP1_MOUSE
MYO7A_MOUSE	OTOP1_MOUSE
USH1C_MOUSE	OTOP1_MOUSE
FGF15_MOUSE	OTOP1_MOUSE
ACHB3_MOUSE	OTOP1_MOUSE
IREB2_MOUSE	OTOP1_MOUSE
OX2R_MOUSE	OTOP1_MOUSE
IGDC3_MOUSE	OTOP1_MOUSE
GPR19_MOUSE	OTOP1_MOUSE
CAR11_MOUSE	OTOP1_MOUSE
APBB1_MOUSE	OTOP1_MOUSE
CLD11_MOUSE	OTOP1_MOUSE
TECTA_MOUSE	OTOP1_MOUSE
KCNE1_MOUSE	OTOP1_MOUSE
CXB6_MOUSE	OTOP1_MOUSE
CHD7_MOUSE	OTOP1_MOUSE
CAH8_MOUSE	OTOP1_MOUSE
MYO15_MOUSE	OTOP1_MOUSE
OTOSP_MOUSE	OTOP1_MOUSE
USH1G_MOUSE	OTOP1_MOUSE
OREX_MOUSE	OTOP1_MOUSE
CLD14_MOUSE	OTOP1_MOUSE
OMD_MOUSE	OTOP1_MOUSE
S17A5_MOUSE	OTOP1_MOUSE
RASD1_MOUSE	OTOP1_MOUSE
OTOP2_MOUSE	OTOP1_MOUSE
MINK1_MOUSE	RAP2A_MOUSE
RPGF3_MOUSE	RAP2A_MOUSE
RASF5_MOUSE	RAP2A_MOUSE
RHG29_MOUSE	RAP2A_MOUSE
RPGF5_MOUSE	RAP2A_MOUSE
RAIN_MOUSE	RAP2A_MOUSE
CBX5_MOUSE	H14_MOUSE
EHMT2_MOUSE	H14_MOUSE
CBX1_MOUSE	H14_MOUSE
GRAA_MOUSE	H14_MOUSE
NASP_MOUSE	H14_MOUSE
HP1B3_MOUSE	H14_MOUSE
YBOX3_MOUSE	H14_MOUSE
H12_MOUSE	H14_MOUSE
H1T_MOUSE	H14_MOUSE
H1FOO_MOUSE	H14_MOUSE
KPCE_MOUSE	H14_MOUSE
H11_MOUSE	H14_MOUSE
CCL3_MOUSE	B3GN2_MOUSE
CYTB_MOUSE	B3GN2_MOUSE
THIOM_MOUSE	B3GN2_MOUSE
NEU1A_MOUSE	B3GN2_MOUSE
TRPM5_MOUSE	B3GN2_MOUSE
E2F4_MOUSE	B3GN2_MOUSE
ASCL1_MOUSE	B3GN2_MOUSE
L2GL1_MOUSE	B3GN2_MOUSE
ADCY3_MOUSE	B3GN2_MOUSE
HIF1A_MOUSE	B3GN2_MOUSE
FST_MOUSE	B3GN2_MOUSE
B3GN5_MOUSE	B3GN2_MOUSE
BBS4_MOUSE	B3GN2_MOUSE
GDF11_MOUSE	B3GN2_MOUSE
CREB1_MOUSE	B3GN2_MOUSE
MKKS_MOUSE	B3GN2_MOUSE
CASP9_MOUSE	B3GN2_MOUSE
UBE4B_MOUSE	B3GN2_MOUSE
TS1R3_MOUSE	B3GN2_MOUSE
PDE6B_MOUSE	B3GN2_MOUSE
ITPR1_MOUSE	B3GN2_MOUSE
CNGA4_MOUSE	B3GN2_MOUSE
BBS2_MOUSE	B3GN2_MOUSE
B3GN3_MOUSE	B3GN2_MOUSE
B3GT2_MOUSE	B3GN2_MOUSE
B3GT1_MOUSE	B3GN2_MOUSE
TGM2_MOUSE	B3GN2_MOUSE
NEB2_MOUSE	B3GN2_MOUSE
B3GL2_MOUSE	B3GN2_MOUSE
PLCB2_MOUSE	B3GN2_MOUSE
ARBK2_MOUSE	B3GN2_MOUSE
B3GL1_MOUSE	B3GN2_MOUSE
BDNF_MOUSE	B3GN2_MOUSE
C1GLC_MOUSE	B3GN2_MOUSE
B3GT6_MOUSE	B3GN2_MOUSE
TR105_MOUSE	B3GN2_MOUSE
CC28B_MOUSE	COA6_MOUSE
CX6B1_MOUSE	COA6_MOUSE
CHCH7_MOUSE	COA6_MOUSE
DCNL1_MOUSE	DCNL4_MOUSE
DCNL5_MOUSE	DCNL4_MOUSE
DCNL2_MOUSE	DCNL4_MOUSE
DCNL3_MOUSE	DCNL4_MOUSE
HXK2_MOUSE	TRI32_MOUSE
TMCO6_MOUSE	TRI32_MOUSE
S36A1_MOUSE	TRI32_MOUSE
MYC_MOUSE	TRI32_MOUSE
TRFM_MOUSE	TRI32_MOUSE
TFF1_MOUSE	TRI32_MOUSE
ABI2_MOUSE	TRI32_MOUSE
HSP13_MOUSE	TRI32_MOUSE
SPI2_MOUSE	TRI32_MOUSE
ACTA_MOUSE	TRI32_MOUSE
KLH42_MOUSE	TRI32_MOUSE
PDE9A_MOUSE	TRI32_MOUSE
AGO1_MOUSE	TRI32_MOUSE
NHLC3_MOUSE	TRI32_MOUSE
FZD2_MOUSE	TRI32_MOUSE
PCBP3_MOUSE	PCBP1_MOUSE
CELF2_MOUSE	PCBP1_MOUSE
STAT3_MOUSE	PCBP1_MOUSE
HDAC9_MOUSE	PCBP1_MOUSE
TXD17_MOUSE	PCBP1_MOUSE
1433E_MOUSE	PCBP1_MOUSE
NOVA1_MOUSE	PCBP1_MOUSE
HNRPK_MOUSE	PCBP1_MOUSE
PCBP4_MOUSE	PCBP1_MOUSE
HNRLL_MOUSE	PCBP1_MOUSE
IL6_MOUSE	PCBP1_MOUSE
RS3_MOUSE	PCBP1_MOUSE
RBM11_MOUSE	PCBP1_MOUSE
PAIP2_MOUSE	PCBP1_MOUSE
IF4G1_MOUSE	PCBP1_MOUSE
SENP3_MOUSE	SENP8_MOUSE
UBC12_MOUSE	SENP8_MOUSE
NEDD8_MOUSE	SENP8_MOUSE
UCHL3_MOUSE	SENP8_MOUSE
SENP5_MOUSE	SENP8_MOUSE
SENP2_MOUSE	SENP8_MOUSE
NUB1_MOUSE	SENP8_MOUSE
UBE2K_MOUSE	SENP8_MOUSE
UCHL1_MOUSE	SENP8_MOUSE
UBA3_MOUSE	SENP8_MOUSE
MCAT_MOUSE	SENP8_MOUSE
SENP1_MOUSE	SENP8_MOUSE
SENP6_MOUSE	SENP8_MOUSE
MED31_MOUSE	CB044_MOUSE
RAB35_MOUSE	CB044_MOUSE
KCNG3_MOUSE	KCNF1_MOUSE
KCNG4_MOUSE	KCNF1_MOUSE
KCNV2_MOUSE	KCNF1_MOUSE
TM41B_MOUSE	METL5_MOUSE
VP9D1_MOUSE	RINL_MOUSE
RIN2_MOUSE	RINL_MOUSE
RIN1_MOUSE	RINL_MOUSE
RABX5_MOUSE	RINL_MOUSE
GAPD1_MOUSE	RINL_MOUSE
ANR27_MOUSE	RINL_MOUSE
RIN3_MOUSE	RINL_MOUSE
TELT_MOUSE	TITIN_MOUSE
MYOM1_MOUSE	TITIN_MOUSE
ANKR1_MOUSE	TITIN_MOUSE
ANKR2_MOUSE	TITIN_MOUSE
GDF8_MOUSE	TITIN_MOUSE
KAD1_MOUSE	TITIN_MOUSE
TMOD1_MOUSE	TITIN_MOUSE
ANK1_MOUSE	TITIN_MOUSE
SP1_MOUSE	XRCC1_MOUSE
BRAF_MOUSE	XRCC1_MOUSE
XPO2_MOUSE	XRCC1_MOUSE
CUL3_MOUSE	XRCC1_MOUSE
PLOD3_MOUSE	XRCC1_MOUSE
MTDC_MOUSE	XRCC1_MOUSE
GATA6_MOUSE	XRCC1_MOUSE
APLP1_MOUSE	XRCC1_MOUSE
KINH_MOUSE	XRCC1_MOUSE
WNT2_MOUSE	XRCC1_MOUSE
UBE2A_MOUSE	XRCC1_MOUSE
NUP50_MOUSE	XRCC1_MOUSE
AATF_MOUSE	XRCC1_MOUSE
DLDH_MOUSE	XRCC1_MOUSE
DNLI3_MOUSE	XRCC1_MOUSE
KAT2A_MOUSE	XRCC1_MOUSE
TYY1_MOUSE	XRCC1_MOUSE
ZFR_MOUSE	XRCC1_MOUSE
ETS2_MOUSE	XRCC1_MOUSE
K1C18_MOUSE	XRCC1_MOUSE
HES7_MOUSE	XRCC1_MOUSE
E4F1_MOUSE	XRCC1_MOUSE
TF65_MOUSE	XRCC1_MOUSE
CSN5_MOUSE	XRCC1_MOUSE
CAN10_MOUSE	XRCC1_MOUSE
SUV92_MOUSE	XRCC1_MOUSE
ACVR1_MOUSE	XRCC1_MOUSE
MFN1_MOUSE	XRCC1_MOUSE
APTX_MOUSE	XRCC1_MOUSE
FKTN_MOUSE	XRCC1_MOUSE
AP2C_MOUSE	XRCC1_MOUSE
HGF_MOUSE	XRCC1_MOUSE
PP1R8_MOUSE	XRCC1_MOUSE
MFN2_MOUSE	XRCC1_MOUSE
CENPA_MOUSE	XRCC1_MOUSE
CUL1_MOUSE	XRCC1_MOUSE
EXOC4_MOUSE	XRCC1_MOUSE
APLF_MOUSE	XRCC1_MOUSE
OGG1_MOUSE	XRCC1_MOUSE
MESP1_MOUSE	XRCC1_MOUSE
ILK_MOUSE	XRCC1_MOUSE
MO4L2_MOUSE	XRCC1_MOUSE
CO4A2_MOUSE	XRCC1_MOUSE
DPOLB_MOUSE	XRCC1_MOUSE
NEDD4_MOUSE	XRCC1_MOUSE
NEIL1_MOUSE	XRCC1_MOUSE
SCX_MOUSE	XRCC1_MOUSE
APEX1_MOUSE	XRCC1_MOUSE
PARP2_MOUSE	XRCC1_MOUSE
NDUAD_MOUSE	XRCC1_MOUSE
EHMT1_MOUSE	XRCC1_MOUSE
CUL7_MOUSE	XRCC1_MOUSE
SUV91_MOUSE	XRCC1_MOUSE
SNAI1_MOUSE	XRCC1_MOUSE
CITE1_MOUSE	XRCC1_MOUSE
DLG3_MOUSE	NLGN2_MOUSE
NRX1A_MOUSE	NLGN2_MOUSE
SI1L1_MOUSE	NLGN2_MOUSE
CX6B1_MOUSE	CX6B2_MOUSE
CHCH7_MOUSE	CX6B2_MOUSE
COA6_MOUSE	CX6B2_MOUSE
ICOSL_MOUSE	GLPA_MOUSE
MCM3A_MOUSE	GLPA_MOUSE
CBPA3_MOUSE	GLPA_MOUSE
CD79A_MOUSE	GLPA_MOUSE
CERU_MOUSE	GLPA_MOUSE
PRDX2_MOUSE	GLPA_MOUSE
B3AT_MOUSE	GLPA_MOUSE
LSP1_MOUSE	GLPA_MOUSE
DEMA_MOUSE	GLPA_MOUSE
OSMR_MOUSE	GLPA_MOUSE
MRP1_MOUSE	GLPA_MOUSE
EPB42_MOUSE	GLPA_MOUSE
TSPO2_MOUSE	GLPA_MOUSE
MBL2_MOUSE	GLPA_MOUSE
CAN1_MOUSE	GLPA_MOUSE
CD7_MOUSE	GLPA_MOUSE
NFKB2_MOUSE	GLPA_MOUSE
HEM0_MOUSE	GLPA_MOUSE
SYUA_MOUSE	GLPA_MOUSE
RGS1_MOUSE	GLPA_MOUSE
STEA3_MOUSE	GLPA_MOUSE
SPTA1_MOUSE	GLPA_MOUSE
STOM_MOUSE	GLPA_MOUSE
P2RY1_MOUSE	GLPA_MOUSE
PTN22_MOUSE	GLPA_MOUSE
HEMGN_MOUSE	GLPA_MOUSE
SIAT6_MOUSE	GLPA_MOUSE
PRDX1_MOUSE	GLPA_MOUSE
KPCZ_MOUSE	GLPA_MOUSE
PLF4_MOUSE	GLPA_MOUSE
TFR2_MOUSE	GLPA_MOUSE
BHE40_MOUSE	GLPA_MOUSE
LAG3_MOUSE	GLPA_MOUSE
VASP_MOUSE	GLPA_MOUSE
ITAL_MOUSE	GLPA_MOUSE
HEPH_MOUSE	GLPA_MOUSE
GAS6_MOUSE	GLPA_MOUSE
TN13B_MOUSE	GLPA_MOUSE
PTN7_MOUSE	GLPA_MOUSE
SIA4B_MOUSE	GLPA_MOUSE
TRFL_MOUSE	GLPA_MOUSE
MALT1_MOUSE	GLPA_MOUSE
GRP2_MOUSE	GLPA_MOUSE
VAV_MOUSE	GLPA_MOUSE
ITA2B_MOUSE	GLPA_MOUSE
SPSB2_MOUSE	GLPA_MOUSE
PMGE_MOUSE	GLPA_MOUSE
CLNK_MOUSE	GLPA_MOUSE
CD24_MOUSE	GLPA_MOUSE
F220A_MOUSE	GLPA_MOUSE
GP1BA_MOUSE	GLPA_MOUSE
GP1BB_MOUSE	GLPA_MOUSE
GTR4_MOUSE	ARF3_MOUSE
RT4I1_MOUSE	ARF3_MOUSE
ARF5_MOUSE	ARF3_MOUSE
GGA2_MOUSE	ARF3_MOUSE
ARFP2_MOUSE	ARF3_MOUSE
RBM10_MOUSE	ARF3_MOUSE
AQR_MOUSE	ARF3_MOUSE
PRSR1_MOUSE	ARF3_MOUSE
WNT3_MOUSE	MEST_MOUSE
TY3H_MOUSE	MEST_MOUSE
HXC13_MOUSE	MEST_MOUSE
CPNS1_MOUSE	MEST_MOUSE
PEG3_MOUSE	MEST_MOUSE
SAP_MOUSE	MEST_MOUSE
SODM_MOUSE	MEST_MOUSE
HAP1_MOUSE	MEST_MOUSE
PHLA2_MOUSE	MEST_MOUSE
ADA19_MOUSE	MEST_MOUSE
SIA4A_MOUSE	MEST_MOUSE
MMP9_MOUSE	MEST_MOUSE
KIF3A_MOUSE	MEST_MOUSE
WASF1_MOUSE	MEST_MOUSE
GRB10_MOUSE	MEST_MOUSE
MGAT1_MOUSE	MEST_MOUSE
MYCD_MOUSE	MEST_MOUSE
MYH10_MOUSE	MEST_MOUSE
NUMB_MOUSE	MEST_MOUSE
HAS2_MOUSE	MEST_MOUSE
SIAT1_MOUSE	MEST_MOUSE
NFAC4_MOUSE	MEST_MOUSE
CPT1A_MOUSE	MEST_MOUSE
HELLS_MOUSE	MEST_MOUSE
CDK2_MOUSE	MEST_MOUSE
LYAG_MOUSE	MEST_MOUSE
DESM_MOUSE	MEST_MOUSE
5HT2B_MOUSE	MEST_MOUSE
RING2_MOUSE	MEST_MOUSE
SAMP_MOUSE	MEST_MOUSE
EXT2_MOUSE	MEST_MOUSE
ABCD3_MOUSE	MEST_MOUSE
PAPP1_MOUSE	MEST_MOUSE
FKTN_MOUSE	MEST_MOUSE
AF9_MOUSE	MEST_MOUSE
TAL1_MOUSE	MEST_MOUSE
LIAS_MOUSE	MEST_MOUSE
PGFRA_MOUSE	MEST_MOUSE
CUL1_MOUSE	MEST_MOUSE
CSRP3_MOUSE	MEST_MOUSE
RYR1_MOUSE	MEST_MOUSE
ATRX_MOUSE	MEST_MOUSE
TBX20_MOUSE	MEST_MOUSE
CARM1_MOUSE	MEST_MOUSE
AT1A1_MOUSE	MEST_MOUSE
FOXJ1_MOUSE	MEST_MOUSE
HXB4_MOUSE	MEST_MOUSE
CDK6_MOUSE	MEST_MOUSE
HESX1_MOUSE	MEST_MOUSE
COX10_MOUSE	MEST_MOUSE
MDR3_MOUSE	MEST_MOUSE
ADRB2_MOUSE	MEST_MOUSE
IGF2_MOUSE	MEST_MOUSE
CAC1C_MOUSE	MEST_MOUSE
OPRM_MOUSE	K2C71_MOUSE
HXC13_MOUSE	K2C71_MOUSE
DSG4_MOUSE	K2C71_MOUSE
PPARD_MOUSE	K2C71_MOUSE
LBR_MOUSE	K2C71_MOUSE
RIPK4_MOUSE	K2C71_MOUSE
TRPV4_MOUSE	K2C71_MOUSE
CATL1_MOUSE	K2C71_MOUSE
HAIR_MOUSE	K2C71_MOUSE
FZD6_MOUSE	K2C71_MOUSE
VDR_MOUSE	K2C71_MOUSE
CLD1_MOUSE	K2C71_MOUSE
MGRN1_MOUSE	K2C71_MOUSE
ETS2_MOUSE	K2C71_MOUSE
ITSN1_MOUSE	K2C71_MOUSE
5HT7R_MOUSE	K2C71_MOUSE
SGK3_MOUSE	K2C71_MOUSE
DERM_MOUSE	K2C71_MOUSE
SFRP3_MOUSE	K2C71_MOUSE
FGF7_MOUSE	K2C71_MOUSE
LEF1_MOUSE	K2C71_MOUSE
EGF_MOUSE	K2C71_MOUSE
NTRK1_MOUSE	K2C71_MOUSE
FGF5_MOUSE	K2C71_MOUSE
AREG_MOUSE	K2C71_MOUSE
TGFA_MOUSE	K2C71_MOUSE
LRIG1_MOUSE	K2C71_MOUSE
CATC_MOUSE	K2C71_MOUSE
MRP6_MOUSE	K2C71_MOUSE
B3GN3_MOUSE	K2C71_MOUSE
ST14_MOUSE	K2C71_MOUSE
BARX2_MOUSE	K2C71_MOUSE
ATP7A_MOUSE	K2C71_MOUSE
SCNBA_MOUSE	K2C71_MOUSE
EVPL_MOUSE	K2C71_MOUSE
K1C17_MOUSE	K2C71_MOUSE
ACD_MOUSE	K2C71_MOUSE
KCNA6_MOUSE	K2C71_MOUSE
SEM6C_MOUSE	K2C71_MOUSE
TRPV3_MOUSE	K2C71_MOUSE
GPR3_MOUSE	K2C71_MOUSE
PTGES_MOUSE	K2C71_MOUSE
PCH2_MOUSE	TEX37_MOUSE
RBPMS_MOUSE	TEX37_MOUSE
TBX2_MOUSE	SOX6_MOUSE
TBX4_MOUSE	SOX6_MOUSE
TY3H_MOUSE	SOX6_MOUSE
DAZP2_MOUSE	SOX6_MOUSE
SOX9_MOUSE	SOX6_MOUSE
PAX9_MOUSE	SOX6_MOUSE
JAG2_MOUSE	SOX6_MOUSE
PRG4_MOUSE	SOX6_MOUSE
PHX2A_MOUSE	SOX6_MOUSE
LMBR1_MOUSE	SOX6_MOUSE
LAMA5_MOUSE	SOX6_MOUSE
PI42B_MOUSE	SOX6_MOUSE
CTGF_MOUSE	SOX6_MOUSE
IGF1_MOUSE	SOX6_MOUSE
FUT8_MOUSE	SOX6_MOUSE
FBLN5_MOUSE	SOX6_MOUSE
TGFB3_MOUSE	SOX6_MOUSE
ROR2_MOUSE	SOX6_MOUSE
CENPK_MOUSE	SOX6_MOUSE
LDB3_MOUSE	SOX6_MOUSE
TAB1_MOUSE	SOX6_MOUSE
DLG1_MOUSE	SOX6_MOUSE
LMNB1_MOUSE	SOX6_MOUSE
TRIPC_MOUSE	SOX6_MOUSE
ANFC_MOUSE	SOX6_MOUSE
TRAF6_MOUSE	SOX6_MOUSE
SPRE1_MOUSE	SOX6_MOUSE
SRC_MOUSE	SOX6_MOUSE
SHOX2_MOUSE	SOX6_MOUSE
PDPN_MOUSE	SOX6_MOUSE
SEM3A_MOUSE	SOX6_MOUSE
XRCC2_MOUSE	SOX6_MOUSE
FOSL2_MOUSE	SOX6_MOUSE
DMP1_MOUSE	SOX6_MOUSE
CO1A2_MOUSE	SOX6_MOUSE
MEF2A_MOUSE	SOX6_MOUSE
STX4_MOUSE	SOX6_MOUSE
ANGP2_MOUSE	SOX6_MOUSE
SC5D_MOUSE	SOX6_MOUSE
MDFI_MOUSE	SOX6_MOUSE
SHIP2_MOUSE	SOX6_MOUSE
ROR1_MOUSE	SOX6_MOUSE
UBAC1_MOUSE	SOX6_MOUSE
SMAD6_MOUSE	SOX6_MOUSE
CDON_MOUSE	SOX6_MOUSE
HAND2_MOUSE	SOX6_MOUSE
SOX5_MOUSE	SOX6_MOUSE
KLF8_MOUSE	SOX6_MOUSE
IRK2_MOUSE	SOX6_MOUSE
ARSB_MOUSE	SOX6_MOUSE
RAI2_MOUSE	SOX6_MOUSE
NKX26_MOUSE	SOX6_MOUSE
NKX23_MOUSE	SOX6_MOUSE
WNT11_MOUSE	RSPO2_MOUSE
ZNRF3_MOUSE	RSPO2_MOUSE
SPS2L_MOUSE	SPAS2_MOUSE
MFNG_MOUSE	B3GLT_MOUSE
RFNG_MOUSE	B3GLT_MOUSE
LFNG_MOUSE	B3GLT_MOUSE
CHSS1_MOUSE	B3GLT_MOUSE
XK_MOUSE	XKR4_MOUSE
XKR2_MOUSE	XKR4_MOUSE
XKR6_MOUSE	XKR4_MOUSE
XKR8_MOUSE	XKR4_MOUSE
XKR5_MOUSE	XKR4_MOUSE
XKR7_MOUSE	XKR4_MOUSE
