#node	score1
RAB7A_MOUSE	-3.247
GSTO1_MOUSE	-2.3544
HPRT_MOUSE	-2.7911
TMEDA_MOUSE	0.7692
QCR10_MOUSE	-3.3688
PP1A_MOUSE	-2.7941
HEMO_MOUSE	11.0924
RL35_MOUSE	-3.2033
CP2AC_MOUSE	1.7249
PUR9_MOUSE	-3.2099
MTNB_MOUSE	-1.8023
ODPX_MOUSE	-2.7499
BAG2_MOUSE	21.3004
SCOT1_MOUSE	11.3784
AOXA_MOUSE	-3.3635
COPD_MOUSE	-1.5997
CAD17_MOUSE	-2.3342
DECR_MOUSE	1.769
THTM_MOUSE	-3.2691
EIF3I_MOUSE	-2.6551
GCSP_MOUSE	-2.2633
CP2DQ_MOUSE	-2.2713
IPO5_MOUSE	-0.3127
ERF3A_MOUSE	29.7148
MTX2_MOUSE	-2.3768
HPT_MOUSE	-2.4245
ELAV1_MOUSE	-2.7476
ACSL3_MOUSE	5.6738
CP2E1_MOUSE	14.7202
SF3A1_MOUSE	-2.3342
RS21_MOUSE	-3.0858
CSN7A_MOUSE	-1.6507
EIF3L_MOUSE	-3.4064
RUXE_MOUSE	-3.3746
CD2AP_MOUSE	-3.0406
NAGAB_MOUSE	1.9184
VATA_MOUSE	-3.3699
TS101_MOUSE	3.3954
RS16_MOUSE	-3.4213
BHMT2_MOUSE	-1.9082
DEST_MOUSE	5.6965
CSK_MOUSE	20.2441
CP1A2_MOUSE	-3.3747
AAPK2_MOUSE	-0.5548
SYEP_MOUSE	-3.4328
HOT_MOUSE	-2.4877
IDH3A_MOUSE	2.5933
ATPG_MOUSE	-3.1713
GDIB_MOUSE	-3.2054
TCPQ_MOUSE	-2.9301
AIFM1_MOUSE	-3.3693
UD19_MOUSE	-2.9497
NNTM_MOUSE	-3.3007
HAOX1_MOUSE	-3.098
MAVS_MOUSE	-3.0736
NDUS4_MOUSE	-3.3579
MCCA_MOUSE	-2.2439
LICH_MOUSE	-2.3669
EF1A1_MOUSE	-0.6352
THTR_MOUSE	-2.9633
RT05_MOUSE	-3.2099
TAP1_MOUSE	47.7861
LSM2_MOUSE	-0.1986
NDUA6_MOUSE	-2.9606
TWF1_MOUSE	-1.2097
SRP54_MOUSE	-2.8817
RLA1_MOUSE	11.6536
CRK_MOUSE	-2.7974
STX16_MOUSE	-0.1279
SUOX_MOUSE	-3.4184
CO4B_MOUSE	-3.0535
STAU1_MOUSE	1.8301
DJC11_MOUSE	6.0598
VAPB_MOUSE	-0.4751
SMD3_MOUSE	-3.0827
MPPA_MOUSE	-3.4178
ATPD_MOUSE	-2.3035
VATG1_MOUSE	13.1941
PLCB_MOUSE	-1.28
GLSK_MOUSE	-0.2402
GNA13_MOUSE	-3.3349
PTGR2_MOUSE	-3.3979
MA1A1_MOUSE	-3.4304
CD44_MOUSE	24.0834
COR1C_MOUSE	-3.3493
IF6_MOUSE	-2.9061
GSTA3_MOUSE	-2.7518
NFS1_MOUSE	-0.7086
TKT_MOUSE	-1.4694
SRP09_MOUSE	3.777
TOM5_MOUSE	9.562
KAP0_MOUSE	-0.477
IDHG1_MOUSE	0.6376
5NT3A_MOUSE	10.1477
DLRB1_MOUSE	4.7882
DDC_MOUSE	5.3233
GALT_MOUSE	-2.5187
GCST_MOUSE	-3.3839
AMPN_MOUSE	-2.5971
OST48_MOUSE	-3.3742
RL9_MOUSE	-2.9124
SRPR_MOUSE	8.0299
AMBP_MOUSE	6.0445
THIL_MOUSE	-2.6421
ASAH1_MOUSE	-3.196
DHE3_MOUSE	-2.5559
PTGR1_MOUSE	24.6939
HYES_MOUSE	-3.196
LHPP_MOUSE	-3.4016
NDUA3_MOUSE	-3.3007
PCKGC_MOUSE	-1.1551
FIBG_MOUSE	-2.2084
UGPA_MOUSE	5.325
MDHC_MOUSE	-0.6466
SET_MOUSE	-2.6548
MYH9_MOUSE	-3.3606
MCM2_MOUSE	5.0229
G3BP2_MOUSE	-2.361
MOGS_MOUSE	-0.9809
RILP_MOUSE	-2.3172
CDC5L_MOUSE	-2.6551
DDX6_MOUSE	1.6119
PGAM1_MOUSE	-1.2002
PCBP1_MOUSE	-1.7574
URIC_MOUSE	-2.1392
OTUB1_MOUSE	-2.3172
UBP14_MOUSE	-2.3544
HA1B_MOUSE	-1.8344
VATH_MOUSE	21.9648
STT3A_MOUSE	-3.0901
FABD_MOUSE	-2.9516
PSMD3_MOUSE	3.7455
DDX17_MOUSE	-2.8931
SYRC_MOUSE	-3.2564
DNJA3_MOUSE	-3.416
LGMN_MOUSE	-0.9526
PREB_MOUSE	-0.1622
AK1A1_MOUSE	-2.9307
CPSF5_MOUSE	26.1656
CP2CT_MOUSE	-2.3131
MGST3_MOUSE	-2.8594
AL9A1_MOUSE	-0.0597
TBCA_MOUSE	-2.8072
CP27A_MOUSE	-3.0128
TTL12_MOUSE	-2.6373
IF4G2_MOUSE	-2.8483
RL13A_MOUSE	-3.42
FRIL1_MOUSE	7.724
CHM4B_MOUSE	2.7012
CTNA1_MOUSE	-2.7925
NDUV3_MOUSE	-1.0003
FUBP2_MOUSE	-2.1774
ARLY_MOUSE	0.4811
PSME2_MOUSE	-2.8815
COPB2_MOUSE	-3.3349
GLCNE_MOUSE	-2.0846
CHMP7_MOUSE	-3.2564
KGUA_MOUSE	-2.0328
2AAB_MOUSE	-1.9498
ODP2_MOUSE	0.113
CSK2B_MOUSE	-1.2676
RS17_MOUSE	1.2287
PAIRB_MOUSE	-0.9779
QCR1_MOUSE	-2.6551
DCTN1_MOUSE	0.604
RS23_MOUSE	-2.4123
FINC_MOUSE	-3.035
OXND1_MOUSE	-3.1313
HRG_MOUSE	-2.9516
IF4A2_MOUSE	47.7861
RENT1_MOUSE	-2.8048
TBB6_MOUSE	-2.4213
TXNL1_MOUSE	-3.3871
PDK2_MOUSE	0.5833
3BHS5_MOUSE	6.5559
AL1A7_MOUSE	-1.0122
FEN1_MOUSE	-1.7987
RDH7_MOUSE	-2.2783
NSF_MOUSE	-1.6987
RAB4A_MOUSE	-2.817
SAP3_MOUSE	25.5284
RM19_MOUSE	-2.3035
SC23A_MOUSE	-1.3313
L2HDH_MOUSE	1.0205
HMGCL_MOUSE	-3.3953
GDIR2_MOUSE	5.7297
AP1M1_MOUSE	1.2894
NT5C_MOUSE	4.7313
NTCP_MOUSE	7.5078
NDUS1_MOUSE	0.4023
IPYR_MOUSE	-3.222
NU107_MOUSE	-3.2276
ETFA_MOUSE	-1.8235
PSB8_MOUSE	0.5329
ECHM_MOUSE	-2.436
ANM1_MOUSE	-1.8254
RETST_MOUSE	7.9137
IVD_MOUSE	-2.8622
DHX15_MOUSE	-3.4431
STT3B_MOUSE	-3.3007
SYVC_MOUSE	-0.3922
SPCS_MOUSE	-1.7056
ARFG2_MOUSE	47.7861
MPPB_MOUSE	13.4834
PLM_MOUSE	-2.4655
PSD11_MOUSE	-1.6
DBNL_MOUSE	-3.2033
LC7L2_MOUSE	10.4109
IGBP1_MOUSE	-2.3238
PSA6_MOUSE	-2.9885
EXOC7_MOUSE	-1.8239
NDUAB_MOUSE	-3.3649
DERL1_MOUSE	-3.294
PSB7_MOUSE	-0.0836
CYFP1_MOUSE	1.6514
NP1L4_MOUSE	-2.8551
GLU2B_MOUSE	-0.5685
CP2DA_MOUSE	0.1816
SMC2_MOUSE	-1.9053
FUMH_MOUSE	-1.0383
SSRG_MOUSE	2.0588
ACY3_MOUSE	-3.4134
TIM13_MOUSE	-3.0736
STA5B_MOUSE	2.4942
GSTM1_MOUSE	-2.7474
CD166_MOUSE	11.6462
VAPA_MOUSE	12.097
CLUS_MOUSE	-2.345
CP254_MOUSE	-3.2561
DJB11_MOUSE	7.6477
PEX6_MOUSE	3.0084
KBL_MOUSE	-2.9356
GNMT_MOUSE	-0.7526
CDC42_MOUSE	-1.1551
PPT1_MOUSE	-3.416
ATG7_MOUSE	-1.5699
U2AF2_MOUSE	-0.3419
ROA2_MOUSE	-1.5536
ITB1_MOUSE	-1.298
PSMD5_MOUSE	-3.1487
NMT1_MOUSE	-2.3342
KYNU_MOUSE	-3.2143
MTND_MOUSE	2.524
PON1_MOUSE	3.0354
CP3AP_MOUSE	-3.1913
CXB1_MOUSE	-2.6643
SNX5_MOUSE	-3.1099
1433G_MOUSE	-1.8251
ATP5I_MOUSE	-2.6626
LYAG_MOUSE	-2.7237
HNRL1_MOUSE	2.3675
3BHS7_MOUSE	-3.225
ELOC_MOUSE	1.7941
THIKB_MOUSE	-3.3316
BTF3_MOUSE	-2.0293
NEDD4_MOUSE	-3.2449
TOP1_MOUSE	-3.4414
YAP1_MOUSE	2.5078
BAAT_MOUSE	-1.2954
DKC1_MOUSE	-1.6808
CTND1_MOUSE	-3.4185
GALM_MOUSE	-3.4088
B2MG_MOUSE	-2.2437
GNS_MOUSE	7.2451
CGL_MOUSE	0.3073
EEA1_MOUSE	-1.7323
CISY_MOUSE	-2.6107
APOA2_MOUSE	3.4361
PDC6I_MOUSE	-1.4334
PRPS1_MOUSE	0.0994
ATPK_MOUSE	-3.0406
DCTN2_MOUSE	0.4586
SARDH_MOUSE	-0.5974
SOAT2_MOUSE	-3.2793
CUL4A_MOUSE	1.2935
ALR_MOUSE	-2.3416
ADRM1_MOUSE	-2.7761
U2AF1_MOUSE	4.8875
DNJC3_MOUSE	-2.7376
FKBP8_MOUSE	-2.0399
CD81_MOUSE	0.0994
GSTM7_MOUSE	-3.0855
RAN_MOUSE	-3.2481
AKC1H_MOUSE	4.8885
RU1C_MOUSE	23.1193
PYRG1_MOUSE	-2.6979
KAD3_MOUSE	-2.4429
DCUP_MOUSE	-3.3689
TERA_MOUSE	-3.0314
CACP_MOUSE	-0.6925
EIF3D_MOUSE	-3.231
SCFD1_MOUSE	-3.3461
6PGL_MOUSE	-2.817
TOM34_MOUSE	7.6237
PRS4_MOUSE	-3.3331
KPYR_MOUSE	3.3347
UB2L3_MOUSE	-1.4487
RL22L_MOUSE	2.0798
SPRE_MOUSE	-3.1335
HMGB1_MOUSE	-3.416
PDXK_MOUSE	-3.3017
SRSF5_MOUSE	0.113
SIR5_MOUSE	-3.3011
NDUB3_MOUSE	-3.0901
RT09_MOUSE	11.56
GSTM6_MOUSE	13.6208
DHSO_MOUSE	-2.1866
STX7_MOUSE	2.7442
ALDOC_MOUSE	-2.2437
ATX2L_MOUSE	-0.7669
RBM39_MOUSE	-2.9297
RT33_MOUSE	3.5699
NSDHL_MOUSE	-2.7189
LPPRC_MOUSE	-2.099
TRAP1_MOUSE	0.0447
AATM_MOUSE	-3.361
NDUV2_MOUSE	-3.2936
RYR1_MOUSE	-3.4044
LAMP1_MOUSE	-3.4447
EIF3C_MOUSE	-3.2262
SEC13_MOUSE	1.4858
RS3_MOUSE	-1.6722
NDUV1_MOUSE	-0.3061
RL26_MOUSE	-3.1631
MPC2_MOUSE	-1.1996
CSN6_MOUSE	-1.8488
RAB2A_MOUSE	-3.4134
GRB7_MOUSE	-1.5714
ATG4B_MOUSE	11.9698
RL27_MOUSE	-2.108
HNRH2_MOUSE	-3.2792
RS15A_MOUSE	-2.3968
SELB_MOUSE	-1.63
TNPO3_MOUSE	-3.2384
MOCS1_MOUSE	-3.4071
CYBP_MOUSE	-0.3373
PRDX5_MOUSE	-2.1149
BAG3_MOUSE	-0.0592
DPYL2_MOUSE	-1.4949
FXR2_MOUSE	-2.938
EIF3B_MOUSE	-2.8751
HUTU_MOUSE	-1.5199
PPP6_MOUSE	6.79
ACAD8_MOUSE	-3.3007
CMAH_MOUSE	1.4824
RM15_MOUSE	4.1179
SSRA_MOUSE	6.6746
DHCR7_MOUSE	28.2056
ACSA_MOUSE	-2.9724
IF4A3_MOUSE	-3.1294
ACOC_MOUSE	-3.3999
GLPK_MOUSE	-0.0856
ECHD2_MOUSE	-2.8735
TPM4_MOUSE	5.5346
SYG_MOUSE	1.6514
SF3B3_MOUSE	-0.8961
ECHB_MOUSE	-2.2102
UD2A3_MOUSE	-3.2732
S27A2_MOUSE	-2.7437
ERG24_MOUSE	-2.9081
CP270_MOUSE	-2.7867
A1AT5_MOUSE	39.7797
CHD4_MOUSE	26.0737
PHS_MOUSE	0.5164
COPZ1_MOUSE	-3.3549
RS13_MOUSE	-3.4071
RS12_MOUSE	-2.9653
NDUA8_MOUSE	-2.7308
PSB2_MOUSE	-2.5132
PDIA1_MOUSE	-2.5631
NTF2_MOUSE	-1.5702
CNPY3_MOUSE	-2.6626
CDC37_MOUSE	2.5835
KMO_MOUSE	0.0431
PSME3_MOUSE	19.1158
OTC_MOUSE	-1.0651
PRDX3_MOUSE	-3.1883
CP239_MOUSE	4.4677
NLTP_MOUSE	3.7998
CPT2_MOUSE	-2.9497
ACADS_MOUSE	-3.1477
3HAO_MOUSE	-0.8636
ARC1B_MOUSE	-1.0344
RM10_MOUSE	-2.8189
NCPR_MOUSE	-3.4326
ARHGC_MOUSE	-2.2647
DHB4_MOUSE	-0.6457
PP2AA_MOUSE	-2.5074
TPMT_MOUSE	-3.0028
DEK_MOUSE	-0.3518
HACL1_MOUSE	-3.1913
CUL4B_MOUSE	-2.9421
RS6_MOUSE	-2.8931
CAPR1_MOUSE	-3.2594
PCCA_MOUSE	-3.0734
VPS29_MOUSE	-2.7972
PACN2_MOUSE	39.5518
MCAT_MOUSE	-2.9883
CH10_MOUSE	-1.5702
GLCM_MOUSE	-3.4107
SC23B_MOUSE	-0.0699
FKB1A_MOUSE	4.2962
P5CR3_MOUSE	-1.1893
PGAM5_MOUSE	-1.9017
S26A1_MOUSE	-3.247
PCY2_MOUSE	-3.1233
BASI_MOUSE	-2.4144
PA1B2_MOUSE	0.8222
DHB12_MOUSE	-3.2861
PARP1_MOUSE	-2.6467
RL17_MOUSE	-1.754
LSM8_MOUSE	-1.2642
PARK7_MOUSE	1.5735
ODBA_MOUSE	-3.1665
APOA4_MOUSE	-2.9223
APOC3_MOUSE	15.7654
ARPC2_MOUSE	-3.4396
APOA1_MOUSE	-1.2419
AMPL_MOUSE	-3.4477
MCA3_MOUSE	1.5628
STRAP_MOUSE	1.3907
CAP1_MOUSE	-0.8129
NUDC_MOUSE	-3.4491
HEXA_MOUSE	1.8601
ATOX1_MOUSE	-3.4348
UBP10_MOUSE	-2.1897
SYDC_MOUSE	-3.3105
ADH1_MOUSE	4.7896
DCXR_MOUSE	1.7213
STAT3_MOUSE	-1.5699
GGCT_MOUSE	37.9905
PSME1_MOUSE	-3.3725
PEX19_MOUSE	-3.3564
MK01_MOUSE	-3.1615
GLGB_MOUSE	-2.626
ACADM_MOUSE	22.6198
IPO9_MOUSE	24.5721
G3BP1_MOUSE	-3.0774
NSF1C_MOUSE	-2.5706
GNL1_MOUSE	1.4507
GMPPB_MOUSE	-0.8437
COMT_MOUSE	-0.5685
PG12B_MOUSE	0.8222
SAHH_MOUSE	-1.723
DNJA2_MOUSE	-2.6686
VPS35_MOUSE	-2.2905
KCY_MOUSE	-1.6164
1433B_MOUSE	0.7207
AGFG1_MOUSE	-3.2214
SC22B_MOUSE	-2.8227
C1QBP_MOUSE	5.4994
PUR4_MOUSE	-2.8054
TRXR1_MOUSE	-2.9653
TRXR2_MOUSE	-3.3011
SKP1_MOUSE	1.8081
LIPS_MOUSE	-1.1974
PDC10_MOUSE	-3.344
ARF4_MOUSE	-1.9762
VDAC1_MOUSE	-3.0736
ITM2B_MOUSE	0.5773
SUCB1_MOUSE	-1.8675
CAN2_MOUSE	24.7153
EF2_MOUSE	-2.7798
SAM50_MOUSE	0.6385
COX6C_MOUSE	-1.0146
CUL1_MOUSE	21.449
ENTP5_MOUSE	-2.4612
ALDOA_MOUSE	-1.6038
PAFA2_MOUSE	5.2327
RL21_MOUSE	-2.6201
KPYM_MOUSE	-2.9852
AP1B1_MOUSE	-2.8686
ABCE1_MOUSE	8.3096
GLCTK_MOUSE	35.7535
JAM1_MOUSE	-2.6643
CSN4_MOUSE	0.041
DHB2_MOUSE	-1.8701
TBA4A_MOUSE	-0.0548
TIM10_MOUSE	13.8349
RUVB2_MOUSE	2.0478
MTX1_MOUSE	-1.6008
PP2BA_MOUSE	-2.4094
LPP_MOUSE	-2.4016
HSP7C_MOUSE	-2.8622
RAB9A_MOUSE	-0.3404
UBP7_MOUSE	-0.6235
ROA3_MOUSE	-2.5972
PRDX6_MOUSE	0.6292
EIF3K_MOUSE	-1.4128
UEVLD_MOUSE	-3.4301
NDUA9_MOUSE	-3.4431
EGFR_MOUSE	-2.3704
AT1A1_MOUSE	3.4512
GBLP_MOUSE	-0.9194
LGUL_MOUSE	-2.3219
DJC10_MOUSE	1.2758
1433Z_MOUSE	-2.8048
UN45A_MOUSE	38.7422
NDUS6_MOUSE	-0.1264
BPNT1_MOUSE	-2.2491
ACOX2_MOUSE	-3.344
MRP2_MOUSE	3.8324
RL18A_MOUSE	-2.2441
TIM8A_MOUSE	0.983
ARFG1_MOUSE	15.7516
SPCS1_MOUSE	-0.3677
VATE1_MOUSE	25.9471
OAT_MOUSE	0.7418
RS14_MOUSE	-2.589
SRR_MOUSE	3.9185
PSA_MOUSE	-2.7454
PEDF_MOUSE	10.2404
KAT3_MOUSE	-3.4078
SAR1B_MOUSE	-3.1707
GALE_MOUSE	-2.6586
RL11_MOUSE	-3.4134
ANT3_MOUSE	-2.4612
RU17_MOUSE	-3.4344
CP4AA_MOUSE	23.7594
SGPL1_MOUSE	-2.2926
CMC1_MOUSE	-0.2439
RL22_MOUSE	-3.0037
PHB_MOUSE	-0.6564
ASNA_MOUSE	2.4084
GCDH_MOUSE	4.6852
SYFA_MOUSE	-3.2189
DHI1_MOUSE	-2.2731
PABP1_MOUSE	-3.4423
RS3A_MOUSE	2.108
FERM2_MOUSE	-2.8735
DHAK_MOUSE	-0.5777
RHOA_MOUSE	-3.1131
ACDSB_MOUSE	-2.0023
IDHC_MOUSE	-2.1536
DDX3Y_MOUSE	-2.9974
PFD2_MOUSE	-1.3122
MGLL_MOUSE	-1.6715
HNRPD_MOUSE	-2.3022
RADI_MOUSE	-1.7821
TLN1_MOUSE	-1.5889
DERL2_MOUSE	-3.4406
ILK_MOUSE	-0.4536
RL36A_MOUSE	-0.9086
FAF1_MOUSE	3.7761
DDB1_MOUSE	-2.8686
APOE_MOUSE	-3.0737
SODM_MOUSE	3.2272
PURA2_MOUSE	-2.0893
PDIA4_MOUSE	-3.3562
ELOV2_MOUSE	0.9624
YMEL1_MOUSE	1.0637
ENPL_MOUSE	-1.0256
PCBP2_MOUSE	-3.2742
DYR_MOUSE	-3.1255
NDUB8_MOUSE	11.8757
ABCBB_MOUSE	-2.2516
NDUBB_MOUSE	1.9279
PA2G4_MOUSE	-3.3423
SYSC_MOUSE	-2.6605
IQGA2_MOUSE	-3.4185
SC61B_MOUSE	3.7695
AACS_MOUSE	-3.3192
USMG5_MOUSE	-1.8101
NUP53_MOUSE	-1.1748
UBC12_MOUSE	-2.8735
GUAD_MOUSE	-1.574
EF1G_MOUSE	-2.1383
CDD_MOUSE	-2.5393
VP26A_MOUSE	-3.344
ULA1_MOUSE	-2.8697
CTNB1_MOUSE	-2.3606
DNMT1_MOUSE	-3.4134
TGM2_MOUSE	-2.032
FAD1_MOUSE	-3.3357
QCR8_MOUSE	-3.2792
FBRL_MOUSE	12.7012
GRPE1_MOUSE	-3.0532
GBG12_MOUSE	3.2022
TFR1_MOUSE	4.9524
K2C8_MOUSE	-3.344
RL6_MOUSE	-2.9179
FRDA_MOUSE	-1.723
NDUAA_MOUSE	-2.9763
VKGC_MOUSE	-2.1856
RT18B_MOUSE	-1.9892
ARY2_MOUSE	-1.3357
FIBB_MOUSE	-3.1665
ZO1_MOUSE	-2.9684
MYL6_MOUSE	-0.8929
CKAP5_MOUSE	-2.9735
ADHX_MOUSE	-2.3342
TSP1_MOUSE	-1.7906
UBE3A_MOUSE	3.7143
VASP_MOUSE	-3.0872
RBBP4_MOUSE	-1.4752
PSA7_MOUSE	-3.3661
PDIA3_MOUSE	-3.2645
THRB_MOUSE	24.9085
IRGM1_MOUSE	-0.8776
TOM70_MOUSE	3.6783
PSA2_MOUSE	-1.8369
CALM_MOUSE	-0.8825
AT2A2_MOUSE	0.76
NDUA2_MOUSE	-1.4432
RAB5B_MOUSE	10.686
BLMH_MOUSE	-3.2384
RSSA_MOUSE	-3.1293
GRHPR_MOUSE	-0.6729
FLNB_MOUSE	-2.7811
RL32_MOUSE	-2.253
ECHA_MOUSE	-3.4367
EFTU_MOUSE	-3.0037
G3P_MOUSE	14.475
