#nodeA	nodeB	score1
ETFB_MOUSE	ACADV_MOUSE	0
ETFB_MOUSE	QCR6_MOUSE	0
ETFB_MOUSE	QCR9_MOUSE	0
ETFB_MOUSE	QCR2_MOUSE	0
ETFB_MOUSE	ETFD_MOUSE	0
ETFB_MOUSE	QCR7_MOUSE	0
IF1A_MOUSE	EIF3H_MOUSE	0
IF1A_MOUSE	RL5_MOUSE	0
IF1A_MOUSE	EIF3I_MOUSE	0
IF1A_MOUSE	EIF3D_MOUSE	0
IF1A_MOUSE	EIF3C_MOUSE	0
IF1A_MOUSE	EIF3B_MOUSE	0
IF1A_MOUSE	RS5_MOUSE	0
IF1A_MOUSE	EIF3E_MOUSE	0
IF1A_MOUSE	IF5_MOUSE	0
IF1A_MOUSE	RS18_MOUSE	0
IF1A_MOUSE	IF2A_MOUSE	0
IF1A_MOUSE	EIF3G_MOUSE	0
IF1A_MOUSE	EIF3A_MOUSE	0
IF1A_MOUSE	IF2B_MOUSE	0
IF1A_MOUSE	EIF3F_MOUSE	0
NB5R3_MOUSE	DPYD_MOUSE	0
NB5R3_MOUSE	CYB5_MOUSE	0
AHSA1_MOUSE	TRAP1_MOUSE	0
AHSA1_MOUSE	CYBP_MOUSE	0
AHSA1_MOUSE	ENPL_MOUSE	0
AHSA1_MOUSE	HS90A_MOUSE	0
AHSA1_MOUSE	HS105_MOUSE	0
AHSA1_MOUSE	HS90B_MOUSE	0
AHSA1_MOUSE	TEBP_MOUSE	0
AHSA1_MOUSE	STIP1_MOUSE	0
AHSA1_MOUSE	HSP74_MOUSE	0
AHSA1_MOUSE	PPID_MOUSE	0
AGM1_MOUSE	GNA1_MOUSE	0
AGM1_MOUSE	UAP1_MOUSE	0
RL31_MOUSE	RM22_MOUSE	0
RL31_MOUSE	IF2P_MOUSE	0
RL31_MOUSE	RL13_MOUSE	0
RL31_MOUSE	RL14_MOUSE	0
RL31_MOUSE	2AAA_MOUSE	0
RL31_MOUSE	RS27L_MOUSE	0
RL31_MOUSE	RL5_MOUSE	0
RL31_MOUSE	RL12_MOUSE	0
RL31_MOUSE	SRPRB_MOUSE	0
RL31_MOUSE	RL27A_MOUSE	0
RL31_MOUSE	RL35_MOUSE	0
RL31_MOUSE	RS21_MOUSE	0
RL31_MOUSE	RS16_MOUSE	0
RL31_MOUSE	EF1A1_MOUSE	0
RL31_MOUSE	SRP54_MOUSE	0
RL31_MOUSE	RLA1_MOUSE	0
RL31_MOUSE	IF6_MOUSE	0
RL31_MOUSE	SRP09_MOUSE	0
RL31_MOUSE	OST48_MOUSE	0
RL31_MOUSE	RL9_MOUSE	0
RL31_MOUSE	SRPR_MOUSE	0
RL31_MOUSE	RL13A_MOUSE	0
RL31_MOUSE	RS17_MOUSE	0
RL31_MOUSE	RS23_MOUSE	0
RL31_MOUSE	RENT1_MOUSE	0
RL31_MOUSE	SSRG_MOUSE	0
RL31_MOUSE	RL22L_MOUSE	0
RL31_MOUSE	RT09_MOUSE	0
RL31_MOUSE	RS3_MOUSE	0
RL31_MOUSE	RL26_MOUSE	0
RL31_MOUSE	RL27_MOUSE	0
RL31_MOUSE	RS15A_MOUSE	0
RL31_MOUSE	RM15_MOUSE	0
RL31_MOUSE	SSRA_MOUSE	0
RL31_MOUSE	RS13_MOUSE	0
RL31_MOUSE	RS12_MOUSE	0
RL31_MOUSE	PP2AA_MOUSE	0
RL31_MOUSE	RS6_MOUSE	0
RL31_MOUSE	RL17_MOUSE	0
RL31_MOUSE	EF2_MOUSE	0
RL31_MOUSE	RL21_MOUSE	0
RL31_MOUSE	GBLP_MOUSE	0
RL31_MOUSE	RL18A_MOUSE	0
RL31_MOUSE	SPCS1_MOUSE	0
RL31_MOUSE	RS14_MOUSE	0
RL31_MOUSE	RL11_MOUSE	0
RL31_MOUSE	RL22_MOUSE	0
RL31_MOUSE	RS3A_MOUSE	0
RL31_MOUSE	RL36A_MOUSE	0
RL31_MOUSE	SC61B_MOUSE	0
RL31_MOUSE	RL6_MOUSE	0
RL31_MOUSE	RSSA_MOUSE	0
RL31_MOUSE	RL32_MOUSE	0
RL31_MOUSE	RL29_MOUSE	0
RL31_MOUSE	RS26_MOUSE	0
RL31_MOUSE	EF1B_MOUSE	0
RL31_MOUSE	RL23_MOUSE	0
RL31_MOUSE	RS25_MOUSE	0
RL31_MOUSE	RS10_MOUSE	0
RL31_MOUSE	RS5_MOUSE	0
RL31_MOUSE	RS4X_MOUSE	0
RL31_MOUSE	RL10_MOUSE	0
RL31_MOUSE	IF4G1_MOUSE	0
RL31_MOUSE	RL18_MOUSE	0
RL31_MOUSE	RS18_MOUSE	0
RL31_MOUSE	RL7_MOUSE	0
RL31_MOUSE	RL37A_MOUSE	0
RL31_MOUSE	RS30_MOUSE	0
RL31_MOUSE	RL19_MOUSE	0
RL31_MOUSE	RL4_MOUSE	0
RL31_MOUSE	RS15_MOUSE	0
RL31_MOUSE	RL23A_MOUSE	0
RL31_MOUSE	RL15_MOUSE	0
RL31_MOUSE	RS2_MOUSE	0
RL31_MOUSE	SC11A_MOUSE	0
RL31_MOUSE	RS9_MOUSE	0
RL31_MOUSE	SSRD_MOUSE	0
RL31_MOUSE	SRP68_MOUSE	0
RL31_MOUSE	RPN1_MOUSE	0
RL31_MOUSE	ERF1_MOUSE	0
RL31_MOUSE	RS11_MOUSE	0
RL31_MOUSE	RL30_MOUSE	0
RL31_MOUSE	RL10A_MOUSE	0
RL31_MOUSE	RL8_MOUSE	0
RL31_MOUSE	RNPS1_MOUSE	0
RL31_MOUSE	RPN2_MOUSE	0
RL31_MOUSE	RS28_MOUSE	0
RL31_MOUSE	RS7_MOUSE	0
RL31_MOUSE	RLA2_MOUSE	0
RL31_MOUSE	RL36_MOUSE	0
RL31_MOUSE	RS19_MOUSE	0
RL31_MOUSE	RL38_MOUSE	0
RL31_MOUSE	RL3_MOUSE	0
RL31_MOUSE	RT15_MOUSE	0
RL31_MOUSE	RS24_MOUSE	0
RL31_MOUSE	RS8_MOUSE	0
RL31_MOUSE	RL7A_MOUSE	0
RL31_MOUSE	RLA0_MOUSE	0
RL31_MOUSE	RS20_MOUSE	0
RL31_MOUSE	RBM8A_MOUSE	0
RHOB_MOUSE	GDIB_MOUSE	0
RHOB_MOUSE	MYH9_MOUSE	0
RHOB_MOUSE	GDIR2_MOUSE	0
RHOB_MOUSE	CDC42_MOUSE	0
RHOB_MOUSE	CTND1_MOUSE	0
RHOB_MOUSE	ARHGC_MOUSE	0
RHOB_MOUSE	MK01_MOUSE	0
RHOB_MOUSE	EGFR_MOUSE	0
RHOB_MOUSE	RHOA_MOUSE	0
RHOB_MOUSE	MYL6_MOUSE	0
RHOB_MOUSE	GDIA_MOUSE	0
RHOB_MOUSE	RAC1_MOUSE	0
RHOB_MOUSE	MYPT1_MOUSE	0
RHOB_MOUSE	MK14_MOUSE	0
RHOB_MOUSE	DIAP1_MOUSE	0
RHOB_MOUSE	MK03_MOUSE	0
RHOB_MOUSE	OPHN1_MOUSE	0
RHOB_MOUSE	RHG01_MOUSE	0
RHOB_MOUSE	GDIR1_MOUSE	0
RHOB_MOUSE	VINC_MOUSE	0
RHOB_MOUSE	MUG1_MOUSE	0
TRFE_MOUSE	EPS15_MOUSE	0
TRFE_MOUSE	CERU_MOUSE	0
TRFE_MOUSE	VATA_MOUSE	0
TRFE_MOUSE	VATG1_MOUSE	0
TRFE_MOUSE	VATH_MOUSE	0
TRFE_MOUSE	APOA1_MOUSE	0
TRFE_MOUSE	VATE1_MOUSE	0
TRFE_MOUSE	TFR1_MOUSE	0
TRFE_MOUSE	VA0D1_MOUSE	0
TRFE_MOUSE	VPP1_MOUSE	0
TRFE_MOUSE	VATB2_MOUSE	0
UGDH_MOUSE	UD19_MOUSE	0
UGDH_MOUSE	GALT_MOUSE	0
UGDH_MOUSE	UGPA_MOUSE	0
UGDH_MOUSE	UD2A3_MOUSE	0
UGDH_MOUSE	GALE_MOUSE	0
UGDH_MOUSE	UD11_MOUSE	0
UGDH_MOUSE	GYS2_MOUSE	0
DDX3X_MOUSE	XPO1_MOUSE	0
DDX3X_MOUSE	VAPA_MOUSE	0
DDX3X_MOUSE	ATPA_MOUSE	0
DDX3X_MOUSE	IF4E_MOUSE	0
DDX3X_MOUSE	DHX9_MOUSE	0
FBX6_MOUSE	SKP1_MOUSE	0
VPS25_MOUSE	HGS_MOUSE	0
VPS25_MOUSE	VIGLN_MOUSE	0
VPS25_MOUSE	TS101_MOUSE	0
VPS25_MOUSE	CHM4B_MOUSE	0
VPS25_MOUSE	CHMP7_MOUSE	0
VPS25_MOUSE	VPS35_MOUSE	0
CCS_MOUSE	SODC_MOUSE	0
IF4B_MOUSE	IF2G_MOUSE	0
IF4B_MOUSE	EIF3H_MOUSE	0
IF4B_MOUSE	EIF3I_MOUSE	0
IF4B_MOUSE	RS21_MOUSE	0
IF4B_MOUSE	RS16_MOUSE	0
IF4B_MOUSE	RL13A_MOUSE	0
IF4B_MOUSE	RS17_MOUSE	0
IF4B_MOUSE	RS23_MOUSE	0
IF4B_MOUSE	IF4A2_MOUSE	0
IF4B_MOUSE	EIF3D_MOUSE	0
IF4B_MOUSE	EIF3C_MOUSE	0
IF4B_MOUSE	RS3_MOUSE	0
IF4B_MOUSE	RS15A_MOUSE	0
IF4B_MOUSE	EIF3B_MOUSE	0
IF4B_MOUSE	RS6_MOUSE	0
IF4B_MOUSE	EF2_MOUSE	0
IF4B_MOUSE	EIF3K_MOUSE	0
IF4B_MOUSE	RS14_MOUSE	0
IF4B_MOUSE	PABP1_MOUSE	0
IF4B_MOUSE	RS3A_MOUSE	0
IF4B_MOUSE	RS26_MOUSE	0
IF4B_MOUSE	RS25_MOUSE	0
IF4B_MOUSE	RS10_MOUSE	0
IF4B_MOUSE	RS5_MOUSE	0
IF4B_MOUSE	EIF3E_MOUSE	0
IF4B_MOUSE	RS4X_MOUSE	0
IF4B_MOUSE	IF4G1_MOUSE	0
IF4B_MOUSE	RS18_MOUSE	0
IF4B_MOUSE	IF4E_MOUSE	0
IF4B_MOUSE	RS30_MOUSE	0
