#label	score
DIAP1_MOUSE	NaN
TRXR2_MOUSE	NaN
RAVR1_MOUSE	NaN
ELOC_MOUSE	NaN
LUC7L_MOUSE	NaN
ATPG_MOUSE	NaN
RS10_MOUSE	NaN
EI2BD_MOUSE	NaN
GLSK_MOUSE	NaN
RS28_MOUSE	NaN
DCTN1_MOUSE	NaN
RL9_MOUSE	NaN
GFPT1_MOUSE	NaN
RL36A_MOUSE	NaN
CSN7A_MOUSE	NaN
LPPRC_MOUSE	NaN
PDC6I_MOUSE	NaN
HNRPC_MOUSE	NaN
C560_MOUSE	NaN
RHG01_MOUSE	NaN
AP1S1_MOUSE	NaN
TCTP_MOUSE	NaN
DLDH_MOUSE	NaN
SRP54_MOUSE	NaN
SCOT1_MOUSE	-6.6207
DHSO_MOUSE	NaN
SRSF5_MOUSE	NaN
NDUAD_MOUSE	NaN
CALM_MOUSE	NaN
RBM39_MOUSE	NaN
TOP1_MOUSE	NaN
TNPO1_MOUSE	NaN
EPN4_MOUSE	NaN
STAU1_MOUSE	NaN
SC24A_MOUSE	NaN
ATOX1_MOUSE	NaN
MYO1C_MOUSE	NaN
RS19_MOUSE	NaN
CERU_MOUSE	NaN
RS16_MOUSE	NaN
ANM1_MOUSE	NaN
TOM5_MOUSE	NaN
LDHA_MOUSE	37.2767
FAD1_MOUSE	NaN
ACLY_MOUSE	NaN
IDHP_MOUSE	NaN
RAB5C_MOUSE	NaN
PSMD4_MOUSE	NaN
CAZA1_MOUSE	NaN
GSTM6_MOUSE	NaN
RS15A_MOUSE	NaN
PRDX1_MOUSE	NaN
KPRA_MOUSE	NaN
ST1A1_MOUSE	NaN
FUS_MOUSE	NaN
RINI_MOUSE	NaN
PAFA2_MOUSE	NaN
SRS10_MOUSE	NaN
PGS2_MOUSE	NaN
RS12_MOUSE	NaN
1433T_MOUSE	NaN
ALDR_MOUSE	NaN
ACOC_MOUSE	NaN
AN32B_MOUSE	NaN
HXK4_MOUSE	NaN
ECM29_MOUSE	NaN
SARDH_MOUSE	NaN
UGPA_MOUSE	NaN
MDHC_MOUSE	NaN
SET_MOUSE	NaN
RTN4_MOUSE	NaN
ASSY_MOUSE	NaN
RS6_MOUSE	NaN
RL35_MOUSE	NaN
KAD4_MOUSE	NaN
SQSTM_MOUSE	NaN
VDAC1_MOUSE	NaN
BT3L4_MOUSE	NaN
EPS15_MOUSE	NaN
ABCBB_MOUSE	NaN
RS8_MOUSE	NaN
SYSC_MOUSE	NaN
RBBP4_MOUSE	0.1908
EIF3I_MOUSE	NaN
ZO1_MOUSE	NaN
ACADV_MOUSE	NaN
RFA2_MOUSE	NaN
GALE_MOUSE	NaN
RL11_MOUSE	NaN
PP1G_MOUSE	NaN
ARPC3_MOUSE	NaN
CAPZB_MOUSE	NaN
RL23A_MOUSE	NaN
B2MG_MOUSE	15.7427
RL22_MOUSE	NaN
DEST_MOUSE	NaN
PSB3_MOUSE	NaN
RL23_MOUSE	NaN
TGM2_MOUSE	NaN
VPP1_MOUSE	NaN
SRC8_MOUSE	NaN
NSF_MOUSE	NaN
FLNA_MOUSE	-9.7673
PSMD9_MOUSE	NaN
EIF3B_MOUSE	NaN
EIF3D_MOUSE	NaN
LARP4_MOUSE	NaN
GOGA2_MOUSE	NaN
COPZ1_MOUSE	NaN
DC1I2_MOUSE	NaN
ZO2_MOUSE	NaN
UBE2N_MOUSE	NaN
CSK21_MOUSE	23.6105
IF2B_MOUSE	NaN
NNTM_MOUSE	NaN
ELAV1_MOUSE	NaN
CEAM1_MOUSE	23.7213
MTP_MOUSE	NaN
DCMC_MOUSE	2.2237
EFTU_MOUSE	NaN
IDHC_MOUSE	NaN
RL27_MOUSE	NaN
CAB39_MOUSE	NaN
D2HDH_MOUSE	NaN
SYLC_MOUSE	NaN
UBXN1_MOUSE	NaN
GANAB_MOUSE	NaN
EF1G_MOUSE	NaN
USMG5_MOUSE	NaN
NTCP_MOUSE	NaN
A1AT2_MOUSE	NaN
RAB7A_MOUSE	NaN
RBM47_MOUSE	NaN
RMD3_MOUSE	NaN
SC31A_MOUSE	NaN
SERPH_MOUSE	NaN
CASP3_MOUSE	19.761
ODO1_MOUSE	NaN
AP1G1_MOUSE	NaN
SYK_MOUSE	NaN
F16P1_MOUSE	NaN
MY18A_MOUSE	NaN
VP26A_MOUSE	NaN
UBP14_MOUSE	NaN
IF2H_MOUSE	NaN
DDX3Y_MOUSE	NaN
RT29_MOUSE	NaN
LA_MOUSE	NaN
ROA3_MOUSE	NaN
PPA6_MOUSE	NaN
HMCS2_MOUSE	14.1405
RAP1A_MOUSE	NaN
PSA5_MOUSE	NaN
UB2L3_MOUSE	NaN
ITB1_MOUSE	-8.2474
ROA2_MOUSE	NaN
BDH_MOUSE	11.4523
METK2_MOUSE	NaN
EF1D_MOUSE	NaN
LEG1_MOUSE	NaN
USP9X_MOUSE	NaN
NSF1C_MOUSE	NaN
CP2D9_MOUSE	NaN
SRRM2_MOUSE	NaN
RNPS1_MOUSE	NaN
NDUA9_MOUSE	NaN
TPP2_MOUSE	NaN
DEOC_MOUSE	NaN
AL1A1_MOUSE	NaN
GUAD_MOUSE	NaN
ALDOA_MOUSE	NaN
SYVC_MOUSE	NaN
XPO5_MOUSE	NaN
RL31_MOUSE	NaN
RLA0_MOUSE	NaN
ICAM1_MOUSE	0.2527
GLNA_MOUSE	NaN
SCRB1_MOUSE	NaN
ARC1B_MOUSE	NaN
HMGB1_MOUSE	NaN
AN32A_MOUSE	NaN
MMSA_MOUSE	NaN
IPO7_MOUSE	NaN
GALT_MOUSE	NaN
BUB3_MOUSE	NaN
OAT_MOUSE	NaN
RLA2_MOUSE	NaN
CP4CA_MOUSE	NaN
TADBP_MOUSE	NaN
6PGD_MOUSE	NaN
GPX1_MOUSE	NaN
SPS2_MOUSE	NaN
NU5M_MOUSE	NaN
NU4M_MOUSE	NaN
ATP8_MOUSE	NaN
COX2_MOUSE	NaN
COX1_MOUSE	NaN
CD36_MOUSE	NaN
RL5_MOUSE	NaN
CP2B9_MOUSE	NaN
RL38_MOUSE	NaN
TIM50_MOUSE	NaN
FPPS_MOUSE	NaN
RL32_MOUSE	NaN
RL3_MOUSE	NaN
RL29_MOUSE	NaN
COX5B_MOUSE	NaN
ARF1_MOUSE	NaN
IMDH2_MOUSE	NaN
ENOA_MOUSE	NaN
F261_MOUSE	NaN
RS17_MOUSE	NaN
RAC1_MOUSE	-0.0154
ABCE1_MOUSE	NaN
RL36_MOUSE	NaN
RS25_MOUSE	NaN
CY250_MOUSE	NaN
EWS_MOUSE	NaN
SUCB2_MOUSE	NaN
RL17_MOUSE	NaN
GSHB_MOUSE	NaN
YBOX1_MOUSE	NaN
AADAT_MOUSE	NaN
TBA4A_MOUSE	NaN
RL15_MOUSE	NaN
A1AT4_MOUSE	NaN
QCR6_MOUSE	NaN
C1QBP_MOUSE	NaN
COF2_MOUSE	NaN
IF1A_MOUSE	NaN
ITA1_MOUSE	7.0074
SSRP1_MOUSE	NaN
ARPC5_MOUSE	NaN
HEM3_MOUSE	NaN
PDIA4_MOUSE	NaN
RS26_MOUSE	NaN
ETHE1_MOUSE	NaN
HS74L_MOUSE	NaN
PCBP2_MOUSE	NaN
MPCP_MOUSE	NaN
MPPA_MOUSE	NaN
SF3B4_MOUSE	NaN
PEX19_MOUSE	NaN
A1CF_MOUSE	NaN
CX6B1_MOUSE	NaN
RENT1_MOUSE	NaN
NPM_MOUSE	NaN
CP2AC_MOUSE	NaN
FKBP8_MOUSE	NaN
PVRL2_MOUSE	NaN
TTHY_MOUSE	0.9665
CH10_MOUSE	NaN
NDUS8_MOUSE	NaN
HPT_MOUSE	NaN
HS105_MOUSE	NaN
PREB_MOUSE	NaN
RU17_MOUSE	NaN
OSBL1_MOUSE	NaN
RS7_MOUSE	NaN
DCAF8_MOUSE	NaN
AL3A2_MOUSE	NaN
DHCR7_MOUSE	NaN
UD19_MOUSE	NaN
MTX1_MOUSE	NaN
RL26_MOUSE	NaN
KFA_MOUSE	NaN
UD11_MOUSE	-2.922
CP2DA_MOUSE	NaN
NP1L4_MOUSE	NaN
ACADM_MOUSE	NaN
RL18_MOUSE	NaN
AT2L1_MOUSE	NaN
GCKR_MOUSE	NaN
ENTP5_MOUSE	NaN
PRDX6_MOUSE	NaN
RL7_MOUSE	NaN
ODBA_MOUSE	NaN
PYGL_MOUSE	NaN
IF2A_MOUSE	NaN
COPE_MOUSE	NaN
PRS6A_MOUSE	NaN
SIR5_MOUSE	NaN
1433E_MOUSE	NaN
AGM1_MOUSE	NaN
BASI_MOUSE	NaN
HNRH1_MOUSE	NaN
VKGC_MOUSE	NaN
SYFB_MOUSE	NaN
CO4B_MOUSE	NaN
MYPT1_MOUSE	NaN
HYES_MOUSE	NaN
RS15_MOUSE	NaN
ANT3_MOUSE	NaN
CAN2_MOUSE	NaN
ACSM3_MOUSE	NaN
HYOU1_MOUSE	NaN
DDC_MOUSE	NaN
STRAP_MOUSE	NaN
CAP1_MOUSE	NaN
LDHD_MOUSE	NaN
IQGA2_MOUSE	NaN
SC61B_MOUSE	NaN
SRR_MOUSE	NaN
RHOB_MOUSE	29.7773
AMACR_MOUSE	NaN
VATA_MOUSE	NaN
CBS_MOUSE	NaN
FKBP2_MOUSE	NaN
STAT1_MOUSE	NaN
GLRX3_MOUSE	NaN
ELOB_MOUSE	NaN
ECH1_MOUSE	NaN
ACTN4_MOUSE	NaN
EIF3K_MOUSE	NaN
CEPT1_MOUSE	NaN
CP3AP_MOUSE	NaN
CHDH_MOUSE	NaN
PPA5_MOUSE	NaN
NDUA8_MOUSE	NaN
ASNA_MOUSE	NaN
SUCA_MOUSE	NaN
AL7A1_MOUSE	NaN
SDHL_MOUSE	NaN
SERA_MOUSE	NaN
VAPB_MOUSE	NaN
FABPL_MOUSE	NaN
PDLI1_MOUSE	NaN
CTND1_MOUSE	NaN
RU1C_MOUSE	14.1101
PYC_MOUSE	3.1181
GDIR1_MOUSE	NaN
GABT_MOUSE	NaN
ACSM5_MOUSE	NaN
ACOX1_MOUSE	NaN
GDIB_MOUSE	NaN
CXB1_MOUSE	NaN
RT27_MOUSE	NaN
PROD2_MOUSE	NaN
MCM2_MOUSE	NaN
IF5_MOUSE	NaN
EEA1_MOUSE	NaN
PGM1_MOUSE	NaN
CP4AA_MOUSE	5.1831
RT4I1_MOUSE	NaN
CP270_MOUSE	NaN
ODO2_MOUSE	NaN
RET1_MOUSE	NaN
VAMP8_MOUSE	NaN
IF2G_MOUSE	NaN
NHRF3_MOUSE	NaN
RL37A_MOUSE	NaN
RS21_MOUSE	NaN
RL18A_MOUSE	NaN
PACN2_MOUSE	NaN
RAB2A_MOUSE	NaN
GPAT1_MOUSE	-7.1707
S27A2_MOUSE	NaN
GNAI2_MOUSE	NaN
VTI1B_MOUSE	NaN
GOLP3_MOUSE	NaN
LSM8_MOUSE	NaN
RT09_MOUSE	NaN
ATX2_MOUSE	NaN
IDHG1_MOUSE	NaN
KAP0_MOUSE	NaN
SUOX_MOUSE	NaN
OTC_MOUSE	NaN
ARF6_MOUSE	NaN
FAHD1_MOUSE	NaN
BGAL_MOUSE	NaN
MLEC_MOUSE	NaN
THTR_MOUSE	NaN
HEM6_MOUSE	NaN
E41L2_MOUSE	NaN
PCBP1_MOUSE	NaN
QCR9_MOUSE	NaN
FINC_MOUSE	NaN
RS23_MOUSE	NaN
ACAD8_MOUSE	NaN
FACE1_MOUSE	NaN
DNJA3_MOUSE	NaN
MAAI_MOUSE	NaN
GAS2_MOUSE	NaN
LICH_MOUSE	NaN
QCR8_MOUSE	NaN
PP2BA_MOUSE	NaN
CP8B1_MOUSE	NaN
PDIA6_MOUSE	NaN
FAS_MOUSE	39.9067
PGP_MOUSE	NaN
ACTBL_MOUSE	NaN
FLNB_MOUSE	NaN
PSMD8_MOUSE	NaN
DJC11_MOUSE	NaN
MK03_MOUSE	NaN
FABD_MOUSE	NaN
S26A1_MOUSE	NaN
ECHD2_MOUSE	NaN
1433G_MOUSE	NaN
ATP5I_MOUSE	NaN
TBA1C_MOUSE	NaN
HNRH2_MOUSE	NaN
IRGM1_MOUSE	NaN
TEBP_MOUSE	NaN
TIM8A_MOUSE	NaN
ADRM1_MOUSE	NaN
ACY3_MOUSE	NaN
AKTS1_MOUSE	NaN
LSM6_MOUSE	NaN
P5CR3_MOUSE	NaN
HNRPL_MOUSE	NaN
CBR1_MOUSE	NaN
G6PI_MOUSE	NaN
BUP1_MOUSE	NaN
ALR_MOUSE	NaN
CTNA1_MOUSE	NaN
NDUV3_MOUSE	NaN
IF4H_MOUSE	NaN
AK1D1_MOUSE	NaN
VATG1_MOUSE	NaN
RL10A_MOUSE	NaN
CSN4_MOUSE	NaN
CP254_MOUSE	NaN
SPRE_MOUSE	NaN
MCEE_MOUSE	NaN
GLCTK_MOUSE	NaN
CHMP7_MOUSE	NaN
IF4G1_MOUSE	NaN
ADK_MOUSE	NaN
CX6A1_MOUSE	NaN
HNRPU_MOUSE	NaN
HYEP_MOUSE	NaN
GLSL_MOUSE	NaN
GRHPR_MOUSE	NaN
IF5A1_MOUSE	NaN
ERG7_MOUSE	NaN
PTPA_MOUSE	NaN
HECD1_MOUSE	NaN
VTDB_MOUSE	NaN
ACSL5_MOUSE	NaN
GBG12_MOUSE	NaN
GSTT2_MOUSE	NaN
BODG_MOUSE	NaN
ATP5H_MOUSE	NaN
EF2_MOUSE	NaN
RS27L_MOUSE	NaN
SYEP_MOUSE	NaN
HIBCH_MOUSE	NaN
ACSL3_MOUSE	NaN
UCRI_MOUSE	NaN
MOT1_MOUSE	NaN
SF3B3_MOUSE	NaN
HNRPF_MOUSE	NaN
MBB1A_MOUSE	NaN
DHAK_MOUSE	12.2258
RBM8A_MOUSE	-4.092
RM12_MOUSE	NaN
SO1B2_MOUSE	NaN
METK1_MOUSE	19.2448
LRP1_MOUSE	NaN
PNPH_MOUSE	NaN
AL4A1_MOUSE	NaN
CD81_MOUSE	NaN
NDUBA_MOUSE	NaN
EPN1_MOUSE	NaN
GLYAT_MOUSE	NaN
GNA11_MOUSE	NaN
RL22L_MOUSE	NaN
BLVRB_MOUSE	NaN
THTM_MOUSE	NaN
VIGLN_MOUSE	NaN
NDUV1_MOUSE	NaN
GNA1_MOUSE	NaN
DDX21_MOUSE	NaN
APEX1_MOUSE	NaN
MRCKB_MOUSE	NaN
EF1A1_MOUSE	NaN
THIKA_MOUSE	NaN
HEBP1_MOUSE	NaN
VPS25_MOUSE	NaN
BAAT_MOUSE	NaN
JAM1_MOUSE	NaN
CO8G_MOUSE	NaN
TXND5_MOUSE	NaN
KAT3_MOUSE	NaN
RL21_MOUSE	NaN
PDK2_MOUSE	NaN
3BHS5_MOUSE	NaN
AL1B1_MOUSE	NaN
MIF_MOUSE	NaN
AIFM1_MOUSE	NaN
VATH_MOUSE	NaN
SSDH_MOUSE	NaN
GALM_MOUSE	NaN
AOFB_MOUSE	NaN
HUTU_MOUSE	NaN
ALD2_MOUSE	-2.1874
AMPL_MOUSE	NaN
LMAN1_MOUSE	NaN
HYKK_MOUSE	NaN
ACTZ_MOUSE	NaN
NDUA7_MOUSE	NaN
M2GD_MOUSE	NaN
AT1A1_MOUSE	NaN
FIBB_MOUSE	NaN
DPYD_MOUSE	NaN
TIM8B_MOUSE	NaN
HNRPK_MOUSE	NaN
RDH7_MOUSE	NaN
SNX2_MOUSE	NaN
PAIRB_MOUSE	NaN
PP1A_MOUSE	NaN
KMO_MOUSE	NaN
EIF3L_MOUSE	NaN
TBCA_MOUSE	NaN
MPP6_MOUSE	NaN
PCCA_MOUSE	NaN
SKP1_MOUSE	NaN
KAT1_MOUSE	NaN
PDXK_MOUSE	NaN
COPG2_MOUSE	NaN
MAVS_MOUSE	NaN
RCC2_MOUSE	NaN
DHX9_MOUSE	NaN
DHB8_MOUSE	NaN
DHC24_MOUSE	NaN
CP3AB_MOUSE	NaN
FBRL_MOUSE	NaN
SMD2_MOUSE	NaN
TMEDA_MOUSE	NaN
CP7B1_MOUSE	NaN
THIM_MOUSE	NaN
NDUB7_MOUSE	NaN
HNRL1_MOUSE	NaN
FKB1A_MOUSE	NaN
GCSH_MOUSE	NaN
SO1A1_MOUSE	NaN
FIBG_MOUSE	NaN
KIME_MOUSE	NaN
ACOD1_MOUSE	NaN
GMPPB_MOUSE	NaN
ABCF1_MOUSE	NaN
RT02_MOUSE	1.4584
LPP_MOUSE	NaN
TCPB_MOUSE	NaN
3BHS7_MOUSE	NaN
CHM4B_MOUSE	NaN
ACSM1_MOUSE	NaN
IPO9_MOUSE	NaN
AMPN_MOUSE	NaN
CSN8_MOUSE	NaN
ALG5_MOUSE	NaN
NPL4_MOUSE	NaN
S23IP_MOUSE	NaN
GMPPA_MOUSE	NaN
CCS_MOUSE	NaN
KPYR_MOUSE	NaN
ATX2L_MOUSE	NaN
GCST_MOUSE	NaN
MCAT_MOUSE	NaN
KAP2_MOUSE	NaN
TRFE_MOUSE	NaN
SRPRB_MOUSE	NaN
PCCB_MOUSE	NaN
RSSA_MOUSE	NaN
COPB2_MOUSE	NaN
STT3B_MOUSE	NaN
MAOX_MOUSE	NaN
AT1B3_MOUSE	NaN
RL4_MOUSE	NaN
PPIB_MOUSE	NaN
SNX1_MOUSE	NaN
GSH1_MOUSE	NaN
GSTA4_MOUSE	NaN
CX7A2_MOUSE	NaN
ETFA_MOUSE	NaN
CSK_MOUSE	NaN
CP1A2_MOUSE	NaN
PSA4_MOUSE	NaN
KPYM_MOUSE	NaN
ODBB_MOUSE	NaN
ANXA2_MOUSE	NaN
NEDD4_MOUSE	NaN
COPD_MOUSE	NaN
APOA1_MOUSE	NaN
APOC3_MOUSE	NaN
APOA4_MOUSE	NaN
ODP2_MOUSE	NaN
2AAB_MOUSE	6.8009
ADX_MOUSE	NaN
THIL_MOUSE	NaN
SRPR_MOUSE	NaN
SYAC_MOUSE	NaN
ULA1_MOUSE	NaN
DHB2_MOUSE	NaN
COX41_MOUSE	NaN
6PGL_MOUSE	NaN
MT1_MOUSE	NaN
MT2_MOUSE	0.4517
CPSF5_MOUSE	NaN
EST1C_MOUSE	NaN
IST1_MOUSE	NaN
DNJA2_MOUSE	NaN
VPS35_MOUSE	NaN
AATM_MOUSE	NaN
ACSL1_MOUSE	NaN
GSHR_MOUSE	NaN
ORNT1_MOUSE	NaN
LAMP1_MOUSE	NaN
PRPS1_MOUSE	NaN
RBBP7_MOUSE	NaN
NSDHL_MOUSE	NaN
RS4X_MOUSE	NaN
ODPA_MOUSE	NaN
ACSL4_MOUSE	NaN
OPHN1_MOUSE	NaN
HDAC6_MOUSE	6.3744
EIF3F_MOUSE	NaN
STIM1_MOUSE	NaN
LHPP_MOUSE	NaN
THUM1_MOUSE	NaN
HEMO_MOUSE	19.9767
QCR2_MOUSE	NaN
BAG3_MOUSE	NaN
LTOR1_MOUSE	NaN
BAX_MOUSE	NaN
RUVB2_MOUSE	NaN
COPB_MOUSE	NaN
PSA1_MOUSE	NaN
RS3_MOUSE	NaN
EIF3C_MOUSE	NaN
RAB6A_MOUSE	NaN
NADC_MOUSE	NaN
IPO5_MOUSE	NaN
NDUC2_MOUSE	NaN
FAAA_MOUSE	NaN
MFGM_MOUSE	NaN
PRS6B_MOUSE	NaN
UN45A_MOUSE	0.619
RL28_MOUSE	NaN
VASP_MOUSE	NaN
TOM40_MOUSE	NaN
S27A5_MOUSE	NaN
FKBP4_MOUSE	NaN
IIGP1_MOUSE	NaN
ATG7_MOUSE	NaN
SEC13_MOUSE	NaN
NEUA_MOUSE	NaN
GYS2_MOUSE	NaN
GDIR2_MOUSE	NaN
MUG1_MOUSE	NaN
S61A1_MOUSE	NaN
RUVB1_MOUSE	NaN
RPN1_MOUSE	NaN
CNBP_MOUSE	NaN
MOGS_MOUSE	NaN
TCPH_MOUSE	NaN
RT33_MOUSE	NaN
GSTK1_MOUSE	NaN
ABCG2_MOUSE	NaN
3HIDH_MOUSE	NaN
ASNS_MOUSE	NaN
CP3AD_MOUSE	NaN
GBB2_MOUSE	1.2745
AASS_MOUSE	NaN
NDUA4_MOUSE	NaN
ARC1A_MOUSE	NaN
RL6_MOUSE	NaN
SDSL_MOUSE	25.4078
ACADS_MOUSE	NaN
AAKB1_MOUSE	5.1831
AACS_MOUSE	NaN
AT2A2_MOUSE	NaN
ALDH2_MOUSE	1.5225
SERB_MOUSE	NaN
HPPD_MOUSE	1.7459
RAN_MOUSE	NaN
SCRB2_MOUSE	NaN
USO1_MOUSE	NaN
ALBU_MOUSE	0.0737
UD2A3_MOUSE	NaN
PUR6_MOUSE	NaN
UGDH_MOUSE	NaN
GRPE1_MOUSE	NaN
DHX15_MOUSE	NaN
KHK_MOUSE	NaN
GBB1_MOUSE	NaN
LRC47_MOUSE	NaN
MPPB_MOUSE	4.8336
FBX6_MOUSE	NaN
G6PE_MOUSE	NaN
PARK7_MOUSE	NaN
PRS7_MOUSE	NaN
MECR_MOUSE	NaN
41_MOUSE	NaN
RT15_MOUSE	NaN
NUDC_MOUSE	NaN
PSB2_MOUSE	NaN
STMN1_MOUSE	NaN
KAD2_MOUSE	NaN
PEF1_MOUSE	NaN
OST48_MOUSE	NaN
CDD_MOUSE	NaN
KCY_MOUSE	NaN
CP4AE_MOUSE	NaN
AK1A1_MOUSE	NaN
DCUP_MOUSE	NaN
HMGCL_MOUSE	NaN
CDC42_MOUSE	NaN
PPT1_MOUSE	NaN
NDUS5_MOUSE	NaN
MYCBP_MOUSE	NaN
PPCS_MOUSE	NaN
PYRG1_MOUSE	NaN
CPT2_MOUSE	NaN
NLTP_MOUSE	5.4954
CP2J5_MOUSE	NaN
TXD12_MOUSE	NaN
AAPK2_MOUSE	NaN
GLCNE_MOUSE	NaN
TLN1_MOUSE	NaN
TERA_MOUSE	NaN
AP4A_MOUSE	NaN
NOL6_MOUSE	NaN
RD23B_MOUSE	NaN
DNJA1_MOUSE	NaN
HEM2_MOUSE	NaN
THIO_MOUSE	NaN
ALDOB_MOUSE	66.4137
PDLI5_MOUSE	NaN
CP7A1_MOUSE	NaN
DECR_MOUSE	-1.358
CAD17_MOUSE	NaN
URIC_MOUSE	NaN
IF4E_MOUSE	NaN
ABCD3_MOUSE	NaN
GSH0_MOUSE	NaN
RS3A_MOUSE	NaN
LMNA_MOUSE	NaN
DNJB4_MOUSE	NaN
PAPS1_MOUSE	NaN
AMPE_MOUSE	NaN
IPYR2_MOUSE	NaN
HCDH_MOUSE	NaN
S10AB_MOUSE	NaN
SC22B_MOUSE	NaN
CSDE1_MOUSE	NaN
SSRG_MOUSE	25.2162
GUAA_MOUSE	NaN
EIF2A_MOUSE	NaN
ETFD_MOUSE	NaN
PPID_MOUSE	NaN
ANXA5_MOUSE	NaN
MCCA_MOUSE	NaN
IF6_MOUSE	NaN
ACSA_MOUSE	NaN
ARFG1_MOUSE	NaN
PSA7_MOUSE	NaN
FABP4_MOUSE	NaN
PCKGC_MOUSE	NaN
SC23B_MOUSE	NaN
SNX5_MOUSE	NaN
RT05_MOUSE	NaN
PCNA_MOUSE	NaN
IVD_MOUSE	NaN
HAOX1_MOUSE	NaN
PDIA3_MOUSE	NaN
THRB_MOUSE	3.3123
DHB12_MOUSE	NaN
CATA_MOUSE	NaN
CAPR1_MOUSE	NaN
LIN7C_MOUSE	NaN
MTX2_MOUSE	NaN
GORS2_MOUSE	NaN
TIM10_MOUSE	NaN
DJC10_MOUSE	NaN
PLCB_MOUSE	NaN
PSDE_MOUSE	NaN
RAB14_MOUSE	NaN
PSMD5_MOUSE	NaN
KYNU_MOUSE	NaN
GRP78_MOUSE	NaN
CACP_MOUSE	NaN
GPDM_MOUSE	NaN
PGES2_MOUSE	NaN
YMEL1_MOUSE	NaN
PPP6_MOUSE	17.8983
PSB7_MOUSE	NaN
MGST3_MOUSE	NaN
AL9A1_MOUSE	NaN
DHB7_MOUSE	0.2779
UAP1_MOUSE	NaN
PAHX_MOUSE	NaN
SPS1_MOUSE	NaN
SYIM_MOUSE	NaN
BPNT1_MOUSE	NaN
AT1B1_MOUSE	NaN
MPC2_MOUSE	NaN
FUMH_MOUSE	NaN
SRP09_MOUSE	NaN
SYDC_MOUSE	NaN
MCM6_MOUSE	NaN
ARP3_MOUSE	NaN
SCLY_MOUSE	NaN
